,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Steve Stricker,51,4.36,48,11
1,T2,T2,Matt Kuchar,93,4.46,263,59
2,T2,T2,Brandt Snedeker,79,4.46,241,54
3,4,4,Aaron Watkins,46,4.47,161,36
4,5,5,Vaughn Taylor,50,4.48,188,42
5,T6,T6,Sergio Garcia,65,4.49,157,35
6,T6,T6,Hunter Mahan,91,4.49,301,67
7,T8,T8,Sean O'Hair,56,4.5,252,56
8,T8,T8,Webb Simpson,92,4.5,270,60
9,T10,T10,Keegan Bradley,88,4.51,194,43
10,T10,T10,Ryan Palmer,79,4.51,334,74
11,T10,T10,Daniel Summerhays,83,4.51,302,67
12,13,13,Jason Day,86,4.52,330,73
13,T14,T14,Jim Herman,59,4.53,204,45
14,T14,T14,D.H. Lee,65,4.53,317,70
15,T14,T14,Cameron Tringale,80,4.53,439,97
16,T17,T17,Luke Donald,60,4.55,223,49
17,T17,T17,Ernie Els,63,4.55,282,62
18,T17,T17,Billy Horschel,96,4.55,291,64
19,T17,T17,Charl Schwartzel,69,4.55,255,56
20,T17,T17,Kevin Stadler,83,4.55,505,111
21,T17,T17,Camilo Villegas,79,4.55,300,66
22,T17,T17,Nick Watney,88,4.55,400,88
23,T24,T24,Charley Hoffman,84,4.56,301,66
24,T24,T24,Andres Romero,63,4.56,196,43
25,T24,T24,John Senden,79,4.56,383,84
26,T27,T27,Greg Chalmers,77,4.57,315,69
27,T27,T27,Andrew Svoboda,46,4.57,210,46
28,T29,T29,Will Claxton,67,4.58,298,65
29,T29,T29,Matt Every,89,4.58,284,62
30,T29,T29,Robert Karlsson,56,4.58,238,52
31,T29,T29,Jason Kokrak,78,4.58,220,48
32,T29,T29,Bryce Molder,82,4.58,476,104
33,T29,T29,Patrick Reed,83,4.58,334,73
34,T35,T35,Roberto Castro,97,4.59,464,101
35,T35,T35,James Hahn,78,4.59,289,63
36,T35,T35,Matt Jones,83,4.59,367,80
37,T35,T35,Martin Kaymer,61,4.59,294,64
38,T35,T35,Graeme McDowell,53,4.59,156,34
39,T35,T35,Jordan Spieth,82,4.59,266,58
40,T41,T41,Marc Leishman,77,4.6,290,63
41,T41,T41,John Merrick,79,4.6,451,98
42,T41,T41,Y.E. Yang,56,4.6,244,53
43,T44,T44,Erik Compton,74,4.61,281,61
