,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
0,1,1,Steve Stricker,51,1.93,201,104
1,2,2,Chris Kirk,89,1.59,358,225
2,3,3,Tiger Woods,61,1.55,252,163
3,4,4,Phil Mickelson,78,1.51,335,222
4,T5,T5,Charles Howell III,87,1.5,321,214
5,T5,T5,Matt Kuchar,93,1.5,326,218
6,T7,T7,Brendon de Jonge,110,1.49,408,273
7,T7,T7,Henrik Stenson,65,1.49,250,168
8,9,9,Jordan Spieth,82,1.47,332,226
9,10,10,Justin Rose,62,1.45,240,165
10,11,11,Keegan Bradley,88,1.44,338,234
11,T12,T12,Graham DeLaet,94,1.43,367,256
12,T12,T12,Brandt Snedeker,79,1.43,321,225
13,14,14,Matt Jones,83,1.4,309,220
14,15,15,Bob Estes,66,1.39,224,161
15,T16,T16,Kevin Stadler,83,1.38,315,229
16,T16,T16,Jimmy Walker,84,1.38,324,235
17,T18,T18,Bill Haas,85,1.37,294,215
18,T18,T18,Chris Stroud,88,1.37,319,233
19,20,20,Rory Sabbatini,86,1.36,342,252
20,T21,T21,Roberto Castro,97,1.35,356,264
21,T21,T21,Billy Horschel,96,1.35,385,286
22,T21,T21,Adam Scott,61,1.35,229,170
23,24,24,Sergio Garcia,65,1.33,236,177
24,T25,T25,Jim Furyk,80,1.32,278,210
25,T25,T25,Zach Johnson,84,1.32,303,230
26,T25,T25,Bryce Molder,82,1.32,302,228
27,T25,T25,Charl Schwartzel,69,1.32,280,212
28,29,29,Ryan Palmer,79,1.31,318,242
29,T30,T30,Hunter Mahan,91,1.3,317,243
30,T30,T30,Pat Perez,69,1.3,259,200
31,T30,T30,Webb Simpson,92,1.3,342,263
32,T30,T30,Daniel Summerhays,83,1.3,316,244
33,T30,T30,Bubba Watson,76,1.3,283,218
34,T35,T35,Martin Flores,83,1.29,300,232
35,T35,T35,Morgan Hoffmann,64,1.29,256,198
36,T37,T37,Stuart Appleby,88,1.28,283,221
37,T37,T37,Richard Lee,81,1.28,259,203
38,T39,T39,Jason Day,86,1.27,295,232
39,T39,T39,Jeff Overton,78,1.27,286,226
40,T39,T39,John Rollins,77,1.27,268,211
41,T39,T39,Cameron Tringale,80,1.27,281,221
42,T43,T43,Harris English,95,1.26,375,297
43,T43,T43,David Hearn,88,1.26,335,265
44,T45,T45,Luke Donald,60,1.25,218,174
45,T45,T45,Jerry Kelly,75,1.25,256,204
46,47,47,James Driscoll,76,1.24,270,218
