,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
78,T72,T72,Jeff Overton,71.0,142,2
79,T72,T72,Andres Romero,71.0,71,1
80,T72,T72,Brendan Steele,71.0,426,6
81,T72,T72,Kevin Streelman,71.0,355,5
82,T72,T72,Johnson Wagner,71.0,355,5
83,T72,T72,Aaron Watkins,71.0,142,2
84,T72,T72,Mark Wilson,71.0,213,3
85,86,86,Marc Leishman,71.14,498,7
86,T87,T87,Ben Crane,71.17,427,6
87,T87,T87,Richard Lee,71.17,427,6
88,T87,T87,Dicky Pride,71.17,427,6
89,T87,T87,Y.E. Yang,71.17,427,6
90,T91,T91,Tim Clark,71.2,356,5
91,T91,T91,James Driscoll,71.2,356,5
92,93,93,William McGirt,71.22,641,9
93,94,94,Aaron Baddeley,71.25,570,8
94,95,95,Bud Cauley,71.29,499,7
95,T96,T96,Padraig Harrington,71.33,214,3
96,T96,T96,Jerry Kelly,71.33,642,9
97,98,98,Lee Westwood,71.4,357,5
98,99,99,Colt Knost,71.43,500,7
99,100,100,J.J. Henry,71.44,643,9
100,T101,T101,Jason Dufner,71.5,286,4
101,T101,T101,Ryan Moore,71.5,429,6
102,T101,T101,Brandt Snedeker,71.5,286,4
103,T101,T101,Michael Thompson,71.5,429,6
104,T101,T101,Cameron Tringale,71.5,286,4
105,106,106,Morgan Hoffmann,71.56,644,9
106,107,107,Roberto Castro,71.57,501,7
107,T108,T108,Matt Jones,71.67,430,6
108,T108,T108,John Senden,71.67,430,6
109,T110,T110,Ricky Barnes,71.71,502,7
110,T110,T110,Russell Henley,71.71,502,7
111,T112,T112,David Lingmerth,71.75,574,8
112,T112,T112,Hunter Mahan,71.75,287,4
113,T112,T112,Henrik Norlander,71.75,287,4
114,T115,T115,Brian Davis,71.8,359,5
115,T115,T115,Justin Leonard,71.8,359,5
116,117,117,Zach Johnson,71.83,431,6
117,118,118,Greg Owen,71.86,503,7
118,119,119,Daniel Summerhays,71.89,647,9
119,120,120,Scott Stallings,71.91,791,11
120,T121,T121,Will Claxton,72.0,288,4
121,T121,T121,Brad Fritsch,72.0,360,5
122,T121,T121,Billy Horschel,72.0,144,2
123,T121,T121,Brandt Jobe,72.0,216,3
124,T121,T121,Martin Laird,72.0,360,5
125,T121,T121,John Merrick,72.0,504,7
126,T121,T121,Sean O'Hair,72.0,360,5
127,T121,T121,Pat Perez,72.0,360,5
128,T121,T121,Ian Poulter,72.0,72,1
129,T121,T121,Jordan Spieth,72.0,144,2
130,T121,T121,Darron Stiles,72.0,432,6
131,T121,T121,Camilo Villegas,72.0,216,3
132,133,133,Brian Gay,72.11,649,9
133,134,134,D.H. Lee,72.2,361,5
134,135,135,Alistair Presnell,72.25,289,4
135,T136,T136,Ben Curtis,72.33,217,3
136,T136,T136,Rod Pampling,72.33,217,3
137,138,138,Tommy Gainey,72.38,579,8
138,139,139,Charlie Beljan,72.44,652,9
139,T140,T140,Robert Garrigus,72.5,290,4
140,T140,T140,David Mathis,72.5,290,4
141,142,142,Robert Streb,72.56,653,9
142,143,143,Nick Watney,72.6,363,5
143,144,144,Scott Brown,72.63,581,8
144,145,145,Jason Day,72.67,218,3
145,T146,T146,Luke Guthrie,72.75,291,4
146,T146,T146,Geoff Ogilvy,72.75,291,4
147,T146,T146,Lee Williams,72.75,291,4
148,149,149,Ken Duke,72.78,655,9
149,150,150,Michael Bradley,72.8,728,10
150,T151,T151,Scott Gardiner,72.83,437,6
151,T151,T151,James Hahn,72.83,437,6
152,T153,T153,Luke Donald,73.0,73,1
153,T153,T153,Bobby Gates,73.0,365,5
154,T153,T153,Charley Hoffman,73.0,292,4
155,T153,T153,Matt Kuchar,73.0,73,1
156,T153,T153,Luke List,73.0,146,2
157,T153,T153,Chez Reavie,73.0,365,5
158,T153,T153,Bo Van Pelt,73.0,292,4
159,160,160,Jin Park,73.17,439,6
160,161,161,Andrew Svoboda,73.33,220,3
161,162,162,Tim Herron,73.4,367,5
162,163,163,Jeff Maggert,73.5,294,4
163,164,164,Robert Karlsson,73.67,221,3
164,T165,T165,Derek Ernst,74.0,444,6
165,T165,T165,Brian Harman,74.0,370,5
166,T165,T165,Ryo Ishikawa,74.0,296,4
167,T165,T165,Shawn Stefani,74.0,222,3
168,169,169,D.J. Trahan,74.25,297,4
169,T170,T170,Martin Kaymer,76.0,76,1
170,T170,T170,Eric Meierdierks,76.0,228,3
