,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
38,39,39,Stuart Appleby,84,87.91,80,91
39,40,40,Brad Faxon,94,87.88,87,99
40,41,41,David Toms,80,87.84,65,74
41,42,42,Dan Forsman,79,87.78,79,90
42,43,43,Jay Delsing,76,87.67,64,73
43,44,44,Niclas Fasth,61,87.37,83,95
44,45,45,Tim Herron,84,87.36,76,87
45,T46,T46,Bob Estes,73,87.32,62,71
46,T46,T46,Blaine McCallister,68,87.32,62,71
47,48,48,Duffy Waldorf,79,87.23,82,94
48,49,49,Todd Fischer,104,87.22,116,133
49,T50,T50,Danny Briggs,85,87.16,95,109
50,T50,T50,Esteban Toledo,92,87.16,95,109
51,52,52,Dean Wilson,99,87.14,122,140
52,53,53,Cameron Beckman,99,87.12,115,132
53,54,54,Daniel Chopra,108,87.05,121,139
54,55,55,Zach Johnson,109,87.04,94,108
55,T56,T56,Jerry Kelly,113,86.96,100,115
56,T56,T56,Dicky Pride,66,86.96,80,92
57,58,58,Brent Geiberger,94,86.92,93,107
58,59,59,Neal Lancaster,106,86.9,126,145
59,60,60,John Huston,62,86.89,53,61
60,61,61,Roger Tambellini,81,86.81,79,91
61,62,62,Tom Pernice Jr.,103,86.79,92,106
62,63,63,Matt Kuchar,83,86.73,85,98
63,64,64,Vijay Singh,112,86.67,104,120
64,65,65,Bob Burns,88,86.55,103,119
65,66,66,Joe Ogilvie,104,86.51,109,126
66,67,67,Bo Van Pelt,107,86.49,96,111
67,68,68,J.J. Henry,103,86.47,115,133
68,69,69,Jason Dufner,79,86.36,76,88
69,70,70,Cliff Kresge,89,86.29,107,124
70,71,71,Ben Crane,92,86.24,94,109
71,72,72,Mark Brooks,72,86.21,75,87
72,73,73,Lee Janzen,84,86.02,80,93
73,74,74,Glen Day,101,85.92,122,142
74,75,75,Charles Howell III,104,85.88,73,85
75,76,76,Brian Bateman,84,85.87,79,92
76,77,77,Ken Duke,89,85.86,85,99
77,T78,T78,Mike Heinen,53,85.71,60,70
78,T78,T78,Tiger Woods,78,85.71,60,70
79,80,80,Arjun Atwal,85,85.61,113,132
80,81,81,Michael Allen,87,85.6,107,125
81,82,82,Grant Waite,79,85.57,83,97
82,83,83,Shaun Micheel,93,85.56,77,90
83,84,84,Rich Barcelo,67,85.54,71,83
84,85,85,Justin Leonard,90,85.53,65,76
85,86,86,Bernhard Langer,59,85.48,53,62
86,87,87,Steve Flesch,109,85.44,88,103
87,88,88,Alex Cejka,76,85.39,76,89
88,89,89,David Peoples,82,85.37,105,123
89,T90,T90,Retief Goosen,56,85.19,46,54
90,T90,T90,Billy Mayfair,109,85.19,115,135
91,92,92,Mark Hensby,97,85.16,109,128
92,93,93,Bart Bryant,73,85.11,80,94
93,94,94,J.L. Lewis,106,85.04,108,127
94,95,95,Nick Price,51,85.0,51,60
95,96,96,Chad Campbell,100,84.82,95,112
96,T97,T97,Carlos Franco,99,84.68,94,111
97,T97,T97,Pat Perez,102,84.68,105,124
98,99,99,Steve Elkington,64,84.62,66,78
99,100,100,Ted Purdy,114,84.56,126,149
100,101,101,Jeff Maggert,60,84.51,60,71
101,102,102,Kirk Triplett,88,84.38,81,96
102,103,103,Robert Damron,92,84.3,102,121
103,104,104,Rod Pampling,98,84.26,91,108
104,105,105,Mathias Grönberg,91,84.21,96,114
105,106,106,Kent Jones,99,84.16,85,101
106,T107,T107,Kevin Na,100,84.09,111,132
107,T107,T107,Adam Scott,55,84.09,37,44
108,109,109,José María Olazábal,56,84.0,42,50
109,110,110,Harrison Frazar,86,83.96,89,106
110,111,111,Jonathan Byrd,85,83.93,94,112
111,T112,T112,David Frost,78,83.91,73,87
112,T112,T112,Freddie Jacobson,83,83.91,73,87
113,114,114,Tag Ridings,53,83.87,52,62
114,115,115,Aaron Baddeley,87,83.81,88,105
115,116,116,Jonathan Kaye,79,83.65,87,104
116,117,117,Mark O'Meara,58,83.64,46,55
117,118,118,Patrick Sheehan,113,83.54,132,158
118,119,119,Notah Begay III,71,83.53,71,85
119,120,120,Davis Love III,85,83.51,81,97
120,121,121,Chris DiMarco,105,83.5,86,103
121,T122,T122,Tim Clark,84,83.33,90,108
122,T122,T122,John Daly,79,83.33,75,90
123,124,124,Olin Browne,92,83.19,99,119
124,125,125,Deane Pappas,72,83.16,79,95
125,126,126,David Morland IV,73,82.93,68,82
126,127,127,Stephen Leaney,84,82.72,67,81
127,128,128,Hidemichi Tanaka,89,82.69,86,104
128,129,129,Hunter Mahan,94,82.64,100,121
129,130,130,Vaughn Taylor,84,82.61,76,92
130,131,131,Craig Perks,75,82.5,66,80
131,132,132,Scott Verplank,92,82.47,80,97
132,133,133,Hank Kuehne,91,82.31,107,130
133,134,134,Fred Funk,97,82.22,111,135
134,135,135,Heath Slocum,92,82.2,97,118
135,136,136,Bob Tway,90,82.18,83,101
136,137,137,Joey Sindelar,100,82.09,110,134
137,138,138,Ryan Palmer,103,82.03,105,128
138,139,139,Tom Byrum,83,81.9,95,116
139,140,140,Tom Carter,113,81.89,104,127
140,T141,T141,Stephen Ames,97,81.82,99,121
141,T141,T141,Shigeki Maruyama,93,81.82,90,110
142,143,143,Woody Austin,94,81.73,85,104
143,144,144,Craig Barlow,80,81.71,67,82
144,145,145,Guy Boros,64,81.61,71,87
145,146,146,Tripp Isenhour,55,81.48,44,54
146,147,147,John Rollins,90,81.45,101,124
147,148,148,Fred Couples,54,81.36,48,59
148,149,149,Tommy Armour III,87,81.13,86,106
149,150,150,Jay Williamson,100,81.1,133,164
150,151,151,Dudley Hart,60,80.95,68,84
151,152,152,Ben Curtis,56,80.88,55,68
152,153,153,Peter Lonard,68,80.72,67,83
153,154,154,Danny Ellis,81,80.68,71,88
154,155,155,Billy Andrade,104,80.58,112,139
155,156,156,Tommy Tolles,67,80.52,62,77
156,157,157,Jeff Brehaut,106,80.33,98,122
157,158,158,Scott Simpson,55,80.28,57,71
158,T159,T159,Robert Allenby,93,80.0,68,85
159,T159,T159,Kris Cox,73,80.0,64,80
160,T159,T159,Ernie Els,62,80.0,52,65
161,T159,T159,Steve Lowery,91,80.0,92,115
162,T159,T159,Hirofumi Miyase,65,80.0,68,85
163,164,164,Phil Mickelson,83,79.73,59,74
164,T165,T165,Chris Couch,55,79.69,51,64
165,T165,T165,David Gossett,57,79.69,51,64
166,167,167,Rocco Mediate,53,79.63,43,54
167,168,168,Todd Hamilton,92,79.21,80,101
168,169,169,Brenden Pappas,111,78.91,116,147
169,170,170,John Riegger,53,78.87,56,71
170,171,171,Lucas Glover,95,78.5,84,107
171,172,172,Andre Stolz,53,78.46,51,65
172,173,173,Arron Oberholser,77,78.41,69,88
173,174,174,Joe Durant,85,78.38,87,111
174,175,175,Chris Riley,78,78.21,61,78
175,176,176,Roland Thatcher,66,77.92,60,77
176,177,177,Jeff Sluman,98,77.88,81,104
177,178,178,Steve Allan,102,77.78,91,117
178,179,179,Mike Weir,75,77.63,59,76
179,180,180,Scott Hend,81,77.08,74,96
180,181,181,K.J. Choi,83,77.01,67,87
181,182,182,Mark Calcavecchia,79,76.85,83,108
182,183,183,Spike McRoy,93,76.84,73,95
183,184,184,Gene Sauers,83,76.6,72,94
184,T185,T185,José Coceres,68,76.19,80,105
185,T185,T185,Kenny Perry,79,76.19,64,84
186,187,187,Paul Azinger,75,75.86,66,87
187,188,188,David Branshaw,84,75.26,73,97
188,189,189,Rich Beem,81,75.0,69,92
189,190,190,Mark Wilson,62,74.67,56,75
190,191,191,Chris Smith,105,74.26,75,101
191,192,192,Frank Lickliter II,89,74.05,97,131
192,193,193,Jason Bohn,98,73.39,91,124
193,194,194,Kevin Muncrief,50,73.33,55,75
194,195,195,Briny Baird,100,72.94,62,85
195,196,196,D.J. Brigman,79,71.0,71,100
