,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Jay Haas,84,93.98,78,83
1,2,2,Craig Parry,52,93.33,42,45
2,3,3,Richard Johnson,102,92.54,124,134
3,4,4,Brian Gay,96,91.72,133,145
4,5,5,Steve Stricker,81,91.67,88,96
5,6,6,Pat Bates,99,91.45,107,117
6,7,7,Scott Hoch,52,91.38,53,58
7,8,8,Kevin Sutherland,86,90.91,110,121
8,9,9,Matt Gogel,86,90.82,89,98
9,T10,T10,Darren Clarke,54,90.7,39,43
10,T10,T10,Tim Petrovic,111,90.7,117,129
11,12,12,John Cook,57,90.63,58,64
12,13,13,Brian Kortan,65,90.43,85,94
13,14,14,Greg Chalmers,70,90.2,92,102
14,15,15,Stewart Cink,103,90.16,110,122
15,16,16,Dan Olsen,75,89.74,70,78
16,17,17,Len Mattiace,75,89.69,87,97
17,18,18,Steve Pate,71,89.61,69,77
18,19,19,Dennis Paulson,71,89.58,86,96
19,20,20,J.P. Hayes,79,89.42,93,104
20,21,21,Luke Donald,72,89.39,59,66
21,22,22,Sergio Garcia,65,89.23,58,65
22,T23,T23,Tom Lehman,70,89.19,66,74
23,T23,T23,Loren Roberts,81,89.19,66,74
24,25,25,Corey Pavin,83,89.15,115,129
25,26,26,Craig Bowden,83,89.11,90,101
26,27,27,Russ Cochran,61,89.06,57,64
27,28,28,Jesper Parnevik,86,88.89,88,99
28,29,29,Robert Gamez,103,88.51,131,148
29,30,30,Geoff Ogilvy,91,88.46,92,104
30,31,31,Carl Pettersson,100,88.43,107,121
31,32,32,Scott McCarron,88,88.39,99,112
32,33,33,Omar Uresti,85,88.37,114,129
33,T34,T34,Justin Rose,77,88.35,91,103
34,T34,T34,John Senden,99,88.35,91,103
35,36,36,Skip Kendall,99,88.28,113,128
36,37,37,Rory Sabbatini,89,88.18,97,110
37,38,38,Brett Quigley,102,87.96,95,108
