,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
38,T39,T39,Deane Pappas,72,54.17,13,24
39,T39,T39,Kevin Sutherland,86,54.17,13,24
40,T41,T41,Greg Chalmers,70,53.85,14,26
41,T41,T41,Darren Clarke,54,53.85,14,26
42,T41,T41,Scott Hend,81,53.85,14,26
43,44,44,Brett Quigley,102,53.66,22,41
44,T45,T45,Hank Kuehne,91,53.33,16,30
45,T45,T45,Ted Purdy,114,53.33,16,30
46,T45,T45,Adam Scott,55,53.33,8,15
47,48,48,Harrison Frazar,86,52.63,10,19
48,T49,T49,Brian Bateman,84,52.38,22,42
49,T49,T49,David Branshaw,84,52.38,11,21
50,T49,T49,Sergio Garcia,65,52.38,11,21
51,52,52,Jeff Maggert,60,52.0,13,25
52,53,53,Heath Slocum,92,51.72,15,29
53,54,54,Lee Janzen,84,51.61,16,31
54,55,55,Omar Uresti,85,51.52,17,33
55,T56,T56,Billy Andrade,104,51.11,23,45
56,T56,T56,Pat Perez,102,51.11,23,45
57,58,58,Esteban Toledo,92,51.02,25,49
58,T59,T59,Aaron Baddeley,87,50.0,19,38
59,T59,T59,Daniel Chopra,108,50.0,17,34
60,T59,T59,Tim Clark,84,50.0,12,24
61,T59,T59,Luke Donald,72,50.0,12,24
62,T59,T59,Todd Fischer,104,50.0,22,44
63,T59,T59,Charles Howell III,104,50.0,17,34
64,T59,T59,Peter Lonard,68,50.0,16,32
65,T59,T59,Rocco Mediate,53,50.0,8,16
66,T59,T59,Kevin Muncrief,50,50.0,12,24
67,T59,T59,Rod Pampling,98,50.0,24,48
68,T59,T59,Kenny Perry,79,50.0,17,34
69,T59,T59,Nick Price,51,50.0,7,14
70,T71,T71,Craig Bowden,83,48.84,21,43
71,T71,T71,Steve Stricker,81,48.84,21,43
72,T73,T73,Pat Bates,99,48.57,17,35
73,T73,T73,Spike McRoy,93,48.57,17,35
74,75,75,Carl Pettersson,100,48.48,16,33
75,T76,T76,Steve Elkington,64,48.39,15,31
76,T76,T76,Danny Ellis,81,48.39,15,31
77,T76,T76,Scott McCarron,88,48.39,15,31
78,T76,T76,Kevin Na,100,48.39,15,31
79,T76,T76,John Riegger,53,48.39,15,31
80,T76,T76,Jeff Sluman,98,48.39,15,31
81,82,82,Jerry Kelly,113,48.28,14,29
82,T83,T83,Mark Brooks,72,48.15,13,27
83,T83,T83,Joe Durant,85,48.15,13,27
84,T83,T83,Dan Olsen,75,48.15,13,27
85,T86,T86,Russ Cochran,61,48.0,12,25
86,T86,T86,Dudley Hart,60,48.0,12,25
87,88,88,Robert Gamez,103,47.83,22,46
88,89,89,Brian Gay,96,47.62,20,42
89,T90,T90,Glen Day,101,47.5,19,40
90,T90,T90,Billy Mayfair,109,47.5,19,40
91,T90,T90,Steve Pate,71,47.5,19,40
92,T93,T93,Joe Ogilvie,104,47.37,18,38
93,T93,T93,Mark Wilson,62,47.37,9,19
94,T95,T95,Arjun Atwal,85,47.22,17,36
95,T95,T95,Jay Williamson,100,47.22,17,36
96,97,97,D.J. Brigman,79,47.06,16,34
97,T98,T98,Mark Calcavecchia,79,46.88,15,32
98,T98,T98,Rory Sabbatini,89,46.88,15,32
99,T98,T98,Bo Van Pelt,107,46.88,15,32
100,T101,T101,Guy Boros,64,46.67,14,30
101,T101,T101,Kent Jones,99,46.67,14,30
102,103,103,Ryan Palmer,103,46.34,19,41
103,104,104,Stephen Ames,97,46.15,12,26
104,105,105,Grant Waite,79,45.83,11,24
105,T106,T106,Ken Duke,89,45.71,16,35
106,T106,T106,Mike Weir,75,45.71,16,35
107,T108,T108,Steve Allan,102,45.45,15,33
108,T108,T108,Paul Azinger,75,45.45,20,44
109,T108,T108,Bob Estes,73,45.45,10,22
110,T108,T108,Tiger Woods,78,45.45,10,22
111,112,112,Tom Pernice Jr.,103,45.24,19,42
112,113,113,John Rollins,90,45.16,14,31
113,T114,T114,John Huston,62,45.0,9,20
114,T114,T114,Tom Lehman,70,45.0,9,20
115,T114,T114,Davis Love III,85,45.0,9,20
116,117,117,Woody Austin,94,44.74,17,38
117,T118,T118,Notah Begay III,71,44.44,12,27
118,T118,T118,Jason Bohn,98,44.44,16,36
119,T118,T118,Brent Geiberger,94,44.44,16,36
120,T118,T118,Scott Hoch,52,44.44,12,27
121,T118,T118,Matt Kuchar,83,44.44,16,36
122,T123,T123,Chad Campbell,100,44.12,15,34
123,T123,T123,Lucas Glover,95,44.12,15,34
124,T123,T123,Neal Lancaster,106,44.12,15,34
125,126,126,Dean Wilson,99,43.9,18,41
126,T127,T127,Fred Couples,54,43.75,7,16
127,T127,T127,Frank Lickliter II,89,43.75,14,32
128,129,129,Richard Johnson,102,43.59,17,39
129,T130,T130,Craig Parry,52,43.48,10,23
130,T130,T130,Tag Ridings,53,43.48,10,23
131,132,132,Dicky Pride,66,43.33,13,30
132,T133,T133,Michael Allen,87,43.24,16,37
133,T133,T133,Chris DiMarco,105,43.24,16,37
134,135,135,Zach Johnson,109,43.18,19,44
135,T136,T136,Alex Cejka,76,42.86,15,35
136,T136,T136,Matt Gogel,86,42.86,15,35
137,T136,T136,Jesper Parnevik,86,42.86,18,42
138,139,139,Briny Baird,100,42.42,14,33
139,T140,T140,Olin Browne,92,42.31,11,26
140,T140,T140,Blaine McCallister,68,42.31,11,26
141,T142,T142,Cliff Kresge,89,42.11,16,38
142,T142,T142,Arron Oberholser,77,42.11,8,19
143,T142,T142,Vijay Singh,112,42.11,16,38
144,T145,T145,Fred Funk,97,41.94,13,31
145,T145,T145,Justin Leonard,90,41.94,13,31
146,147,147,J.L. Lewis,106,41.38,12,29
147,T148,T148,Kris Cox,73,41.18,14,34
148,T148,T148,Jason Dufner,79,41.18,14,34
149,T148,T148,Carlos Franco,99,41.18,14,34
150,T148,T148,Roger Tambellini,81,41.18,14,34
151,152,152,Jeff Brehaut,106,41.03,16,39
152,153,153,Tripp Isenhour,55,40.91,9,22
153,T154,T154,Chris Couch,55,40.74,11,27
154,T154,T154,Tommy Tolles,67,40.74,11,27
155,156,156,Hidemichi Tanaka,89,40.54,15,37
156,157,157,Mark Hensby,97,40.43,19,47
157,T158,T158,Freddie Jacobson,83,40.0,8,20
158,T158,T158,David Morland IV,73,40.0,14,35
159,T158,T158,Mark O'Meara,58,40.0,8,20
160,T158,T158,Loren Roberts,81,40.0,14,35
161,162,162,J.J. Henry,103,39.47,15,38
162,T163,T163,David Gossett,57,39.29,11,28
163,T163,T163,Shaun Micheel,93,39.29,11,28
164,165,165,Niclas Fasth,61,38.89,14,36
165,T166,T166,Ben Curtis,56,38.46,5,13
166,T166,T166,Robert Damron,92,38.46,15,39
167,T166,T166,Ernie Els,62,38.46,5,13
168,T166,T166,Skip Kendall,99,38.46,10,26
169,170,170,Cameron Beckman,99,38.1,16,42
170,T171,T171,K.J. Choi,83,37.5,9,24
171,T171,T171,Jonathan Kaye,79,37.5,12,32
172,T171,T171,Bernhard Langer,59,37.5,9,24
173,T174,T174,Craig Barlow,80,37.04,10,27
174,T174,T174,Corey Pavin,83,37.04,10,27
175,176,176,Steve Flesch,109,36.54,19,52
176,177,177,Patrick Sheehan,113,36.0,18,50
177,178,178,Joey Sindelar,100,35.48,11,31
178,179,179,Tom Carter,113,35.42,17,48
179,180,180,Roland Thatcher,66,34.78,8,23
180,181,181,Mike Heinen,53,34.48,10,29
181,T182,T182,Tommy Armour III,87,33.33,9,27
182,T182,T182,J.P. Hayes,79,33.33,9,27
183,184,184,Hunter Mahan,94,32.56,14,43
184,185,185,Vaughn Taylor,84,32.5,13,40
185,186,186,Steve Lowery,91,32.26,10,31
186,187,187,Bob Burns,88,32.14,9,28
187,188,188,Duffy Waldorf,79,31.58,6,19
188,189,189,Rich Barcelo,67,30.77,8,26
189,190,190,Mathias Grönberg,91,30.56,11,36
190,191,191,Chris Smith,105,29.31,17,58
191,192,192,Danny Briggs,85,28.57,8,28
192,193,193,Scott Verplank,92,27.78,5,18
193,194,194,Bart Bryant,73,25.71,9,35
194,T195,T195,John Cook,57,25.0,3,12
195,T195,T195,Gene Sauers,83,25.0,7,28
