,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Retief Goosen,56,72.22,13,18
1,2,2,José Coceres,68,70.83,17,24
2,T3,T3,Stephen Leaney,84,69.23,18,26
3,T3,T3,David Toms,80,69.23,18,26
4,T3,T3,Bob Tway,90,69.23,18,26
5,6,6,José María Olazábal,56,68.0,17,25
6,7,7,Jay Haas,84,65.71,23,35
7,8,8,Kirk Triplett,88,64.52,20,31
8,9,9,Geoff Ogilvy,91,62.96,17,27
9,10,10,John Daly,79,60.87,14,23
10,11,11,David Frost,78,60.53,23,38
11,T12,T12,Stuart Appleby,84,60.0,15,25
12,T12,T12,David Peoples,82,60.0,21,35
13,14,14,Jonathan Byrd,85,59.46,22,37
14,15,15,Phil Mickelson,83,59.26,16,27
15,16,16,Robert Allenby,93,59.09,13,22
16,17,17,Brad Faxon,94,58.33,21,36
17,T18,T18,Rich Beem,81,58.06,18,31
18,T18,T18,Craig Perks,75,58.06,18,31
19,20,20,Ben Crane,92,57.58,19,33
20,T21,T21,Stewart Cink,103,57.14,32,56
21,T21,T21,Brian Kortan,65,57.14,16,28
22,T21,T21,Andre Stolz,53,57.14,16,28
23,T24,T24,Shigeki Maruyama,93,56.67,17,30
24,T24,T24,Dennis Paulson,71,56.67,17,30
25,26,26,Len Mattiace,75,56.41,22,39
26,T27,T27,Tom Byrum,83,56.25,18,32
27,T27,T27,Tim Petrovic,111,56.25,18,32
28,T27,T27,Chris Riley,78,56.25,18,32
29,30,30,Tim Herron,84,56.0,14,25
30,31,31,Brenden Pappas,111,55.81,24,43
31,T32,T32,Todd Hamilton,92,55.56,20,36
32,T32,T32,Hirofumi Miyase,65,55.56,15,27
33,34,34,Dan Forsman,79,55.26,21,38
34,T35,T35,Jay Delsing,76,55.0,11,20
35,T35,T35,Scott Simpson,55,55.0,11,20
36,T37,T37,Justin Rose,77,54.55,6,11
37,T37,T37,John Senden,99,54.55,24,44
