,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Bob Estes,73,46.43,26,56
1,2,2,Scott Verplank,92,45.83,22,48
2,T3,T3,Darren Clarke,54,42.86,18,42
3,T3,T3,Chris DiMarco,105,42.86,24,56
4,T3,T3,Mike Weir,75,42.86,24,56
5,6,6,Rory Sabbatini,89,42.5,34,80
6,7,7,Jerry Kelly,113,41.18,28,68
7,8,8,Craig Parry,52,40.82,20,49
8,9,9,Skip Kendall,99,40.0,38,95
9,10,10,Bob Tway,90,39.39,39,99
10,11,11,Joe Durant,85,39.02,16,41
11,12,12,Jesper Parnevik,86,38.1,32,84
12,13,13,Shigeki Maruyama,93,37.8,31,82
13,14,14,Kevin Na,100,37.78,34,90
14,15,15,Peter Lonard,68,37.31,25,67
15,16,16,José Coceres,68,37.04,20,54
16,17,17,Tim Clark,84,36.92,24,65
17,18,18,Carlos Franco,99,36.08,35,97
18,19,19,Bernhard Langer,59,36.0,9,25
19,20,20,K.J. Choi,83,35.44,28,79
20,21,21,Brad Faxon,94,35.24,37,105
21,22,22,Mark Hensby,97,35.11,33,94
22,23,23,Retief Goosen,56,34.38,11,32
23,T24,T24,Kirk Triplett,88,34.33,23,67
24,T24,T24,Bo Van Pelt,107,34.33,23,67
25,26,26,J.L. Lewis,106,33.96,36,106
26,27,27,Mark Calcavecchia,79,33.87,21,62
27,28,28,Greg Chalmers,70,33.72,29,86
28,T29,T29,Alex Cejka,76,33.33,21,63
29,T29,T29,Harrison Frazar,86,33.33,31,93
30,T29,T29,Tim Herron,84,33.33,22,66
31,T29,T29,Charles Howell III,104,33.33,20,60
32,T29,T29,Loren Roberts,81,33.33,26,78
33,T29,T29,Joey Sindelar,100,33.33,26,78
34,T29,T29,Steve Stricker,81,33.33,35,105
35,36,36,Patrick Sheehan,113,33.05,39,118
36,37,37,J.P. Hayes,79,32.91,26,79
37,38,38,Frank Lickliter II,89,32.89,25,76
38,39,39,John Cook,57,32.81,21,64
39,40,40,Glen Day,101,32.67,33,101
40,41,41,Roland Thatcher,66,32.65,16,49
41,42,42,Jeff Maggert,60,32.61,15,46
42,43,43,Phil Mickelson,83,32.5,13,40
43,44,44,Stephen Ames,97,32.39,23,71
44,45,45,Rocco Mediate,53,32.35,11,34
45,46,46,Niclas Fasth,61,32.26,20,62
46,47,47,Spike McRoy,93,32.14,18,56
47,48,48,Cameron Beckman,99,31.91,30,94
48,49,49,Chris Smith,105,31.76,27,85
49,50,50,Rich Beem,81,31.75,20,63
50,51,51,Len Mattiace,75,31.68,32,101
51,52,52,Robert Damron,92,31.67,19,60
52,T53,T53,Ernie Els,62,31.58,12,38
53,T53,T53,Blaine McCallister,68,31.58,24,76
54,55,55,David Toms,80,31.48,17,54
55,56,56,Stewart Cink,103,31.4,27,86
56,T57,T57,Corey Pavin,83,31.34,21,67
57,T57,T57,Vijay Singh,112,31.34,21,67
58,59,59,Justin Leonard,90,31.33,26,83
59,60,60,David Frost,78,31.2,39,125
60,61,61,Matt Gogel,86,31.08,23,74
61,62,62,Todd Hamilton,92,30.95,26,84
62,63,63,Mathias Grönberg,91,30.88,21,68
63,64,64,Ben Curtis,56,30.77,12,39
64,65,65,Steve Lowery,91,30.59,26,85
65,T66,T66,Scott Hoch,52,30.56,11,36
66,T66,T66,Pat Perez,102,30.56,22,72
67,T68,T68,Steve Allan,102,30.53,29,95
68,T68,T68,Chad Campbell,100,30.53,29,95
69,T70,T70,Ben Crane,92,30.43,28,92
70,T70,T70,Zach Johnson,109,30.43,21,69
71,72,72,Steve Flesch,109,30.34,27,89
72,T73,T73,Bob Burns,88,30.3,30,99
73,T73,T73,Ryan Palmer,103,30.3,30,99
74,75,75,Stuart Appleby,84,30.19,16,53
75,76,76,John Senden,99,30.12,25,83
76,T77,T77,Brian Gay,96,30.0,39,130
77,T77,T77,Roger Tambellini,81,30.0,27,90
78,79,79,Hunter Mahan,94,29.91,32,107
79,80,80,Brent Geiberger,94,29.9,29,97
80,T81,T81,D.J. Brigman,79,29.85,20,67
81,T81,T81,Stephen Leaney,84,29.85,20,67
82,83,83,John Rollins,90,29.69,19,64
83,84,84,Tom Pernice Jr.,103,29.55,26,88
84,85,85,Richard Johnson,102,29.46,33,112
85,T86,T86,Craig Barlow,80,29.41,20,68
86,T86,T86,Tim Petrovic,111,29.41,30,102
87,T86,T86,Kevin Sutherland,86,29.41,20,68
88,89,89,Carl Pettersson,100,29.27,24,82
89,90,90,Omar Uresti,85,29.23,19,65
90,91,91,Heath Slocum,92,29.17,21,72
91,92,92,Freddie Jacobson,83,29.11,23,79
92,93,93,Tiger Woods,78,29.09,16,55
93,94,94,Mark Brooks,72,28.92,24,83
94,95,95,Billy Mayfair,109,28.87,28,97
95,96,96,Russ Cochran,61,28.79,19,66
96,97,97,David Peoples,82,28.74,25,87
97,98,98,Dennis Paulson,71,28.57,18,63
98,T99,T99,José María Olazábal,56,28.33,17,60
99,T99,T99,Tag Ridings,53,28.33,17,60
100,T101,T101,Jason Bohn,98,28.26,26,92
101,T101,T101,Nick Price,51,28.26,13,46
102,103,103,John Daly,79,28.21,22,78
103,104,104,Aaron Baddeley,87,28.1,34,121
104,105,105,Arron Oberholser,77,28.07,16,57
105,106,106,Craig Perks,75,28.05,23,82
106,107,107,Brenden Pappas,111,28.0,35,125
107,108,108,Jonathan Byrd,85,27.96,26,93
108,109,109,Fred Funk,97,27.94,19,68
109,110,110,Brian Kortan,65,27.78,20,72
110,111,111,Dean Wilson,99,27.73,33,119
111,T112,T112,Dudley Hart,60,27.66,13,47
112,T112,T112,J.J. Henry,103,27.66,26,94
113,114,114,Rod Pampling,98,27.59,24,87
114,115,115,Scott Simpson,55,27.14,19,70
115,116,116,Ken Duke,89,27.1,29,107
116,117,117,Joe Ogilvie,104,27.06,23,85
117,118,118,Jay Delsing,76,26.74,23,86
118,119,119,Guy Boros,64,26.67,12,45
119,120,120,Billy Andrade,104,26.53,26,98
120,121,121,Pat Bates,99,26.32,30,114
121,T122,T122,John Riegger,53,26.19,11,42
122,T122,T122,Tommy Tolles,67,26.19,22,84
123,124,124,Luke Donald,72,26.0,13,50
124,125,125,Hirofumi Miyase,65,25.97,20,77
125,126,126,Robert Gamez,103,25.88,22,85
126,127,127,Hank Kuehne,91,25.81,32,124
127,128,128,Tom Carter,113,25.58,33,129
128,129,129,Danny Ellis,81,25.56,23,90
129,130,130,Danny Briggs,85,25.4,16,63
130,131,131,Tom Byrum,83,25.37,17,67
131,132,132,Dicky Pride,66,25.33,19,75
132,T133,T133,Kris Cox,73,25.3,21,83
133,T133,T133,Matt Kuchar,83,25.3,21,83
134,T133,T133,David Morland IV,73,25.3,21,83
135,136,136,Tommy Armour III,87,25.24,26,103
136,T137,T137,Tom Lehman,70,25.0,12,48
137,T137,T137,Adam Scott,55,25.0,10,40
138,T137,T137,Jeff Sluman,98,25.0,15,60
139,T137,T137,Hidemichi Tanaka,89,25.0,17,68
140,T137,T137,Jay Williamson,100,25.0,21,84
141,142,142,Briny Baird,100,24.64,17,69
142,143,143,Michael Allen,87,24.53,26,106
143,T144,T144,John Huston,62,24.44,11,45
144,T144,T144,Mark Wilson,62,24.44,11,45
145,146,146,Shaun Micheel,93,24.36,19,78
146,147,147,Notah Begay III,71,24.32,18,74
147,148,148,Chris Riley,78,24.24,16,66
148,149,149,Geoff Ogilvy,91,24.18,22,91
