,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
149,T150,T150,Paul Azinger,75,24.14,21,87
150,T150,T150,Cliff Kresge,89,24.14,21,87
151,152,152,Arjun Atwal,85,24.1,20,83
152,T153,T153,Woody Austin,94,24.0,18,75
153,T153,T153,Rich Barcelo,67,24.0,18,75
154,155,155,Daniel Chopra,108,23.91,22,92
155,156,156,Deane Pappas,72,23.73,14,59
156,157,157,Dan Olsen,75,23.71,23,97
157,158,158,Esteban Toledo,92,23.36,25,107
158,159,159,Ted Purdy,114,23.33,21,90
159,T160,T160,Jason Dufner,79,23.08,21,91
160,T160,T160,Steve Pate,71,23.08,18,78
161,T162,T162,Mike Heinen,53,22.95,14,61
162,T162,T162,Kenny Perry,79,22.95,14,61
163,164,164,Brian Bateman,84,22.86,16,70
164,165,165,David Branshaw,84,22.83,21,92
165,166,166,Brett Quigley,102,22.81,26,114
166,167,167,Gene Sauers,83,22.67,17,75
167,168,168,David Gossett,57,22.43,24,107
168,169,169,Neal Lancaster,106,22.22,20,90
169,170,170,Todd Fischer,104,22.12,23,104
170,171,171,Kevin Muncrief,50,22.06,15,68
171,172,172,Justin Rose,77,22.0,11,50
172,173,173,Jay Haas,84,21.88,14,64
173,174,174,Bart Bryant,73,21.43,12,56
174,175,175,Jonathan Kaye,79,21.33,16,75
175,176,176,Scott McCarron,88,21.25,17,80
176,177,177,Duffy Waldorf,79,21.15,11,52
177,178,178,Olin Browne,92,21.13,15,71
178,179,179,Dan Forsman,79,20.99,17,81
179,180,180,Vaughn Taylor,84,20.69,18,87
180,181,181,Mark O'Meara,58,20.41,10,49
181,182,182,Jeff Brehaut,106,20.2,20,99
182,183,183,Davis Love III,85,20.0,10,50
183,T184,T184,Chris Couch,55,19.4,13,67
184,T184,T184,Lee Janzen,84,19.4,13,67
185,186,186,Sergio Garcia,65,19.23,10,52
186,187,187,Fred Couples,54,18.52,10,54
187,188,188,Lucas Glover,95,18.37,18,98
188,189,189,Craig Bowden,83,18.31,13,71
189,190,190,Steve Elkington,64,18.18,12,66
190,191,191,Kent Jones,99,17.82,18,101
191,192,192,Robert Allenby,93,17.46,11,63
192,193,193,Grant Waite,79,17.02,16,94
193,194,194,Scott Hend,81,16.3,15,92
194,195,195,Andre Stolz,53,14.49,10,69
195,196,196,Tripp Isenhour,55,12.28,7,57
