,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,José María Olazábal,56,"5' 6""",701.25,127,8
1,2,2,Mark O'Meara,58,"5' 7""",645.1669999999999,116,31
2,T3,T3,Jay Haas,84,"5' 11""",914.5,154,11
3,T3,T3,John Huston,62,"5' 11""",749.0,126,100
4,5,5,Loren Roberts,81,"6' 0""",1109.0,184,20
5,6,6,Tiger Woods,78,"6' 1""",967.5830000000001,160,41
6,7,7,Stewart Cink,103,"6' 2""",1241.667,202,4
7,T8,T8,Chris Riley,78,"6' 3""",804.3330000000001,129,53
8,T8,T8,Heath Slocum,92,"6' 3""",1365.8329999999999,220,80
9,10,10,Jonathan Byrd,85,"6' 4""",1510.3329999999999,237,90
10,T11,T11,José Coceres,68,"6' 6""",1419.9170000000001,219,2
11,T11,T11,Brian Kortan,65,"6' 6""",946.8330000000001,145,52
12,T11,T11,Tom Lehman,70,"6' 6""",979.8330000000001,150,40
13,T11,T11,Craig Parry,52,"6' 6""",725.5830000000001,112,99
14,T11,T11,Dean Wilson,99,"6' 6""",1857.0829999999999,286,51
15,T16,T16,Paul Azinger,75,"6' 7""",1286.333,196,92
16,T16,T16,Brad Faxon,94,"6' 7""",1303.0,199,25
17,T16,T16,David Frost,78,"6' 7""",1406.1670000000001,213,44
18,T16,T16,Hank Kuehne,91,"6' 7""",1582.5829999999999,240,108
19,T16,T16,Len Mattiace,75,"6' 7""",1395.4170000000001,213,94
20,T16,T16,Scott Simpson,55,"6' 7""",1008.75,154,83
21,T16,T16,Mark Wilson,62,"6' 7""",1050.333,159,150
22,T23,T23,Fred Couples,54,"6' 8""",769.0,116,187
23,T23,T23,Jason Dufner,79,"6' 8""",1347.0,202,161
24,T23,T23,Ernie Els,62,"6' 8""",831.8330000000001,125,7
25,T23,T23,Mark Hensby,97,"6' 8""",1683.75,252,75
26,T23,T23,Charles Howell III,104,"6' 8""",1570.0,235,61
27,T23,T23,Rod Pampling,98,"6' 8""",1461.8329999999999,219,45
28,T23,T23,Corey Pavin,83,"6' 8""",1266.917,191,15
29,T23,T23,David Peoples,82,"6' 8""",1406.5829999999999,212,16
