,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
72,T73,T73,Brad Faxon,94,0.838,105,88.0
73,T73,T73,Fred Funk,97,0.838,68,57.0
74,T75,T75,Bernhard Langer,59,0.84,25,21.0
75,T75,T75,J.L. Lewis,106,0.84,106,89.0
76,T77,T77,Rich Beem,81,0.841,63,53.0
77,T77,T77,Carl Pettersson,100,0.841,82,69.0
78,79,79,Pat Bates,99,0.8420000000000001,114,96.0
79,T80,T80,Loren Roberts,81,0.846,78,66.0
80,T80,T80,Omar Uresti,85,0.846,65,55.0
81,T82,T82,Bob Burns,88,0.848,99,84.0
82,T82,T82,Nick Price,51,0.848,46,39.0
83,T84,T84,Stuart Appleby,84,0.8490000000000001,53,45.0
84,T84,T84,Greg Chalmers,70,0.8490000000000001,86,73.0
85,86,86,Matt Gogel,86,0.851,74,63.0
86,T87,T87,Craig Barlow,80,0.853,68,58.0
87,T87,T87,Rocco Mediate,53,0.853,34,29.0
88,T87,T87,Tim Petrovic,111,0.853,102,87.0
89,T87,T87,Kevin Sutherland,86,0.853,68,58.0
90,T91,T91,Mark Brooks,72,0.855,83,71.0
91,T91,T91,Zach Johnson,109,0.855,69,59.0
92,T91,T91,Frank Lickliter II,89,0.855,76,65.0
93,T94,T94,Roland Thatcher,66,0.857,49,42.0
94,T94,T94,Dean Wilson,99,0.857,119,102.0
95,96,96,Ben Crane,92,0.8590000000000001,92,79.0
96,97,97,Tom Carter,113,0.86,129,111.0
97,98,98,Heath Slocum,92,0.861,72,62.0
98,T99,T99,D.J. Brigman,79,0.866,67,58.0
99,T99,T99,Richard Johnson,102,0.866,112,97.0
100,T101,T101,David Morland IV,73,0.867,83,72.0
101,T101,T101,John Senden,99,0.867,83,72.0
102,T101,T101,Roger Tambellini,81,0.867,90,78.0
103,104,104,Hidemichi Tanaka,89,0.868,68,59.0
104,105,105,Jay Williamson,100,0.8690000000000001,84,73.0
105,106,106,Danny Briggs,85,0.873,63,55.0
106,107,107,Pat Perez,102,0.875,72,63.0
107,108,108,Ted Purdy,114,0.878,90,79.0
108,T109,T109,John Riegger,53,0.8809999999999999,42,37.0
109,T109,T109,Vijay Singh,112,0.8809999999999999,67,59.0
110,111,111,Steve Lowery,91,0.882,85,75.0
111,112,112,Jay Delsing,76,0.884,86,76.0
112,T113,T113,Brian Bateman,84,0.8859999999999999,70,62.0
113,T113,T113,Brett Quigley,102,0.8859999999999999,114,101.0
114,115,115,Ryan Palmer,103,0.889,99,88.0
115,116,116,Notah Begay III,71,0.892,74,66.0
116,T117,T117,Woody Austin,94,0.893,75,67.0
117,T117,T117,Bart Bryant,73,0.893,56,50.0
118,119,119,Lee Janzen,84,0.8959999999999999,67,60.0
119,T120,T120,John Daly,79,0.897,78,70.0
120,T120,T120,Hunter Mahan,94,0.897,107,96.0
121,T120,T120,Shaun Micheel,93,0.897,78,70.0
122,T120,T120,Rod Pampling,98,0.897,87,78.0
123,124,124,Tom Pernice Jr.,103,0.898,88,79.0
124,125,125,Briny Baird,100,0.899,69,62.0
125,T126,T126,Scott McCarron,88,0.9,80,72.0
126,T126,T126,Jeff Sluman,98,0.9,60,54.0
127,128,128,Jason Dufner,79,0.9009999999999999,91,82.0
128,129,129,Craig Perks,75,0.902,82,74.0
129,130,130,Brian Kortan,65,0.903,72,65.0
130,T131,T131,Sergio Garcia,65,0.904,52,47.0
131,T131,T131,Brenden Pappas,111,0.904,125,113.0
132,133,133,Rich Barcelo,67,0.907,75,68.0
133,134,134,Aaron Baddeley,87,0.909,121,110.0
134,135,135,Tom Byrum,83,0.91,67,61.0
135,T136,T136,John Huston,62,0.9109999999999999,45,41.0
136,T136,T136,Kent Jones,99,0.9109999999999999,101,92.0
137,T138,T138,Kevin Muncrief,50,0.912,68,62.0
138,T138,T138,Arron Oberholser,77,0.912,57,52.0
139,140,140,Tommy Armour III,87,0.9129999999999999,103,94.0
140,T141,T141,Ken Duke,89,0.9159999999999999,107,98.0
141,T141,T141,Matt Kuchar,83,0.9159999999999999,83,76.0
142,T141,T141,Esteban Toledo,92,0.9159999999999999,107,98.0
143,144,144,José María Olazábal,56,0.917,60,55.0
144,T145,T145,Robert Gamez,103,0.9179999999999999,85,78.0
145,T145,T145,Mark O'Meara,58,0.9179999999999999,49,45.0
146,T145,T145,Joe Ogilvie,104,0.9179999999999999,85,78.0
147,T145,T145,Dan Olsen,75,0.9179999999999999,97,89.0
148,149,149,Mark Calcavecchia,79,0.919,62,57.0
149,150,150,Jay Haas,84,0.922,64,59.0
150,151,151,Jason Bohn,98,0.924,92,85.0
151,152,152,Adam Scott,55,0.925,40,37.0
152,153,153,Dan Forsman,79,0.9259999999999999,81,75.0
153,154,154,Cliff Kresge,89,0.9309999999999999,87,81.0
154,155,155,Blaine McCallister,68,0.934,76,71.0
155,T156,T156,Cameron Beckman,99,0.9359999999999999,94,88.0
156,T156,T156,Steve Pate,71,0.9359999999999999,78,73.0
157,158,158,Jeff Brehaut,106,0.9390000000000001,99,93.0
158,159,159,Vaughn Taylor,84,0.943,87,82.0
159,160,160,Deane Pappas,72,0.9490000000000001,59,56.0
160,161,161,Paul Azinger,75,0.9540000000000001,87,83.0
161,162,162,Steve Elkington,64,0.955,66,63.0
162,T163,T163,Guy Boros,64,0.956,45,43.0
163,T163,T163,Geoff Ogilvy,91,0.956,91,87.0
164,T163,T163,Mark Wilson,62,0.956,45,43.0
165,166,166,Daniel Chopra,108,0.9570000000000001,92,88.0
166,167,167,Billy Andrade,104,0.9590000000000001,98,94.0
167,T168,T168,Hank Kuehne,91,0.96,124,119.0
168,T168,T168,Gene Sauers,83,0.96,75,72.0
169,170,170,Todd Fischer,104,0.9620000000000001,104,100.0
170,171,171,Tripp Isenhour,55,0.965,57,55.0
171,172,172,Jonathan Byrd,85,0.968,93,90.0
172,T173,T173,Craig Bowden,83,0.972,71,69.0
173,T173,T173,Olin Browne,92,0.972,71,69.0
174,T175,T175,Kris Cox,73,0.976,83,81.0
175,T175,T175,Tommy Tolles,67,0.976,84,82.0
176,177,177,Jonathan Kaye,79,0.987,75,74.0
177,178,178,David Branshaw,84,0.9890000000000001,92,91.0
178,179,179,Michael Allen,87,0.991,106,105.0
179,T180,T180,Fred Couples,54,1.0,54,54.0
180,T180,T180,Neal Lancaster,106,1.0,90,90.0
181,T180,T180,Tag Ridings,53,1.0,60,60.0
182,183,183,Robert Allenby,93,1.016,63,64.0
183,184,184,Grant Waite,79,1.021,94,96.0
184,185,185,Dicky Pride,66,1.0270000000000001,75,77.0
185,186,186,David Gossett,57,1.028,107,110.0
186,187,187,Mike Heinen,53,1.033,61,63.0
187,188,188,Duffy Waldorf,79,1.038,52,54.0
188,189,189,Justin Rose,77,1.04,50,52.0
189,190,190,Scott Hend,81,1.043,92,96.0
190,191,191,Lucas Glover,95,1.051,98,103.0
191,192,192,Hirofumi Miyase,65,1.052,77,81.0
192,193,193,Davis Love III,85,1.06,50,53.0
193,194,194,Arjun Atwal,85,1.072,83,89.0
194,195,195,Andre Stolz,53,1.087,69,75.0
195,196,196,Chris Couch,55,1.09,67,73.0
