,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
0,1,1,Bob Estes,73,0.607,56,34.0
1,2,2,Darren Clarke,54,0.619,42,26.0
2,3,3,Scott Verplank,92,0.625,48,30.0
3,4,4,Jesper Parnevik,86,0.655,84,55.0
4,5,5,Skip Kendall,99,0.6629999999999999,95,63.0
5,6,6,Bob Tway,90,0.667,99,66.0
6,7,7,Peter Lonard,68,0.672,67,45.0
7,8,8,Craig Parry,52,0.6729999999999999,49,33.0
8,9,9,Chris DiMarco,105,0.679,56,38.0
9,10,10,Jerry Kelly,113,0.691,68,47.0
10,11,11,Rory Sabbatini,89,0.7,80,56.0
11,12,12,Mike Weir,75,0.7140000000000001,56,40.0
12,13,13,Bo Van Pelt,107,0.716,67,48.0
13,14,14,Shigeki Maruyama,93,0.72,82,59.0
14,15,15,Joe Durant,85,0.732,41,30.0
15,16,16,Charles Howell III,104,0.733,60,44.0
16,17,17,Ernie Els,62,0.737,38,28.0
17,18,18,Tim Clark,84,0.738,65,48.0
18,19,19,Kevin Na,100,0.7440000000000001,90,67.0
19,20,20,Mark Hensby,97,0.745,94,70.0
20,21,21,K.J. Choi,83,0.747,79,59.0
21,22,22,Alex Cejka,76,0.762,63,48.0
22,23,23,Carlos Franco,99,0.763,97,74.0
23,24,24,Phil Mickelson,83,0.775,40,31.0
24,T25,T25,José Coceres,68,0.778,54,42.0
25,T25,T25,Scott Hoch,52,0.778,36,28.0
26,T25,T25,Dennis Paulson,71,0.778,63,49.0
27,28,28,Luke Donald,72,0.78,50,39.0
28,29,29,John Cook,57,0.7809999999999999,64,50.0
29,30,30,Spike McRoy,93,0.7859999999999999,56,44.0
30,31,31,Steve Flesch,109,0.787,89,70.0
31,32,32,Niclas Fasth,61,0.79,62,49.0
32,33,33,Kirk Triplett,88,0.7909999999999999,67,53.0
33,34,34,Joey Sindelar,100,0.795,78,62.0
34,35,35,Danny Ellis,81,0.8,90,72.0
35,36,36,Stephen Ames,97,0.8029999999999999,71,57.0
36,37,37,Jeff Maggert,60,0.804,46,37.0
37,38,38,David Peoples,82,0.805,87,70.0
38,39,39,Justin Leonard,90,0.807,83,67.0
39,T40,T40,David Frost,78,0.8079999999999999,125,101.0
40,T40,T40,Brian Gay,96,0.8079999999999999,130,105.0
41,42,42,Dudley Hart,60,0.809,47,38.0
42,43,43,J.P. Hayes,79,0.81,79,64.0
43,44,44,Chad Campbell,100,0.8109999999999999,95,77.0
44,T45,T45,Glen Day,101,0.812,101,82.0
45,T45,T45,Len Mattiace,75,0.812,101,82.0
46,T47,T47,Retief Goosen,56,0.813,32,26.0
47,T47,T47,Tom Lehman,70,0.813,48,39.0
48,T47,T47,John Rollins,90,0.813,64,52.0
49,T50,T50,Stewart Cink,103,0.8140000000000001,86,70.0
50,T50,T50,Scott Simpson,55,0.8140000000000001,70,57.0
51,52,52,David Toms,80,0.815,54,44.0
52,T53,T53,Robert Damron,92,0.8170000000000001,60,49.0
53,T53,T53,Harrison Frazar,86,0.8170000000000001,93,76.0
54,T55,T55,Tim Herron,84,0.818,66,54.0
55,T55,T55,Tiger Woods,78,0.818,55,45.0
56,T57,T57,J.J. Henry,103,0.8190000000000001,94,77.0
57,T57,T57,Steve Stricker,81,0.8190000000000001,105,86.0
58,T59,T59,Ben Curtis,56,0.821,39,32.0
59,T59,T59,Corey Pavin,83,0.821,67,55.0
60,T61,T61,Mathias Grönberg,91,0.8240000000000001,68,56.0
61,T61,T61,Chris Smith,105,0.8240000000000001,85,70.0
62,63,63,Patrick Sheehan,113,0.831,118,98.0
63,64,64,Steve Allan,102,0.8320000000000001,95,79.0
64,T65,T65,Russ Cochran,61,0.833,66,55.0
65,T65,T65,Todd Hamilton,92,0.833,84,70.0
66,T65,T65,Chris Riley,78,0.833,66,55.0
67,T68,T68,Brent Geiberger,94,0.835,97,81.0
68,T68,T68,Freddie Jacobson,83,0.835,79,66.0
69,T68,T68,Billy Mayfair,109,0.835,97,81.0
70,T71,T71,Stephen Leaney,84,0.836,67,56.0
71,T71,T71,Kenny Perry,79,0.836,61,51.0
