,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
129,T126,T126,David Frost,78,"8' 11""",1377.8329999999999,155,44
130,T126,T126,Matt Kuchar,83,"8' 11""",1898.6670000000001,212,111
131,T126,T126,Deane Pappas,72,"8' 11""",1508.3329999999999,169,101
132,T126,T126,Craig Parry,52,"8' 11""",795.0830000000001,89,99
133,T126,T126,Kenny Perry,79,"8' 11""",1403.9170000000001,158,170
134,T126,T126,Hidemichi Tanaka,89,"8' 11""",1652.25,186,131
135,T126,T126,Mike Weir,75,"8' 11""",1162.917,131,77
136,T137,T137,Guy Boros,64,"9' 0""",1486.4170000000001,165,185
137,T137,T137,Billy Mayfair,109,"9' 0""",1865.75,207,149
138,T137,T137,Hirofumi Miyase,65,"9' 0""",1371.3329999999999,153,183
139,T137,T137,Ryan Palmer,103,"9' 0""",1988.8329999999999,220,126
140,T137,T137,Gene Sauers,83,"9' 0""",1598.75,177,177
141,T137,T137,Patrick Sheehan,113,"9' 0""",2310.583,257,53
142,T137,T137,Bo Van Pelt,107,"9' 0""",1667.6670000000001,186,101
143,T144,T144,Billy Andrade,104,"9' 1""",2255.583,249,73
144,T144,T144,Notah Begay III,71,"9' 1""",1491.25,164,146
145,T144,T144,Greg Chalmers,70,"9' 1""",2019.75,222,57
146,T144,T144,Russ Cochran,61,"9' 1""",986.9169999999999,109,166
147,T144,T144,Ken Duke,89,"9' 1""",2107.5,233,172
148,T144,T144,Mathias Grönberg,91,"9' 1""",2005.3329999999999,220,70
149,T144,T144,Len Mattiace,75,"9' 1""",1765.5829999999999,194,94
150,T151,T151,Steve Lowery,91,"9' 2""",1973.4170000000001,216,139
151,T151,T151,Hunter Mahan,94,"9' 2""",2209.167,241,119
152,T151,T151,Dennis Paulson,71,"9' 2""",1630.6670000000001,178,66
153,T151,T151,Brett Quigley,102,"9' 2""",1988.25,217,124
154,T151,T151,John Senden,99,"9' 2""",1683.1670000000001,183,143
155,T156,T156,Kent Jones,99,"9' 3""",2233.583,241,159
156,T156,T156,Stephen Leaney,84,"9' 3""",1298.5,141,91
157,T156,T156,Jay Williamson,100,"9' 3""",1987.75,214,88
158,T159,T159,Mike Heinen,53,"9' 4""",1349.4170000000001,144,186
159,T159,T159,Dan Olsen,75,"9' 4""",1850.5,198,190
160,T159,T159,Brenden Pappas,111,"9' 4""",2893.0,311,117
161,T162,T162,Craig Barlow,80,"9' 5""",1670.5,177,84
162,T162,T162,David Branshaw,84,"9' 5""",1795.6670000000001,191,174
163,T162,T162,Mark Calcavecchia,79,"9' 5""",1401.1670000000001,149,71
164,T162,T162,Lucas Glover,95,"9' 5""",2179.583,232,189
165,T162,T162,Chris Smith,105,"9' 5""",1830.1670000000001,195,191
166,T167,T167,Glen Day,101,"9' 6""",1960.9170000000001,207,68
167,T167,T167,Dudley Hart,60,"9' 6""",1058.417,111,158
168,T167,T167,J.J. Henry,103,"9' 6""",2148.917,226,118
169,T167,T167,Roger Tambellini,81,"9' 6""",1842.25,194,176
170,T171,T171,Jason Bohn,98,"9' 7""",2414.167,252,164
171,T171,T171,Kris Cox,73,"9' 7""",1615.75,169,179
172,T171,T171,Scott Hoch,52,"9' 7""",946.5830000000001,99,95
173,T171,T171,Skip Kendall,99,"9' 7""",1783.25,186,18
174,T171,T171,Neal Lancaster,106,"9' 7""",2049.833,214,104
175,T171,T171,Andre Stolz,53,"9' 7""",1201.5,125,188
176,T177,T177,Brian Bateman,84,"9' 8""",1709.0,177,114
177,T177,T177,Rich Beem,81,"9' 8""",1478.0829999999999,153,180
178,T177,T177,Bob Burns,88,"9' 8""",1773.5,184,37
179,T177,T177,Alex Cejka,76,"9' 8""",1513.9170000000001,156,135
180,T177,T177,Danny Ellis,81,"9' 8""",1482.25,153,133
181,T177,T177,David Morland IV,73,"9' 8""",1632.8329999999999,169,152
182,T177,T177,Nick Price,51,"9' 8""",849.1669999999999,88,21
183,T184,T184,Pat Bates,99,"9' 10""",1954.25,198,112
184,T184,T184,Richard Johnson,102,"9' 10""",2101.583,214,110
185,T184,T184,Tommy Tolles,67,"9' 10""",1805.75,184,174
186,187,187,Pat Perez,102,"9' 11""",1971.5829999999999,199,167
187,T188,T188,Briny Baird,100,"10' 0""",1736.75,174,178
188,T188,T188,Tom Carter,113,"10' 0""",2592.083,260,182
189,190,190,Steve Pate,71,"10' 1""",1468.0,145,97
190,191,191,Jay Delsing,76,"10' 2""",1894.3329999999999,186,123
191,T192,T192,Scott Hend,81,"10' 4""",2026.0,196,193
192,T192,T192,Rocco Mediate,53,"10' 4""",927.25,90,162
193,194,194,John Riegger,53,"10' 6""",1235.0,118,154
194,195,195,Robert Allenby,93,"10' 9""",1573.3329999999999,146,156
195,196,196,Chris Couch,55,"11' 5""",1625.5829999999999,142,196
