,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
59,T60,T60,Hunter Mahan,94,65.38,136,208
60,T60,T60,Scott Verplank,92,65.38,102,156
61,T62,T62,Jerry Kelly,113,65.31,128,196
62,T62,T62,Justin Rose,77,65.31,96,147
63,64,64,Jason Dufner,79,65.27,109,167
64,T65,T65,Bart Bryant,73,65.22,90,138
65,T65,T65,Mark Calcavecchia,79,65.22,90,138
66,67,67,Tim Petrovic,111,65.18,161,247
67,T68,T68,Freddie Jacobson,83,65.16,101,155
68,T68,T68,Joe Ogilvie,104,65.16,144,221
69,70,70,Jonathan Kaye,79,65.04,80,123
70,71,71,Kirk Triplett,88,65.03,93,143
71,72,72,Darren Clarke,54,65.0,52,80
72,73,73,Tom Carter,113,64.96,152,234
73,74,74,Brenden Pappas,111,64.93,174,268
74,75,75,Geoff Ogilvy,91,64.8,116,179
75,T76,T76,J.J. Henry,103,64.76,136,210
76,T76,T76,Charles Howell III,104,64.76,136,210
77,T76,T76,Tag Ridings,53,64.76,68,105
78,79,79,Jeff Sluman,98,64.64,117,181
79,T80,T80,Jonathan Byrd,85,64.58,124,192
80,T80,T80,Tom Byrum,83,64.58,124,192
81,82,82,Steve Allan,102,64.57,144,223
82,83,83,Michael Allen,87,64.48,118,183
83,84,84,Craig Bowden,83,64.29,144,224
84,85,85,Matt Kuchar,83,64.25,115,179
85,T86,T86,Aaron Baddeley,87,64.22,140,218
86,T86,T86,Hank Kuehne,91,64.22,131,204
87,88,88,Patrick Sheehan,113,64.14,161,251
88,89,89,Heath Slocum,92,64.08,132,206
89,90,90,Vijay Singh,112,64.07,107,167
90,91,91,Olin Browne,92,64.04,114,178
91,92,92,Todd Fischer,104,63.95,165,258
92,93,93,Steve Pate,71,63.83,90,141
93,94,94,Danny Ellis,81,63.78,118,185
94,95,95,Robert Gamez,103,63.72,144,226
95,T96,T96,Mark Brooks,72,63.69,107,168
96,T96,T96,Chad Campbell,100,63.69,107,168
97,T98,T98,John Cook,57,63.64,70,110
98,T98,T98,Ben Curtis,56,63.64,70,110
99,100,100,Cameron Beckman,99,63.59,131,206
100,101,101,Brian Kortan,65,63.49,80,126
101,102,102,Steve Lowery,91,63.45,125,197
102,103,103,Hidemichi Tanaka,89,63.29,131,207
103,104,104,Fred Funk,97,63.24,129,204
104,105,105,Tim Clark,84,63.19,115,182
105,106,106,Deane Pappas,72,63.16,108,171
106,T107,T107,Mark Hensby,97,63.11,130,206
107,T107,T107,Andre Stolz,53,63.11,77,122
108,109,109,Neal Lancaster,106,62.93,146,232
109,110,110,K.J. Choi,83,62.91,95,151
110,111,111,Brett Quigley,102,62.84,137,218
111,112,112,D.J. Brigman,79,62.65,104,166
112,113,113,Craig Barlow,80,62.43,108,173
113,114,114,Stephen Leaney,84,62.42,98,157
114,115,115,Bo Van Pelt,107,62.37,116,186
115,116,116,Omar Uresti,85,62.28,142,228
116,117,117,Glen Day,101,62.23,145,233
117,118,118,John Rollins,90,62.19,125,201
118,119,119,Kris Cox,73,62.16,92,148
119,120,120,Skip Kendall,99,62.15,133,214
120,121,121,Scott Hoch,52,62.0,62,100
121,122,122,Spike McRoy,93,61.9,130,210
122,123,123,Tommy Tolles,67,61.82,102,165
123,124,124,Pat Bates,99,61.75,134,217
124,125,125,Vaughn Taylor,84,61.68,103,167
125,126,126,Ted Purdy,114,61.65,164,266
126,127,127,Jeff Brehaut,106,61.57,141,229
127,128,128,Steve Flesch,109,61.54,120,195
128,129,129,Robert Damron,92,61.39,159,259
129,130,130,Zach Johnson,109,61.33,138,225
130,131,131,Ryan Palmer,103,61.3,141,230
131,132,132,Greg Chalmers,70,61.14,118,193
132,133,133,Cliff Kresge,89,61.11,121,198
133,134,134,Billy Mayfair,109,61.01,133,218
134,135,135,Jay Delsing,76,60.95,103,169
135,T136,T136,Blaine McCallister,68,60.94,117,192
136,T136,T136,Scott McCarron,88,60.94,117,192
137,138,138,David Branshaw,84,60.89,109,179
138,T139,T139,Harrison Frazar,86,60.87,112,184
139,T139,T139,Mathias Grönberg,91,60.87,126,207
140,141,141,Frank Lickliter II,89,60.8,121,199
141,142,142,Stuart Appleby,84,60.78,93,153
142,143,143,Dudley Hart,60,60.75,65,107
143,144,144,Russ Cochran,61,60.74,82,135
144,145,145,Fred Couples,54,60.67,54,89
145,146,146,Jason Bohn,98,60.66,128,211
146,147,147,Roland Thatcher,66,60.65,94,155
147,148,148,Notah Begay III,71,60.63,97,160
148,149,149,Bob Estes,73,60.31,79,131
149,150,150,Alex Cejka,76,60.28,85,141
150,151,151,J.L. Lewis,106,60.27,135,224
151,T152,T152,Brian Bateman,84,60.12,98,163
152,T152,T152,John Daly,79,60.12,98,163
153,T154,T154,Robert Allenby,93,60.0,93,155
154,T154,T154,Niclas Fasth,61,60.0,87,145
155,T154,T154,Dicky Pride,66,60.0,90,150
156,157,157,Grant Waite,79,59.76,101,169
157,T158,T158,Danny Briggs,85,59.64,99,166
158,T158,T158,Joey Sindelar,100,59.64,133,223
159,160,160,Peter Lonard,68,59.56,81,136
160,161,161,Jeff Maggert,60,59.52,75,126
161,162,162,David Morland IV,73,59.43,104,175
162,163,163,Dan Olsen,75,59.12,107,181
163,164,164,Kent Jones,99,59.01,131,222
164,T165,T165,Daniel Chopra,108,58.33,140,240
165,T165,T165,Mike Weir,75,58.33,84,144
166,167,167,Richard Johnson,102,58.2,142,244
167,168,168,David Gossett,57,58.17,89,153
168,169,169,Jay Williamson,100,58.15,132,227
169,170,170,Tripp Isenhour,55,57.94,73,126
170,171,171,Kenny Perry,79,57.86,81,140
171,172,172,Arjun Atwal,85,57.84,118,204
172,173,173,Hirofumi Miyase,65,57.83,96,166
173,174,174,Rich Barcelo,67,57.75,82,142
174,175,175,J.P. Hayes,79,57.5,92,160
175,176,176,Briny Baird,100,57.49,96,167
176,177,177,Gene Sauers,83,56.9,132,232
177,178,178,Rich Beem,81,56.67,85,150
178,179,179,Lucas Glover,95,56.25,117,208
179,180,180,Pat Perez,102,56.09,129,230
180,181,181,Sergio Garcia,65,56.0,56,100
181,182,182,Guy Boros,64,55.68,98,176
182,183,183,David Toms,80,55.47,71,128
183,184,184,John Riegger,53,55.46,66,119
184,185,185,Roger Tambellini,81,55.38,103,186
185,186,186,Mike Heinen,53,55.22,74,134
186,187,187,Joe Durant,85,55.06,87,158
187,188,188,Scott Hend,81,54.73,110,201
188,189,189,Duffy Waldorf,79,54.7,64,117
189,190,190,John Senden,99,54.59,101,185
190,191,191,Ken Duke,89,54.58,131,240
191,192,192,Woody Austin,94,53.92,117,217
192,193,193,Kevin Muncrief,50,51.97,66,127
193,194,194,Chris Smith,105,51.22,105,205
194,195,195,Rocco Mediate,53,48.35,44,91
195,196,196,Chris Couch,55,45.3,53,117
