,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,1,Justin Leonard,90,79.19,118,149
1,2,2,Dan Forsman,79,73.49,122,166
2,3,3,Loren Roberts,81,73.37,124,169
3,4,4,Stewart Cink,103,72.09,124,172
4,5,5,José María Olazábal,56,71.96,77,107
5,6,6,Retief Goosen,56,71.95,59,82
6,7,7,José Coceres,68,71.43,130,182
7,8,8,Chris Riley,78,71.3,82,115
8,9,9,Scott Simpson,55,71.22,99,139
9,10,10,Davis Love III,85,70.97,132,186
10,11,11,Mark O'Meara,58,70.59,84,119
11,12,12,Tiger Woods,78,70.45,93,132
12,13,13,Rory Sabbatini,89,70.33,128,182
13,14,14,David Frost,78,69.78,127,182
14,15,15,David Peoples,82,69.47,132,190
15,T16,T16,Paul Azinger,75,69.41,118,170
16,T16,T16,Brad Faxon,94,69.41,118,170
17,18,18,Rod Pampling,98,69.4,127,183
18,19,19,Tom Pernice Jr.,103,69.2,155,224
19,20,20,Jay Haas,84,68.89,93,135
20,21,21,Dean Wilson,99,68.7,180,262
21,22,22,Carlos Franco,99,68.66,138,201
22,23,23,Tommy Armour III,87,68.51,124,181
23,24,24,Brent Geiberger,94,68.33,151,221
24,25,25,Bob Burns,88,68.18,150,220
25,26,26,Len Mattiace,75,68.09,128,188
26,27,27,Todd Hamilton,92,67.96,140,206
27,28,28,Dennis Paulson,71,67.58,123,182
28,29,29,Brian Gay,96,67.56,152,225
29,30,30,Kevin Sutherland,86,67.43,118,175
30,31,31,Jesper Parnevik,86,67.39,124,184
31,32,32,John Huston,62,67.37,64,95
32,33,33,Tom Lehman,70,67.21,82,122
33,34,34,Adam Scott,55,67.0,67,100
34,35,35,Luke Donald,72,66.9,97,145
35,36,36,Lee Janzen,84,66.89,101,151
36,37,37,Corey Pavin,83,66.86,113,169
37,38,38,Chris DiMarco,105,66.83,137,205
38,39,39,Ben Crane,92,66.82,147,220
39,T40,T40,Stephen Ames,97,66.67,124,186
40,T40,T40,Matt Gogel,86,66.67,122,183
41,T40,T40,Bernhard Langer,59,66.67,82,123
42,T40,T40,Nick Price,51,66.67,76,114
43,44,44,Carl Pettersson,100,66.49,129,194
44,45,45,Tim Herron,84,66.46,105,158
45,46,46,Kevin Na,100,66.26,163,246
46,47,47,Shaun Micheel,93,66.23,100,151
47,48,48,Billy Andrade,104,66.12,160,242
48,49,49,Craig Perks,75,66.07,111,168
49,50,50,Bob Tway,90,66.06,109,165
50,51,51,Steve Elkington,64,65.96,93,141
51,52,52,Shigeki Maruyama,93,65.87,137,208
52,53,53,Arron Oberholser,77,65.81,102,155
53,54,54,Esteban Toledo,92,65.78,148,225
54,T55,T55,Ernie Els,62,65.71,69,105
55,T55,T55,Craig Parry,52,65.71,69,105
56,T55,T55,Mark Wilson,62,65.71,92,140
57,58,58,Phil Mickelson,83,65.63,84,128
58,59,59,Steve Stricker,81,65.56,118,180
