,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
137,T134,T134,Hunter Mahan,94,"4' 0""",553.75,139,119
138,T134,T134,Scott McCarron,88,"4' 0""",514.4169999999999,128,126
139,T134,T134,Brenden Pappas,111,"4' 0""",723.6669999999999,182,117
140,T141,T141,Billy Andrade,104,"4' 1""",643.6669999999999,158,73
141,T141,T141,Alex Cejka,76,"4' 1""",420.333,102,135
142,T141,T141,Daniel Chopra,108,"4' 1""",584.0830000000001,142,105
143,T141,T141,Dudley Hart,60,"4' 1""",344.083,85,158
144,T141,T141,J.J. Henry,103,"4' 1""",752.4169999999999,183,118
145,T141,T141,Skip Kendall,99,"4' 1""",583.0830000000001,143,18
146,T141,T141,Brian Kortan,65,"4' 1""",394.833,97,52
147,T141,T141,Cliff Kresge,89,"4' 1""",544.0830000000001,133,134
148,T141,T141,Kevin Muncrief,50,"4' 1""",342.333,83,195
149,T141,T141,Rory Sabbatini,89,"4' 1""",501.583,122,13
150,T141,T141,Steve Stricker,81,"4' 1""",601.75,147,75
151,T141,T141,Bob Tway,90,"4' 1""",514.5830000000001,127,28
152,T153,T153,Craig Bowden,83,"4' 2""",501.917,120,74
153,T153,T153,José Coceres,68,"4' 2""",395.333,95,2
154,T153,T153,Bob Estes,73,"4' 2""",326.83299999999997,79,35
155,T153,T153,Brad Faxon,94,"4' 2""",469.583,113,25
156,T153,T153,Stephen Leaney,84,"4' 2""",403.083,97,91
157,T153,T153,Len Mattiace,75,"4' 2""",553.5,132,94
158,T159,T159,Robert Allenby,93,"4' 3""",518.5,122,156
159,T159,T159,Stuart Appleby,84,"4' 3""",371.5,88,43
160,T159,T159,Paul Azinger,75,"4' 3""",432.5,102,92
161,T159,T159,Darren Clarke,54,"4' 3""",246.75,58,58
162,T159,T159,Luke Donald,72,"4' 3""",317.41700000000003,74,60
163,T159,T159,Geoff Ogilvy,91,"4' 3""",463.0,110,64
164,T159,T159,Dan Olsen,75,"4' 3""",504.917,119,190
165,T159,T159,Roland Thatcher,66,"4' 3""",410.5,97,169
166,T167,T167,Arjun Atwal,85,"4' 4""",554.6669999999999,128,137
167,T167,T167,Briny Baird,100,"4' 4""",514.5,119,178
168,T167,T167,Guy Boros,64,"4' 4""",361.25,84,185
169,T167,T167,Ken Duke,89,"4' 4""",542.0,124,172
170,T167,T167,David Gossett,57,"4' 4""",355.667,82,194
171,T167,T167,Phil Mickelson,83,"4' 4""",331.083,76,3
172,T167,T167,David Toms,80,"4' 4""",338.583,78,142
173,T174,T174,Woody Austin,94,"4' 5""",567.9169999999999,128,173
174,T174,T174,David Branshaw,84,"4' 5""",517.0,117,174
175,T174,T174,D.J. Brigman,79,"4' 5""",499.583,113,165
176,T174,T174,Danny Ellis,81,"4' 5""",559.0830000000001,126,133
177,T174,T174,Kent Jones,99,"4' 5""",487.083,111,159
178,T174,T174,Bo Van Pelt,107,"4' 5""",620.0,140,101
179,T174,T174,Grant Waite,79,"4' 5""",461.917,105,181
180,T181,T181,Harrison Frazar,86,"4' 6""",551.75,123,119
181,T181,T181,Jonathan Kaye,79,"4' 6""",474.5,106,147
182,T181,T181,Peter Lonard,68,"4' 6""",374.75,83,129
183,T181,T181,Spike McRoy,93,"4' 6""",604.9169999999999,135,151
184,T181,T181,Arron Oberholser,77,"4' 6""",374.667,84,79
185,T181,T181,Ryan Palmer,103,"4' 6""",637.5830000000001,143,126
186,T187,T187,Tripp Isenhour,55,"4' 7""",329.667,72,192
187,T187,T187,Shaun Micheel,93,"4' 7""",471.583,103,138
188,T187,T187,Chris Smith,105,"4' 7""",575.75,125,191
189,T190,T190,Brian Bateman,84,"4' 8""",573.1669999999999,122,114
190,T190,T190,John Riegger,53,"4' 8""",407.333,87,154
191,192,192,Mathias Grönberg,91,"4' 9""",613.8330000000001,130,70
192,193,193,Blaine McCallister,68,"4' 10""",540.4169999999999,112,154
193,T194,T194,Steve Flesch,109,"4' 11""",598.4169999999999,121,130
194,T194,T194,Jeff Maggert,60,"4' 11""",474.833,97,140
195,196,196,Adam Scott,55,"6' 0""",353.083,59,144
