,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Jay Haas,84,"2' 8""",277.16700000000003,105,11
1,T2,T2,John Cook,57,"3' 0""",232.333,77,81
2,T2,T2,Steve Pate,71,"3' 0""",290.0,98,97
3,T4,T4,Tommy Armour III,87,"3' 1""",394.667,128,148
4,T4,T4,Charles Howell III,104,"3' 1""",356.75,117,61
5,T4,T4,Richard Johnson,102,"3' 1""",534.5,174,110
6,T4,T4,Matt Kuchar,83,"3' 1""",418.917,136,111
7,T4,T4,Corey Pavin,83,"3' 1""",470.167,151,15
8,T4,T4,Steve Stricker,81,"3' 1""",371.75,121,75
9,T4,T4,Kevin Sutherland,86,"3' 1""",453.5,147,6
10,T11,T11,Justin Leonard,90,"3' 2""",322.41700000000003,102,26
11,T11,T11,Omar Uresti,85,"3' 2""",478.917,153,9
12,T13,T13,Pat Bates,99,"3' 3""",464.917,144,112
13,T13,T13,Notah Begay III,71,"3' 3""",360.0,112,146
14,T13,T13,John Daly,79,"3' 3""",391.917,120,163
15,T13,T13,Brian Gay,96,"3' 3""",558.4169999999999,170,34
16,T13,T13,Matt Gogel,86,"3' 3""",417.0,127,23
17,T13,T13,Jerry Kelly,113,"3' 3""",451.25,140,17
18,T13,T13,Bernhard Langer,59,"3' 3""",242.5,75,24
19,T13,T13,Dennis Paulson,71,"3' 3""",433.75,135,66
20,T13,T13,Justin Rose,77,"3' 3""",396.75,123,62
21,T22,T22,Russ Cochran,61,"3' 4""",283.25,84,166
22,T22,T22,Jason Dufner,79,"3' 4""",420.25,125,161
23,T22,T22,Bob Estes,73,"3' 4""",262.5,78,35
24,T22,T22,Hank Kuehne,91,"3' 4""",613.0,184,108
25,T22,T22,Carl Pettersson,100,"3' 4""",491.167,149,48
26,T22,T22,Tag Ridings,53,"3' 4""",320.25,96,122
27,T22,T22,Loren Roberts,81,"3' 4""",319.58299999999997,96,20
28,T22,T22,Tiger Woods,78,"3' 4""",308.25,93,41
29,T30,T30,Niclas Fasth,61,"3' 5""",425.5,124,132
30,T30,T30,J.P. Hayes,79,"3' 5""",428.75,125,87
31,T30,T30,John Huston,62,"3' 5""",248.333,72,100
32,T30,T30,Freddie Jacobson,83,"3' 5""",392.75,114,63
33,T30,T30,Jeff Maggert,60,"3' 5""",317.41700000000003,93,140
34,T30,T30,Heath Slocum,92,"3' 5""",508.0,148,80
35,T36,T36,Bob Burns,88,"3' 6""",534.75,152,37
36,T36,T36,Tom Byrum,83,"3' 6""",486.333,139,13
37,T36,T36,Daniel Chopra,108,"3' 6""",597.3330000000001,170,105
38,T36,T36,Chris DiMarco,105,"3' 6""",475.833,136,38
39,T36,T36,Robert Gamez,103,"3' 6""",675.25,193,81
40,T36,T36,J.J. Henry,103,"3' 6""",587.0,169,118
41,T36,T36,Scott Hoch,52,"3' 6""",261.75,75,95
42,T36,T36,Tom Lehman,70,"3' 6""",338.417,97,40
43,T36,T36,Geoff Ogilvy,91,"3' 6""",486.833,138,64
44,T36,T36,Craig Parry,52,"3' 6""",216.417,62,99
45,T36,T36,David Peoples,82,"3' 6""",510.417,145,16
46,T36,T36,John Senden,99,"3' 6""",464.083,133,143
47,T36,T36,Duffy Waldorf,79,"3' 6""",432.917,125,115
48,T49,T49,Briny Baird,100,"3' 7""",370.417,103,178
49,T49,T49,Craig Bowden,83,"3' 7""",455.0,126,74
50,T49,T49,Mark Brooks,72,"3' 7""",390.0,109,144
51,T49,T49,Stewart Cink,103,"3' 7""",560.1669999999999,155,4
52,T49,T49,Glen Day,101,"3' 7""",610.5830000000001,172,68
53,T49,T49,Joe Durant,85,"3' 7""",460.25,128,85
54,T49,T49,Steve Elkington,64,"3' 7""",365.583,103,136
