,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Kirk Triplett,88,"7' 6""",615.0830000000001,82,10
1,T2,T2,Ernie Els,62,"7' 11""",420.083,53,7
2,T2,T2,Corey Pavin,83,"7' 11""",657.75,83,15
3,T4,T4,Stuart Appleby,84,"8' 0""",656.4169999999999,82,43
4,T4,T4,Lee Janzen,84,"8' 0""",792.4169999999999,99,78
5,T6,T6,Brian Gay,96,"8' 5""",923.5,110,34
6,T6,T6,Jay Haas,84,"8' 5""",718.4169999999999,85,11
7,T8,T8,Tim Clark,84,"8' 8""",690.8330000000001,80,49
8,T8,T8,José Coceres,68,"8' 8""",635.6669999999999,73,2
9,T8,T8,Brent Geiberger,94,"8' 8""",866.75,100,46
10,T8,T8,Peter Lonard,68,"8' 8""",792.0830000000001,91,129
11,T8,T8,Kevin Na,100,"8' 8""",851.1669999999999,98,12
12,T8,T8,José María Olazábal,56,"8' 8""",569.6669999999999,66,8
13,T8,T8,Steve Stricker,81,"8' 8""",1098.917,127,75
14,T15,T15,Ben Crane,92,"8' 9""",1114.5,127,22
15,T15,T15,Tripp Isenhour,55,"8' 9""",664.6669999999999,76,192
16,T15,T15,Kevin Muncrief,50,"8' 9""",536.0,61,195
17,T15,T15,Scott Simpson,55,"8' 9""",648.0,74,83
18,T15,T15,Bob Tway,90,"8' 9""",664.6669999999999,76,28
19,T20,T20,Glen Day,101,"8' 10""",1152.75,131,68
20,T20,T20,Gene Sauers,83,"8' 10""",964.0,109,177
21,T22,T22,Michael Allen,87,"8' 11""",986.0830000000001,111,71
22,T22,T22,David Frost,78,"8' 11""",839.25,94,44
23,T22,T22,Grant Waite,79,"8' 11""",836.9169999999999,94,181
24,T25,T25,Paul Azinger,75,"9' 0""",1002.25,111,92
25,T25,T25,Craig Bowden,83,"9' 0""",807.75,90,74
26,T25,T25,Brad Faxon,94,"9' 0""",995.25,111,25
27,T25,T25,Robert Gamez,103,"9' 0""",958.1669999999999,106,81
28,T25,T25,Retief Goosen,56,"9' 0""",514.0830000000001,57,1
29,T25,T25,David Gossett,57,"9' 0""",894.9169999999999,99,194
30,T25,T25,Todd Hamilton,92,"9' 0""",946.1669999999999,105,93
31,T25,T25,Omar Uresti,85,"9' 0""",911.5830000000001,101,9
32,T33,T33,D.J. Brigman,79,"9' 1""",928.0,102,165
33,T33,T33,Mike Heinen,53,"9' 1""",617.0830000000001,68,186
34,T33,T33,John Huston,62,"9' 1""",561.4169999999999,62,100
35,T33,T33,David Peoples,82,"9' 1""",994.5830000000001,110,16
36,T37,T37,Olin Browne,92,"9' 2""",748.5830000000001,82,67
37,T37,T37,Fred Funk,97,"9' 2""",827.9169999999999,90,39
38,T37,T37,Jerry Kelly,113,"9' 2""",1059.167,116,17
39,T37,T37,Stephen Leaney,84,"9' 2""",607.5,66,91
40,T37,T37,Tag Ridings,53,"9' 2""",679.0,74,122
41,T37,T37,Tiger Woods,78,"9' 2""",615.3330000000001,67,41
42,T43,T43,Aaron Baddeley,87,"9' 3""",1207.333,130,153
43,T43,T43,Rich Barcelo,67,"9' 3""",848.0,92,168
44,T43,T43,Robert Damron,92,"9' 3""",1085.833,117,59
45,T43,T43,Todd Fischer,104,"9' 3""",1114.25,121,56
46,T43,T43,Tim Herron,84,"9' 3""",813.6669999999999,88,101
47,T43,T43,Shigeki Maruyama,93,"9' 3""",902.5830000000001,98,36
48,T43,T43,Brenden Pappas,111,"9' 3""",1438.3329999999999,155,117
49,T43,T43,Mark Wilson,62,"9' 3""",687.0830000000001,74,150
50,T51,T51,Woody Austin,94,"9' 4""",1056.583,113,173
51,T51,T51,Jeff Brehaut,106,"9' 4""",1293.5,139,159
52,T51,T51,Darren Clarke,54,"9' 4""",550.1669999999999,59,58
53,T51,T51,Fred Couples,54,"9' 4""",680.8330000000001,73,187
54,T51,T51,Brian Kortan,65,"9' 4""",856.25,92,52
55,T51,T51,Brett Quigley,102,"9' 4""",1143.083,123,124
56,T51,T51,Mike Weir,75,"9' 4""",809.3330000000001,87,77
57,T58,T58,Pat Bates,99,"9' 5""",964.1669999999999,102,112
58,T58,T58,Bernhard Langer,59,"9' 5""",546.3330000000001,58,24
59,T58,T58,Billy Mayfair,109,"9' 5""",1177.0,125,149
60,T58,T58,Phil Mickelson,83,"9' 5""",752.4169999999999,80,3
61,T58,T58,Deane Pappas,72,"9' 5""",850.0,90,101
62,T58,T58,Jesper Parnevik,86,"9' 5""",1004.4169999999999,107,5
63,T58,T58,Kenny Perry,79,"9' 5""",761.1669999999999,81,170
64,T58,T58,Chris Riley,78,"9' 5""",781.5,83,53
65,T58,T58,David Toms,80,"9' 5""",620.9169999999999,66,142
66,T67,T67,Hank Kuehne,91,"9' 6""",1174.833,124,108
67,T67,T67,Craig Perks,75,"9' 6""",979.1669999999999,103,65
68,T67,T67,Kevin Sutherland,86,"9' 6""",885.0,93,6
69,T70,T70,Jason Bohn,98,"9' 7""",1134.917,118,164
70,T70,T70,Mark Brooks,72,"9' 7""",773.6669999999999,81,144
71,T70,T70,Sergio Garcia,65,"9' 7""",509.167,53,184
72,T70,T70,Hirofumi Miyase,65,"9' 7""",798.5830000000001,83,183
73,T70,T70,Joe Ogilvie,104,"9' 7""",1181.333,123,47
74,T70,T70,Dennis Paulson,71,"9' 7""",977.6669999999999,102,66
75,T70,T70,Joey Sindelar,100,"9' 7""",855.0830000000001,89,109
76,T70,T70,Vaughn Taylor,84,"9' 7""",1081.583,113,171
77,T78,T78,Matt Gogel,86,"9' 8""",1098.25,114,23
78,T78,T78,Scott Hend,81,"9' 8""",979.5,101,193
79,T78,T78,Zach Johnson,109,"9' 8""",1103.417,114,69
80,T78,T78,Len Mattiace,75,"9' 8""",1215.583,126,94
81,T78,T78,Tim Petrovic,111,"9' 8""",1290.333,134,50
82,T78,T78,Rory Sabbatini,89,"9' 8""",1004.75,104,13
83,T78,T78,Adam Scott,55,"9' 8""",533.3330000000001,55,144
84,T78,T78,Vijay Singh,112,"9' 8""",1028.083,106,19
85,T78,T78,Esteban Toledo,92,"9' 8""",1324.5829999999999,137,106
86,T87,T87,Craig Barlow,80,"9' 9""",895.9169999999999,92,84
87,T87,T87,Brian Bateman,84,"9' 9""",1245.75,128,114
88,T87,T87,Matt Kuchar,83,"9' 9""",1124.75,115,111
89,T87,T87,Nick Price,51,"9' 9""",460.083,47,21
90,T87,T87,Dean Wilson,99,"9' 9""",1113.667,114,51
91,T92,T92,Jonathan Byrd,85,"9' 10""",1184.0,120,90
92,T92,T92,Tom Byrum,83,"9' 10""",1065.417,108,13
93,T92,T92,K.J. Choi,83,"9' 10""",640.25,65,116
94,T92,T92,Stewart Cink,103,"9' 10""",1216.417,124,4
95,T92,T92,Bob Estes,73,"9' 10""",699.5,71,35
96,T92,T92,Harrison Frazar,86,"9' 10""",886.0830000000001,90,119
97,T92,T92,Cliff Kresge,89,"9' 10""",1184.917,120,134
98,T92,T92,Tom Lehman,70,"9' 10""",646.3330000000001,66,40
99,T92,T92,Bo Van Pelt,107,"9' 10""",1341.25,136,101
100,T101,T101,Steve Allan,102,"9' 11""",1252.25,126,96
101,T101,T101,Stephen Ames,97,"9' 11""",854.5830000000001,86,55
102,T101,T101,Chris DiMarco,105,"9' 11""",1067.583,108,38
103,T101,T101,Luke Donald,72,"9' 11""",945.0830000000001,95,60
104,T101,T101,Steve Flesch,109,"9' 11""",1283.75,129,130
105,T101,T101,Justin Leonard,90,"9' 11""",973.8330000000001,98,26
106,T101,T101,Justin Rose,77,"9' 11""",653.0,66,62
107,T101,T101,Heath Slocum,92,"9' 11""",1114.5,112,80
108,T109,T109,Alex Cejka,76,"10' 0""",991.8330000000001,99,135
109,T109,T109,John Daly,79,"10' 0""",1017.3330000000001,102,163
