,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
47,T48,T48,Matt Gogel,86,54.12,46,85
48,T48,T48,David Peoples,82,54.12,46,85
49,50,50,Cliff Kresge,89,53.93,48,89
50,T51,T51,Danny Ellis,81,53.85,42,78
51,T51,T51,Dan Forsman,79,53.85,49,91
52,53,53,Peter Lonard,68,53.73,36,67
53,54,54,Jerry Kelly,113,53.68,51,95
54,55,55,Ben Crane,92,53.47,54,101
55,56,56,Scott Verplank,92,53.33,32,60
56,57,57,Rocco Mediate,53,53.13,17,32
57,58,58,Skip Kendall,99,53.09,43,81
58,59,59,Scott Simpson,55,53.03,35,66
59,60,60,Jeff Brehaut,106,52.88,55,104
60,61,61,Kevin Na,100,52.78,38,72
61,62,62,Mark O'Meara,58,52.63,30,57
62,63,63,Jesper Parnevik,86,52.44,43,82
63,T64,T64,Retief Goosen,56,52.38,22,42
64,T64,T64,Brenden Pappas,111,52.38,55,105
65,66,66,Kris Cox,73,52.33,45,86
66,67,67,Duffy Waldorf,79,52.27,23,44
67,68,68,David Branshaw,84,52.17,36,69
68,69,69,Frank Lickliter II,89,52.05,38,73
69,70,70,Billy Andrade,104,52.0,52,100
70,71,71,John Senden,99,51.95,40,77
71,T72,T72,Tim Clark,84,51.79,29,56
72,T72,T72,Tag Ridings,53,51.79,29,56
73,T74,T74,Charles Howell III,104,51.65,47,91
74,T74,T74,David Morland IV,73,51.65,47,91
75,76,76,Tom Pernice Jr.,103,51.61,48,93
76,77,77,Scott Hend,81,51.56,33,64
77,78,78,Daniel Chopra,108,51.52,51,99
78,79,79,John Daly,79,51.47,35,68
79,80,80,Glen Day,101,51.35,57,111
80,81,81,Len Mattiace,75,51.33,58,113
81,T82,T82,Steve Pate,71,51.14,45,88
82,T82,T82,Tim Petrovic,111,51.14,45,88
83,84,84,Scott Hoch,52,51.11,23,45
84,85,85,Patrick Sheehan,113,50.94,54,106
85,86,86,Notah Begay III,71,50.85,30,59
86,87,87,Deane Pappas,72,50.72,35,69
87,T88,T88,Brent Geiberger,94,50.6,42,83
88,T88,T88,Ryan Palmer,103,50.6,42,83
89,90,90,Bo Van Pelt,107,50.51,50,99
90,91,91,Esteban Toledo,92,50.41,61,121
91,T92,T92,Steve Allan,102,50.0,40,80
92,T92,T92,Craig Bowden,83,50.0,42,84
93,T92,T92,Mark Brooks,72,50.0,36,72
94,T92,T92,Ken Duke,89,50.0,44,88
95,T92,T92,Joe Durant,85,50.0,28,56
96,T92,T92,Zach Johnson,109,50.0,41,82
97,T92,T92,Hunter Mahan,94,50.0,46,92
98,T92,T92,Phil Mickelson,83,50.0,25,50
99,T92,T92,Rory Sabbatini,89,50.0,36,72
100,T92,T92,Heath Slocum,92,50.0,42,84
101,102,102,Joe Ogilvie,104,49.53,53,107
102,103,103,Richard Johnson,102,49.5,50,101
103,T104,T104,Michael Allen,87,49.35,38,77
104,T104,T104,Corey Pavin,83,49.35,38,77
105,106,106,Jay Delsing,76,49.33,37,75
106,107,107,Tiger Woods,78,48.98,24,49
107,108,108,Gene Sauers,83,48.89,44,90
108,109,109,Jason Bohn,98,48.86,43,88
109,110,110,David Gossett,57,48.84,42,86
110,T111,T111,Woody Austin,94,48.68,37,76
111,T111,T111,Greg Chalmers,70,48.68,37,76
112,113,113,Stephen Ames,97,48.53,33,68
113,114,114,Luke Donald,72,48.48,32,66
114,115,115,Dean Wilson,99,48.35,44,91
115,T116,T116,Tommy Armour III,87,48.19,40,83
116,T116,T116,Scott McCarron,88,48.19,40,83
117,T116,T116,Roger Tambellini,81,48.19,40,83
118,T119,T119,Russ Cochran,61,48.15,26,54
119,T119,T119,Vijay Singh,112,48.15,26,54
120,121,121,Robert Damron,92,48.08,50,104
121,122,122,Grant Waite,79,48.05,37,77
122,123,123,Steve Flesch,109,48.04,49,102
123,T124,T124,Arjun Atwal,85,48.0,36,75
124,T124,T124,John Cook,57,48.0,24,50
125,126,126,Dicky Pride,66,47.95,35,73
126,127,127,Craig Parry,52,47.83,22,46
127,128,128,Robert Allenby,93,47.69,31,65
128,T129,T129,Tom Carter,113,47.62,60,126
129,T129,T129,Mark Hensby,97,47.62,50,105
130,T129,T129,John Huston,62,47.62,20,42
131,132,132,D.J. Brigman,79,47.5,38,80
132,133,133,J.P. Hayes,79,47.37,36,76
133,T134,T134,Rich Barcelo,67,47.3,35,74
134,T134,T134,Chris DiMarco,105,47.3,35,74
135,136,136,Ben Curtis,56,47.22,17,36
136,137,137,Davis Love III,85,47.17,25,53
137,138,138,Dudley Hart,60,47.06,24,51
138,139,139,Vaughn Taylor,84,46.99,39,83
139,140,140,Tom Lehman,70,46.94,23,49
140,141,141,Cameron Beckman,99,46.91,38,81
141,142,142,Carl Pettersson,100,46.74,43,92
142,143,143,Billy Mayfair,109,46.67,49,105
143,144,144,Spike McRoy,93,46.23,49,106
144,145,145,Joey Sindelar,100,46.03,29,63
145,146,146,Kevin Muncrief,50,46.0,23,50
146,147,147,Briny Baird,100,45.88,39,85
147,148,148,Mathias Grönberg,91,45.78,38,83
148,T149,T149,Olin Browne,92,45.71,32,70
149,T149,T149,Chad Campbell,100,45.71,32,70
150,151,151,John Rollins,90,45.68,37,81
151,152,152,Justin Leonard,90,45.59,31,68
152,T153,T153,J.J. Henry,103,45.56,41,90
153,T153,T153,Ted Purdy,114,45.56,41,90
154,T155,T155,Rich Beem,81,45.45,35,77
155,T155,T155,Jonathan Kaye,79,45.45,30,66
156,157,157,J.L. Lewis,106,45.33,34,75
157,158,158,Carlos Franco,99,45.26,43,95
158,T159,T159,Blaine McCallister,68,45.16,28,62
159,T159,T159,Arron Oberholser,77,45.16,28,62
160,161,161,Pat Perez,102,45.12,37,82
161,T162,T162,Adam Scott,55,45.0,18,40
162,T162,T162,David Toms,80,45.0,18,40
163,164,164,Mike Heinen,53,44.64,25,56
164,165,165,Hidemichi Tanaka,89,44.59,33,74
165,T166,T166,Danny Briggs,85,44.44,36,81
166,T166,T166,Jeff Maggert,60,44.44,16,36
167,T168,T168,Fred Couples,54,44.23,23,52
168,T168,T168,Mark Wilson,62,44.23,23,52
169,170,170,Steve Elkington,64,44.07,26,59
170,171,171,Bob Burns,88,43.9,36,82
171,T172,T172,Sergio Garcia,65,43.75,14,32
172,T172,T172,Tripp Isenhour,55,43.75,28,64
173,174,174,Robert Gamez,103,43.68,38,87
174,175,175,Steve Lowery,91,43.48,30,69
175,176,176,Hirofumi Miyase,65,43.08,28,65
176,T177,T177,Bernhard Langer,59,42.86,21,49
177,T177,T177,Andre Stolz,53,42.86,24,56
178,179,179,Tommy Tolles,67,42.67,32,75
179,180,180,Dennis Paulson,71,42.5,34,80
180,181,181,Neal Lancaster,106,42.31,33,78
181,182,182,Jason Dufner,79,42.25,30,71
182,183,183,Harrison Frazar,86,42.19,27,64
183,184,184,Loren Roberts,81,41.86,36,86
184,185,185,Dan Olsen,75,41.25,33,80
185,T186,T186,Bart Bryant,73,40.85,29,71
186,T186,T186,Shaun Micheel,93,40.85,29,71
187,188,188,Guy Boros,64,38.36,28,73
188,189,189,Niclas Fasth,61,38.33,23,60
189,190,190,Justin Rose,77,38.0,19,50
190,191,191,Lucas Glover,95,37.93,22,58
191,192,192,Mark Calcavecchia,79,37.74,20,53
192,193,193,Jeff Sluman,98,37.36,34,91
193,194,194,Chris Smith,105,36.67,33,90
194,195,195,Roland Thatcher,66,35.19,19,54
195,196,196,Chris Couch,55,31.88,22,69
