,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,José María Olazábal,56,72.22,39,54
1,2,2,Ernie Els,62,70.27,26,37
2,3,3,Tom Byrum,83,68.97,60,87
3,4,4,Bob Tway,90,66.67,36,54
4,5,5,Kirk Triplett,88,65.57,40,61
5,6,6,Chris Riley,78,63.38,45,71
6,7,7,José Coceres,68,62.75,32,51
7,8,8,Shigeki Maruyama,93,62.5,50,80
8,9,9,Jay Haas,84,61.76,42,68
9,10,10,Rod Pampling,98,61.63,53,86
10,11,11,David Frost,78,61.54,48,78
11,12,12,Mike Weir,75,60.87,42,69
12,13,13,Omar Uresti,85,60.26,47,78
13,14,14,Jonathan Byrd,85,59.79,58,97
14,15,15,Fred Funk,97,59.7,40,67
15,16,16,Brad Faxon,94,58.95,56,95
16,17,17,Brian Kortan,65,58.54,48,82
17,18,18,Hank Kuehne,91,57.83,48,83
18,19,19,Stephen Leaney,84,57.69,30,52
19,20,20,Paul Azinger,75,57.65,49,85
20,21,21,Nick Price,51,57.58,19,33
21,22,22,Brian Gay,96,57.47,50,87
22,T23,T23,John Riegger,53,57.14,32,56
23,T23,T23,Steve Stricker,81,57.14,60,105
24,25,25,Darren Clarke,54,56.86,29,51
25,26,26,Todd Fischer,104,56.7,55,97
26,27,27,Lee Janzen,84,56.47,48,85
27,28,28,Tim Herron,84,56.45,35,62
28,29,29,Aaron Baddeley,87,56.31,58,103
29,30,30,Jay Williamson,100,56.25,45,80
30,31,31,Geoff Ogilvy,91,55.74,34,61
31,T32,T32,Pat Bates,99,55.56,45,81
32,T32,T32,Stewart Cink,103,55.56,50,90
33,T32,T32,Kevin Sutherland,86,55.56,40,72
34,T35,T35,Bob Estes,73,55.36,31,56
35,T35,T35,Kenny Perry,79,55.36,31,56
36,37,37,Craig Barlow,80,55.26,42,76
37,38,38,Stuart Appleby,84,55.17,32,58
38,39,39,K.J. Choi,83,55.1,27,49
39,40,40,Kent Jones,99,55.06,49,89
40,41,41,Alex Cejka,76,54.93,39,71
41,42,42,Brett Quigley,102,54.74,52,95
42,43,43,Freddie Jacobson,83,54.69,35,64
43,44,44,Craig Perks,75,54.55,48,88
44,45,45,Matt Kuchar,83,54.44,49,90
45,46,46,Todd Hamilton,92,54.43,43,79
46,47,47,Brian Bateman,84,54.35,50,92
