,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,José María Olazábal,56,0.278,54,15.0
1,2,2,Tom Byrum,83,0.31,87,27.0
2,3,3,Ernie Els,62,0.324,37,12.0
3,T4,T4,Chris Riley,78,0.35200000000000004,71,25.0
4,T4,T4,Bob Tway,90,0.35200000000000004,54,19.0
5,6,6,Jay Haas,84,0.368,68,25.0
6,7,7,David Frost,78,0.37200000000000005,78,29.0
7,8,8,Rod Pampling,98,0.395,86,34.0
8,9,9,Omar Uresti,85,0.397,78,31.0
9,10,10,Kirk Triplett,88,0.41,61,25.0
10,T11,T11,Jonathan Byrd,85,0.41200000000000003,97,40.0
11,T11,T11,José Coceres,68,0.41200000000000003,51,21.0
12,13,13,Brad Faxon,94,0.42100000000000004,95,40.0
13,14,14,Nick Price,51,0.424,33,14.0
14,15,15,Shigeki Maruyama,93,0.425,80,34.0
15,16,16,John Riegger,53,0.429,56,24.0
16,T17,T17,Stewart Cink,103,0.433,90,39.0
17,T17,T17,Fred Funk,97,0.433,67,29.0
18,19,19,Hank Kuehne,91,0.434,83,36.0
19,20,20,Mike Weir,75,0.435,69,30.0
20,21,21,Aaron Baddeley,87,0.43700000000000006,103,45.0
21,T22,T22,Steve Stricker,81,0.43799999999999994,105,46.0
22,T22,T22,Jay Williamson,100,0.43799999999999994,80,35.0
23,24,24,Stephen Leaney,84,0.442,52,23.0
24,25,25,Scott Hoch,52,0.444,45,20.0
25,T26,T26,Bob Estes,73,0.446,56,25.0
26,T26,T26,Kenny Perry,79,0.446,56,25.0
27,28,28,Stuart Appleby,84,0.44799999999999995,58,26.0
28,29,29,Kent Jones,99,0.449,89,40.0
29,30,30,Alex Cejka,76,0.451,71,32.0
30,31,31,Brett Quigley,102,0.45299999999999996,95,43.0
31,32,32,Todd Hamilton,92,0.456,79,36.0
32,33,33,Pat Bates,99,0.457,81,37.0
33,34,34,Kevin Sutherland,86,0.45799999999999996,72,33.0
34,T35,T35,Paul Azinger,75,0.45899999999999996,85,39.0
35,T35,T35,David Peoples,82,0.45899999999999996,85,39.0
36,37,37,Brian Gay,96,0.46,87,40.0
37,T38,T38,Jerry Kelly,113,0.46299999999999997,95,44.0
38,T38,T38,Brian Kortan,65,0.46299999999999997,82,38.0
39,40,40,Todd Fischer,104,0.46399999999999997,97,45.0
40,41,41,Tim Herron,84,0.46799999999999997,62,29.0
41,T42,T42,K.J. Choi,83,0.469,49,23.0
42,T42,T42,Rocco Mediate,53,0.469,32,15.0
43,44,44,Scott Simpson,55,0.47,66,31.0
44,T45,T45,Jeff Brehaut,106,0.47100000000000003,104,49.0
45,T45,T45,Matt Gogel,86,0.47100000000000003,85,40.0
46,T45,T45,Lee Janzen,84,0.47100000000000003,85,40.0
47,48,48,Danny Ellis,81,0.474,78,37.0
48,49,49,Ben Crane,92,0.475,101,48.0
49,50,50,Cliff Kresge,89,0.483,89,43.0
50,T51,T51,Charles Howell III,104,0.484,91,44.0
51,T51,T51,Freddie Jacobson,83,0.484,64,31.0
52,53,53,Craig Barlow,80,0.48700000000000004,76,37.0
53,54,54,Kris Cox,73,0.488,86,42.0
54,55,55,Matt Kuchar,83,0.489,90,44.0
55,T56,T56,Billy Andrade,104,0.49,100,49.0
56,T56,T56,Tiger Woods,78,0.49,49,24.0
57,58,58,Geoff Ogilvy,91,0.49200000000000005,61,30.0
58,59,59,David Branshaw,84,0.493,69,34.0
59,T60,T60,Corey Pavin,83,0.494,77,38.0
60,T60,T60,John Senden,99,0.494,77,38.0
61,T62,T62,Glen Day,101,0.495,111,55.0
62,T62,T62,Dan Forsman,79,0.495,91,45.0
63,64,64,Len Mattiace,75,0.496,113,56.0
64,T65,T65,John Daly,79,0.5,68,34.0
65,T65,T65,John Huston,62,0.5,42,21.0
66,T65,T65,Zach Johnson,109,0.5,82,41.0
67,T65,T65,Hunter Mahan,94,0.5,92,46.0
68,T65,T65,Tag Ridings,53,0.5,56,28.0
69,T70,T70,Brenden Pappas,111,0.505,105,53.0
70,T70,T70,Bo Van Pelt,107,0.505,99,50.0
71,T72,T72,Michael Allen,87,0.506,77,39.0
72,T72,T72,Skip Kendall,99,0.506,81,41.0
73,74,74,Peter Lonard,68,0.507,67,34.0
74,75,75,Mark O'Meara,58,0.509,57,29.0
75,T76,T76,Tim Petrovic,111,0.511,88,45.0
76,T76,T76,Gene Sauers,83,0.511,90,46.0
77,T78,T78,Craig Bowden,83,0.512,84,43.0
78,T78,T78,David Gossett,57,0.512,86,44.0
79,T78,T78,Heath Slocum,92,0.512,84,43.0
80,81,81,Joe Ogilvie,104,0.514,107,55.0
81,82,82,Tom Pernice Jr.,103,0.516,93,48.0
82,83,83,Brent Geiberger,94,0.518,83,43.0
83,T84,T84,Russ Cochran,61,0.519,54,28.0
84,T84,T84,Robert Damron,92,0.519,104,54.0
85,T84,T84,Vijay Singh,112,0.519,54,28.0
86,87,87,Esteban Toledo,92,0.521,121,63.0
87,88,88,Brian Bateman,84,0.522,92,48.0
88,T89,T89,Jason Bohn,98,0.523,88,46.0
89,T89,T89,Steve Pate,71,0.523,88,46.0
90,T89,T89,Craig Perks,75,0.523,88,46.0
91,92,92,Retief Goosen,56,0.524,42,22.0
92,93,93,Notah Begay III,71,0.525,59,31.0
93,94,94,Woody Austin,94,0.526,76,40.0
94,T95,T95,David Morland IV,73,0.527,91,48.0
95,T95,T95,Dean Wilson,99,0.527,91,48.0
96,T97,T97,Ben Curtis,56,0.528,36,19.0
97,T97,T97,Kevin Na,100,0.528,72,38.0
98,T97,T97,Patrick Sheehan,113,0.528,106,56.0
99,T100,T100,Luke Donald,72,0.53,66,35.0
100,T100,T100,Ryan Palmer,103,0.53,83,44.0
101,102,102,Cameron Beckman,99,0.531,81,43.0
102,T103,T103,Blaine McCallister,68,0.532,62,33.0
103,T103,T103,Grant Waite,79,0.532,77,41.0
104,T105,T105,Ted Purdy,114,0.5329999999999999,90,48.0
105,T105,T105,Scott Verplank,92,0.5329999999999999,60,32.0
106,107,107,Ken Duke,89,0.534,88,47.0
107,T108,T108,Daniel Chopra,108,0.535,99,53.0
108,T108,T108,Richard Johnson,102,0.535,101,54.0
109,T110,T110,Joe Durant,85,0.536,56,30.0
110,T110,T110,Deane Pappas,72,0.536,69,37.0
111,112,112,Jesper Parnevik,86,0.537,82,44.0
112,T113,T113,John Cook,57,0.54,50,27.0
113,T113,T113,Phil Mickelson,83,0.54,50,27.0
114,115,115,Chris DiMarco,105,0.541,74,40.0
115,116,116,Scott McCarron,88,0.542,83,45.0
116,117,117,Carl Pettersson,100,0.5429999999999999,92,50.0
117,118,118,Duffy Waldorf,79,0.545,44,24.0
118,T119,T119,Arjun Atwal,85,0.547,75,41.0
119,T119,T119,Jay Delsing,76,0.547,75,41.0
120,T119,T119,Davis Love III,85,0.547,53,29.0
121,T122,T122,Frank Lickliter II,89,0.5479999999999999,73,40.0
122,T122,T122,Dicky Pride,66,0.5479999999999999,73,40.0
123,124,124,Tom Lehman,70,0.551,49,27.0
124,T125,T125,Robert Allenby,93,0.5539999999999999,65,36.0
125,T125,T125,Tim Clark,84,0.5539999999999999,56,31.0
126,T127,T127,Tom Carter,113,0.556,126,70.0
127,T127,T127,Jeff Maggert,60,0.556,36,20.0
128,T129,T129,Rich Beem,81,0.5579999999999999,77,43.0
129,T129,T129,Fred Couples,54,0.5579999999999999,52,29.0
130,131,131,Stephen Ames,97,0.5589999999999999,68,38.0
131,T132,T132,Steve Allan,102,0.563,80,45.0
132,T132,T132,D.J. Brigman,79,0.563,80,45.0
133,T132,T132,Sergio Garcia,65,0.563,32,18.0
134,T132,T132,Scott Hend,81,0.563,64,36.0
135,T136,T136,Arron Oberholser,77,0.565,62,35.0
136,T136,T136,Craig Parry,52,0.565,46,26.0
137,138,138,Mathias Grönberg,91,0.5660000000000001,83,47.0
138,139,139,J.J. Henry,103,0.5670000000000001,90,51.0
139,T140,T140,Rich Barcelo,67,0.568,74,42.0
140,T140,T140,Carlos Franco,99,0.568,95,54.0
141,T140,T140,John Rollins,90,0.568,81,46.0
142,T140,T140,Hidemichi Tanaka,89,0.568,74,42.0
143,144,144,Dudley Hart,60,0.569,51,29.0
144,T145,T145,Bernhard Langer,59,0.5710000000000001,49,28.0
145,T145,T145,Billy Mayfair,109,0.5710000000000001,105,60.0
146,147,147,Justin Leonard,90,0.574,68,39.0
147,T148,T148,Robert Gamez,103,0.575,87,50.0
148,T148,T148,Adam Scott,55,0.575,40,23.0
149,150,150,Mark Wilson,62,0.5770000000000001,52,30.0
150,151,151,Tommy Armour III,87,0.578,83,48.0
151,152,152,Mark Hensby,97,0.581,105,61.0
152,153,153,Rory Sabbatini,89,0.583,72,42.0
153,154,154,Spike McRoy,93,0.585,106,62.0
154,T155,T155,Joey Sindelar,100,0.5870000000000001,63,37.0
155,T155,T155,Tommy Tolles,67,0.5870000000000001,75,44.0
156,T157,T157,Steve Flesch,109,0.588,102,60.0
157,T157,T157,Dan Olsen,75,0.588,80,47.0
158,T159,T159,Mike Heinen,53,0.589,56,33.0
159,T159,T159,Andre Stolz,53,0.589,56,33.0
160,T161,T161,Jason Dufner,79,0.5920000000000001,71,42.0
161,T161,T161,J.P. Hayes,79,0.5920000000000001,76,45.0
162,163,163,Steve Lowery,91,0.594,69,41.0
163,164,164,Mark Brooks,72,0.597,72,43.0
164,165,165,Pat Perez,102,0.598,82,49.0
165,T166,T166,Briny Baird,100,0.6,85,51.0
166,T166,T166,Chad Campbell,100,0.6,70,42.0
167,T166,T166,Kevin Muncrief,50,0.6,50,30.0
168,169,169,Roger Tambellini,81,0.602,83,50.0
169,170,170,Bart Bryant,73,0.606,71,43.0
170,171,171,Darren Clarke,54,0.608,51,31.0
171,172,172,Harrison Frazar,86,0.609,64,39.0
172,173,173,Bob Burns,88,0.61,82,50.0
173,174,174,Neal Lancaster,106,0.615,78,48.0
174,175,175,Jonathan Kaye,79,0.621,66,41.0
175,T176,T176,Tripp Isenhour,55,0.625,64,40.0
176,T176,T176,Dennis Paulson,71,0.625,80,50.0
177,T176,T176,David Toms,80,0.625,40,25.0
178,179,179,Vaughn Taylor,84,0.627,83,52.0
179,180,180,Danny Briggs,85,0.63,81,51.0
180,181,181,Greg Chalmers,70,0.632,76,48.0
181,182,182,Mark Calcavecchia,79,0.642,53,34.0
182,183,183,Steve Elkington,64,0.644,59,38.0
183,T184,T184,Shaun Micheel,93,0.648,71,46.0
184,T184,T184,Jeff Sluman,98,0.648,91,59.0
185,186,186,Loren Roberts,81,0.6509999999999999,86,56.0
186,187,187,Guy Boros,64,0.6579999999999999,73,48.0
187,188,188,Justin Rose,77,0.66,50,33.0
188,189,189,Hirofumi Miyase,65,0.662,65,43.0
189,T190,T190,Niclas Fasth,61,0.667,60,40.0
190,T190,T190,J.L. Lewis,106,0.667,75,50.0
191,192,192,Olin Browne,92,0.6709999999999999,70,47.0
192,193,193,Roland Thatcher,66,0.685,54,37.0
193,194,194,Chris Smith,105,0.733,90,66.0
194,195,195,Lucas Glover,95,0.741,58,43.0
195,196,196,Chris Couch,55,0.826,69,57.0
