,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
61,T59,T59,Bob Estes,73,"9' 4""",678.3330000000001,73,35
62,T59,T59,Matt Gogel,86,"9' 4""",833.5,89,23
63,T59,T59,Retief Goosen,56,"9' 4""",570.4169999999999,61,1
64,T59,T59,Cliff Kresge,89,"9' 4""",1201.583,129,134
65,T59,T59,David Morland IV,73,"9' 4""",894.1669999999999,96,152
66,T59,T59,Brenden Pappas,111,"9' 4""",1329.1670000000001,142,117
67,T59,T59,Tom Pernice Jr.,103,"9' 4""",1142.0,122,29
68,T69,T69,Michael Allen,87,"9' 5""",1061.75,113,71
69,T69,T69,Stewart Cink,103,"9' 5""",1269.583,135,4
70,T69,T69,Robert Damron,92,"9' 5""",1247.667,132,59
71,T69,T69,Glen Day,101,"9' 5""",1365.5,145,68
72,T69,T69,Mark Hensby,97,"9' 5""",1432.8329999999999,152,75
73,T69,T69,John Senden,99,"9' 5""",1269.333,135,143
74,T69,T69,Dean Wilson,99,"9' 5""",1176.833,125,51
75,T76,T76,Daniel Chopra,108,"9' 6""",1258.0,133,105
76,T76,T76,Russ Cochran,61,"9' 6""",696.1669999999999,73,166
77,T76,T76,John Daly,79,"9' 6""",1022.5830000000001,108,163
78,T76,T76,Luke Donald,72,"9' 6""",909.5830000000001,96,60
79,T76,T76,Sergio Garcia,65,"9' 6""",693.4169999999999,73,184
80,T76,T76,David Gossett,57,"9' 6""",846.4169999999999,89,194
81,T76,T76,Zach Johnson,109,"9' 6""",1167.083,123,69
82,T76,T76,Stephen Leaney,84,"9' 6""",854.75,90,91
83,T76,T76,Ryan Palmer,103,"9' 6""",1284.083,135,126
84,T85,T85,Billy Andrade,104,"9' 7""",1380.0,144,73
85,T85,T85,Olin Browne,92,"9' 7""",842.9169999999999,88,67
86,T85,T85,Robert Gamez,103,"9' 7""",1209.5,126,81
87,T85,T85,Mathias Grönberg,91,"9' 7""",1085.333,113,70
88,T85,T85,Kevin Na,100,"9' 7""",1227.667,128,12
89,T85,T85,Craig Perks,75,"9' 7""",846.4169999999999,88,65
90,T85,T85,Bob Tway,90,"9' 7""",996.25,104,28
91,T92,T92,D.J. Brigman,79,"9' 8""",937.8330000000001,97,165
92,T92,T92,Harrison Frazar,86,"9' 8""",898.6669999999999,93,119
93,T92,T92,J.P. Hayes,79,"9' 8""",866.5830000000001,90,87
94,T92,T92,Tim Herron,84,"9' 8""",840.1669999999999,87,101
95,T92,T92,Tripp Isenhour,55,"9' 8""",640.25,66,192
96,T92,T92,Brian Kortan,65,"9' 8""",687.6669999999999,71,52
97,T92,T92,Justin Leonard,90,"9' 8""",945.75,98,26
98,T92,T92,J.L. Lewis,106,"9' 8""",1239.333,128,125
99,T100,T100,Carlos Franco,99,"9' 9""",1115.833,114,42
100,T100,T100,Shigeki Maruyama,93,"9' 9""",1231.083,126,36
101,T100,T100,Deane Pappas,72,"9' 9""",819.75,84,101
102,T100,T100,Jesper Parnevik,86,"9' 9""",1177.667,121,5
103,T100,T100,Kenny Perry,79,"9' 9""",967.6669999999999,99,170
104,T100,T100,Adam Scott,55,"9' 9""",537.9169999999999,55,144
105,T100,T100,Andre Stolz,53,"9' 9""",933.5830000000001,96,188
106,T100,T100,Vaughn Taylor,84,"9' 9""",1009.9169999999999,104,171
107,T108,T108,Craig Bowden,83,"9' 10""",1139.083,116,74
108,T108,T108,Mark Brooks,72,"9' 10""",907.9169999999999,92,144
109,T108,T108,Greg Chalmers,70,"9' 10""",981.4169999999999,100,57
110,T108,T108,Ken Duke,89,"9' 10""",1098.5,112,172
111,T108,T108,Neal Lancaster,106,"9' 10""",1318.25,134,104
112,T108,T108,Billy Mayfair,109,"9' 10""",1165.083,118,149
113,T108,T108,Joe Ogilvie,104,"9' 10""",1282.75,131,47
114,T108,T108,Kirk Triplett,88,"9' 10""",924.5,94,10
115,T116,T116,Woody Austin,94,"9' 11""",1229.5,124,173
116,T116,T116,Steve Elkington,64,"9' 11""",775.9169999999999,78,136
117,T116,T116,Scott Hend,81,"9' 11""",1150.0,116,193
118,T116,T116,Dicky Pride,66,"9' 11""",842.1669999999999,85,157
119,T120,T120,Robert Allenby,93,"10' 0""",922.75,92,156
120,T120,T120,Joe Durant,85,"10' 0""",838.5830000000001,84,85
121,T120,T120,Skip Kendall,99,"10' 0""",1249.75,125,18
122,T120,T120,Rory Sabbatini,89,"10' 0""",978.3330000000001,98,13
123,T120,T120,Gene Sauers,83,"10' 0""",1196.167,120,177
124,T125,T125,Cameron Beckman,99,"10' 1""",1024.833,102,30
125,T125,T125,David Branshaw,84,"10' 1""",984.75,98,174
126,T125,T125,Kris Cox,73,"10' 1""",966.0,96,179
127,T125,T125,Steve Flesch,109,"10' 1""",1395.9170000000001,138,130
128,T125,T125,Shaun Micheel,93,"10' 1""",870.1669999999999,86,138
129,T125,T125,Kevin Muncrief,50,"10' 1""",735.4169999999999,73,195
130,T125,T125,Brett Quigley,102,"10' 1""",1280.583,127,124
131,T125,T125,Grant Waite,79,"10' 1""",999.75,99,181
132,T133,T133,Bob Burns,88,"10' 2""",1047.083,103,37
133,T133,T133,Richard Johnson,102,"10' 2""",1429.8329999999999,141,110
134,T133,T133,Scott Simpson,55,"10' 2""",692.9169999999999,68,83
135,T136,T136,Tommy Armour III,87,"10' 3""",1142.167,111,148
136,T136,T136,Mike Heinen,53,"10' 3""",719.5830000000001,70,186
137,T136,T136,Matt Kuchar,83,"10' 3""",942.8330000000001,92,111
138,T139,T139,Tom Lehman,70,"10' 4""",672.5,65,40
139,T139,T139,Jeff Maggert,60,"10' 4""",787.5,76,140
140,T139,T139,Bo Van Pelt,107,"10' 4""",1127.917,109,101
141,T142,T142,Jason Bohn,98,"10' 5""",1239.0,119,164
142,T142,T142,Danny Briggs,85,"10' 5""",867.0830000000001,83,128
143,T142,T142,Ben Crane,92,"10' 5""",1214.5,117,22
144,T142,T142,Jay Delsing,76,"10' 5""",914.9169999999999,88,123
145,T142,T142,Fred Funk,97,"10' 5""",1197.583,115,39
146,T142,T142,Esteban Toledo,92,"10' 5""",1441.9170000000001,138,106
147,T148,T148,Tom Byrum,83,"10' 6""",1141.25,109,13
148,T148,T148,Steve Pate,71,"10' 6""",1082.75,103,97
149,T148,T148,Steve Stricker,81,"10' 6""",1050.0,100,75
150,T151,T151,Briny Baird,100,"10' 7""",1171.5,111,178
151,T151,T151,Todd Fischer,104,"10' 7""",1476.0829999999999,139,56
152,T151,T151,Blaine McCallister,68,"10' 7""",993.0,94,154
153,T151,T151,Spike McRoy,93,"10' 7""",1287.75,122,151
154,T155,T155,Steve Allan,102,"10' 8""",1525.5829999999999,143,96
155,T155,T155,Niclas Fasth,61,"10' 8""",935.25,88,132
156,T155,T155,Brent Geiberger,94,"10' 8""",1243.667,117,46
157,T155,T155,Steve Lowery,91,"10' 8""",1149.917,108,139
158,T159,T159,Rich Barcelo,67,"10' 9""",850.4169999999999,79,168
159,T159,T159,Chad Campbell,100,"10' 9""",1269.167,118,86
160,T159,T159,Scott Hoch,52,"10' 9""",667.4169999999999,62,95
161,T159,T159,Tim Petrovic,111,"10' 9""",1514.5829999999999,141,50
162,163,163,Kent Jones,99,"10' 10""",1314.9170000000001,121,159
163,164,164,Pat Bates,99,"10' 11""",1255.167,115,112
164,T165,T165,Lucas Glover,95,"11' 0""",1404.6670000000001,128,189
165,T165,T165,Duffy Waldorf,79,"11' 0""",684.3330000000001,62,115
166,T167,T167,Fred Couples,54,"11' 1""",643.8330000000001,58,187
167,T167,T167,Scott McCarron,88,"11' 1""",1308.583,118,126
168,T167,T167,Chris Riley,78,"11' 1""",945.1669999999999,85,53
169,T167,T167,Patrick Sheehan,113,"11' 1""",1502.1670000000001,136,53
170,T171,T171,Ted Purdy,114,"11' 2""",1547.75,139,98
171,T171,T171,John Riegger,53,"11' 2""",894.8330000000001,80,154
172,T173,T173,Arjun Atwal,85,"11' 3""",1385.4170000000001,123,137
173,T173,T173,Rocco Mediate,53,"11' 3""",688.5,61,162
174,T173,T173,Dan Olsen,75,"11' 3""",914.5830000000001,81,190
175,T173,T173,Hidemichi Tanaka,89,"11' 3""",1216.083,108,131
176,T177,T177,Danny Ellis,81,"11' 5""",1137.75,100,133
177,T177,T177,Hirofumi Miyase,65,"11' 5""",1095.667,96,183
178,T179,T179,J.J. Henry,103,"11' 8""",1268.917,109,118
179,T179,T179,Frank Lickliter II,89,"11' 8""",1093.083,94,140
180,T181,T181,Guy Boros,64,"11' 9""",1081.583,92,185
181,T181,T181,Tom Carter,113,"11' 9""",1616.5829999999999,138,182
182,183,183,Tommy Tolles,67,"11' 10""",1144.917,97,174
183,184,184,Hunter Mahan,94,"11' 11""",1445.5,121,119
184,T185,T185,Freddie Jacobson,83,"12' 0""",1054.167,88,63
185,T185,T185,Roger Tambellini,81,"12' 0""",1275.25,106,176
186,T185,T185,Roland Thatcher,66,"12' 0""",938.0,78,169
187,188,188,Jonathan Kaye,79,"12' 1""",1086.917,90,147
188,189,189,Chris Smith,105,"12' 3""",1606.0,131,191
189,T190,T190,Jeff Brehaut,106,"12' 5""",1487.5829999999999,120,159
190,T190,T190,Bart Bryant,73,"12' 5""",1041.667,84,89
191,T190,T190,John Rollins,90,"12' 5""",1365.3329999999999,110,121
192,193,193,Joey Sindelar,100,"12' 7""",1197.0,95,109
193,T194,T194,Darren Clarke,54,"12' 9""",626.1669999999999,49,58
194,T194,T194,Bernhard Langer,59,"12' 9""",788.9169999999999,62,24
195,196,196,Chris Couch,55,"13' 0""",1077.167,83,196
