,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
0,1,1,John Huston,62,"7' 2""",509.833,71,100
1,2,2,Hank Kuehne,91,"7' 5""",870.3330000000001,117,108
2,3,3,Jonathan Byrd,85,"7' 6""",933.9169999999999,124,90
3,T4,T4,Corey Pavin,83,"7' 11""",655.9169999999999,83,15
4,T4,T4,Kevin Sutherland,86,"7' 11""",807.9169999999999,102,6
5,6,6,Stuart Appleby,84,"8' 0""",816.75,102,43
6,T7,T7,Heath Slocum,92,"8' 1""",847.9169999999999,105,80
7,T7,T7,Mark Wilson,62,"8' 1""",552.4169999999999,68,150
8,9,9,José Coceres,68,"8' 2""",908.1669999999999,111,2
9,T10,T10,Craig Parry,52,"8' 3""",511.25,62,99
10,T10,T10,Pat Perez,102,"8' 3""",1134.833,137,167
11,T10,T10,Justin Rose,77,"8' 3""",503.833,61,62
12,T10,T10,David Toms,80,"8' 3""",690.25,84,142
13,T14,T14,Tim Clark,84,"8' 5""",752.6669999999999,89,49
14,T14,T14,David Frost,78,"8' 5""",1021.75,121,44
15,T14,T14,Brian Gay,96,"8' 5""",1075.5,128,34
16,T14,T14,Mark O'Meara,58,"8' 5""",563.75,67,31
17,T14,T14,Jeff Sluman,98,"8' 5""",916.75,109,107
18,T14,T14,Omar Uresti,85,"8' 5""",977.0830000000001,116,9
19,T14,T14,Jay Williamson,100,"8' 5""",1308.5,155,88
20,T21,T21,Mark Calcavecchia,79,"8' 6""",779.0830000000001,92,71
21,T21,T21,K.J. Choi,83,"8' 6""",928.75,109,116
22,T21,T21,Ernie Els,62,"8' 6""",552.4169999999999,65,7
23,T21,T21,Dan Forsman,79,"8' 6""",908.3330000000001,107,32
24,T21,T21,Len Mattiace,75,"8' 6""",878.1669999999999,103,94
25,T21,T21,Phil Mickelson,83,"8' 6""",786.8330000000001,93,3
26,T27,T27,Craig Barlow,80,"8' 7""",965.8330000000001,113,84
27,T27,T27,Geoff Ogilvy,91,"8' 7""",914.9169999999999,107,64
28,T27,T27,Loren Roberts,81,"8' 7""",851.3330000000001,99,20
29,T30,T30,Rich Beem,81,"8' 8""",853.1669999999999,98,180
30,T30,T30,Jason Dufner,79,"8' 8""",843.5,97,161
31,T32,T32,Chris DiMarco,105,"8' 9""",993.6669999999999,114,38
32,T32,T32,Jay Haas,84,"8' 9""",784.1669999999999,90,11
33,T32,T32,Lee Janzen,84,"8' 9""",854.5,98,78
34,T32,T32,Jerry Kelly,113,"8' 9""",968.0830000000001,111,17
35,T36,T36,Brad Faxon,94,"8' 10""",1000.0,113,25
36,T36,T36,Arron Oberholser,77,"8' 10""",712.8330000000001,81,79
37,T36,T36,Rod Pampling,98,"8' 10""",1408.8329999999999,159,45
38,T36,T36,Dennis Paulson,71,"8' 10""",898.75,102,66
39,T36,T36,Tag Ridings,53,"8' 10""",547.3330000000001,62,122
40,T36,T36,Scott Verplank,92,"8' 10""",820.4169999999999,93,27
41,T42,T42,Stephen Ames,97,"8' 11""",1079.75,121,55
42,T42,T42,Peter Lonard,68,"8' 11""",743.4169999999999,83,129
43,T44,T44,Todd Hamilton,92,"9' 0""",1164.667,129,93
44,T44,T44,Nick Price,51,"9' 0""",641.5830000000001,71,21
45,T46,T46,Dudley Hart,60,"9' 1""",663.3330000000001,73,158
46,T46,T46,Davis Love III,85,"9' 1""",975.5,107,33
47,T46,T46,David Peoples,82,"9' 1""",868.5,96,16
48,T46,T46,Mike Weir,75,"9' 1""",932.75,103,77
49,T46,T46,Tiger Woods,78,"9' 1""",628.8330000000001,69,41
50,T51,T51,Aaron Baddeley,87,"9' 2""",1256.667,137,153
51,T51,T51,Alex Cejka,76,"9' 2""",989.5,108,135
52,T51,T51,Charles Howell III,104,"9' 2""",1089.167,119,61
53,T51,T51,José María Olazábal,56,"9' 2""",576.3330000000001,63,8
54,T51,T51,Carl Pettersson,100,"9' 2""",1112.5,121,48
55,T56,T56,Notah Begay III,71,"9' 3""",720.4169999999999,78,146
56,T56,T56,John Cook,57,"9' 3""",554.4169999999999,60,81
57,T56,T56,Vijay Singh,112,"9' 3""",1299.667,140,19
58,T59,T59,Paul Azinger,75,"9' 4""",1134.333,122,92
59,T59,T59,Brian Bateman,84,"9' 4""",1069.083,115,114
60,T59,T59,Ben Curtis,56,"9' 4""",514.5830000000001,55,113
