,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
167,T168,T168,Jeff Maggert,60,37.5,3.0,8
168,T168,T168,Rory Sabbatini,89,37.5,3.0,8
169,T170,T170,Lucas Glover,95,36.36,4.0,11
170,T170,T170,Chris Smith,105,36.36,4.0,11
171,T172,T172,Ken Duke,89,33.33,2.0,6
172,T172,T172,Steve Elkington,64,33.33,2.0,6
173,T172,T172,Brian Gay,96,33.33,4.0,12
174,T172,T172,David Gossett,57,33.33,2.0,6
175,T172,T172,Peter Lonard,68,33.33,2.0,6
176,T172,T172,Joey Sindelar,100,33.33,2.0,6
177,T172,T172,Tommy Tolles,67,33.33,3.0,9
178,T172,T172,David Toms,80,33.33,2.0,6
179,180,180,Jason Bohn,98,30.77,4.0,13
180,T181,T181,D.J. Brigman,79,28.57,2.0,7
181,T181,T181,Chris Couch,55,28.57,2.0,7
182,T181,T181,Ben Curtis,56,28.57,2.0,7
183,T181,T181,Spike McRoy,93,28.57,2.0,7
184,T185,T185,Tripp Isenhour,55,25.0,1.0,4
185,T185,T185,J.L. Lewis,106,25.0,3.0,12
186,T185,T185,Kirk Triplett,88,25.0,1.0,4
187,T188,T188,Brenden Pappas,111,22.22,2.0,9
188,T188,T188,David Peoples,82,22.22,2.0,9
189,190,190,Joe Durant,85,20.0,1.0,5
190,T191,T191,Robert Allenby,93,14.29,1.0,7
191,T191,T191,J.J. Henry,103,14.29,1.0,7
192,T191,T191,Kent Jones,99,14.29,1.0,7
193,194,194,Frank Lickliter II,89,10.0,1.0,10
194,T195,T195,Bernhard Langer,59,0.0,,3
195,T195,T195,Arron Oberholser,77,0.0,,2
