,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Luke Donald,0.58,2,342
1,2,2,Steve Stricker,0.93,3,324
2,3,3,Aaron Baddeley,1.07,5,468
3,4,4,Phil Mickelson,1.11,4,360
4,5,5,Shaun Micheel,1.32,5,378
5,6,6,Charles Howell III,1.39,7,504
6,7,7,Chris DiMarco,1.45,6,414
7,8,8,Chad Collins,1.5,7,468
8,9,9,Zach Johnson,1.62,7,432
9,10,10,Padraig Harrington,1.63,5,306
10,11,11,J.J. Henry,1.65,8,486
11,12,12,Brendon de Jonge,1.74,10,576
12,T13,T13,Joe Durant,1.75,6,342
13,T13,T13,Michael Sim,1.75,6,342
14,15,15,Mark Wilson,1.79,9,504
15,T16,T16,David Duval,1.85,8,432
16,T16,T16,Richard Johnson,1.85,9,486
17,T16,T16,Chris Riley,1.85,8,432
18,T16,T16,Paul Stankowski,1.85,6,324
19,T16,T16,Dean Wilson,1.85,6,324
20,21,21,Brandt Snedeker,1.92,9,468
21,22,22,Kevin Sutherland,2.0,9,450
22,23,23,Ben Crane,2.02,8,396
23,T24,T24,Chris Couch,2.12,8,378
24,T24,T24,Brent Delahoussaye,2.12,8,378
25,T26,T26,Blake Adams,2.14,10,468
26,T26,T26,Alex Cejka,2.14,10,468
27,T26,T26,James Driscoll,2.14,10,468
28,T29,T29,Rich Barcelo,2.22,10,450
29,T29,T29,J.P. Hayes,2.22,10,450
30,T29,T29,Matt Kuchar,2.22,10,450
31,32,32,Matt Jones,2.26,11,486
32,T33,T33,Tom Pernice Jr.,2.27,9,396
33,T33,T33,Justin Rose,2.27,9,396
34,35,35,Carl Pettersson,2.3,12,522
35,T36,T36,Michael Bradley,2.31,10,432
36,T36,T36,Brenden Pappas,2.31,10,432
37,38,38,Rod Pampling,2.35,11,468
38,T39,T39,Steve Elkington,2.38,9,378
39,T39,T39,Ryuji Imada,2.38,12,504
40,T39,T39,Alex Prugh,2.38,12,504
41,42,42,Tim Clark,2.42,10,414
42,43,43,Tim Petrovic,2.43,14,576
43,T44,T44,Michael Connell,2.44,11,450
44,T44,T44,Bill Haas,2.44,11,450
45,T46,T46,Greg Chalmers,2.47,12,486
46,T46,T46,Retief Goosen,2.47,8,324
47,T46,T46,Jarrod Lyle,2.47,8,324
48,T46,T46,Jeev Milkha Singh,2.47,8,324
49,50,50,Stephen Ames,2.5,9,360
50,T51,T51,Stuart Appleby,2.51,14,558
51,T51,T51,Matt Bettencourt,2.51,14,558
52,53,53,Brad Faxon,2.53,10,396
53,T54,T54,Tim Herron,2.55,11,432
54,T54,T54,Hunter Mahan,2.55,11,432
55,T54,T54,Jay Williamson,2.55,11,432
56,57,57,Henrik Bjornstad,2.56,12,468
57,58,58,Brian Stuard,2.58,13,504
58,59,59,Cliff Kresge,2.61,8,306
59,60,60,Ryan Moore,2.66,11,414
60,T61,T61,Daniel Chopra,2.67,13,486
