,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,1,Retief Goosen,0.93,3,324
1,2,2,Ricky Barnes,0.99,5,504
2,T3,T3,Padraig Harrington,1.31,4,306
3,T3,T3,Cliff Kresge,1.31,4,306
4,5,5,Paul Casey,1.39,4,288
5,6,6,Steve Elkington,1.52,6,396
6,7,7,Carl Pettersson,1.53,8,522
7,8,8,Skip Kendall,1.54,5,324
8,T9,T9,Charles Howell III,1.59,8,504
9,T9,T9,Andrew McLardy,1.59,6,378
10,11,11,Chris Riley,1.62,7,432
11,12,12,Chad Collins,1.71,8,468
12,T13,T13,Brent Delahoussaye,1.85,7,378
13,T13,T13,Jimmy Walker,1.85,9,486
14,T15,T15,Brian Gay,1.92,10,522
15,T15,T15,Brandt Snedeker,1.92,9,468
16,T15,T15,Vaughn Taylor,1.92,9,468
17,18,18,Ryan Moore,1.93,8,414
18,19,19,Y.E. Yang,1.94,7,360
19,20,20,Ryuji Imada,1.98,10,504
20,21,21,Steve Flesch,2.0,9,450
21,T22,T22,Ernie Els,2.05,7,342
22,T22,T22,Trevor Immelman,2.05,7,342
23,T22,T22,Camilo Villegas,2.05,7,342
24,T25,T25,Greg Chalmers,2.06,10,486
25,T25,T25,Matt Jones,2.06,10,486
26,T27,T27,David Duval,2.08,9,432
27,T27,T27,Charley Hoffman,2.08,9,432
28,29,29,Jeff Overton,2.14,10,468
29,30,30,Matt Bettencourt,2.15,12,558
30,T31,T31,Ángel Cabrera,2.16,7,324
31,T31,T31,Matt Every,2.16,7,324
32,T31,T31,Mike Weir,2.16,7,324
33,T34,T34,J.P. Hayes,2.22,10,450
34,T34,T34,Matt Kuchar,2.22,10,450
35,T34,T34,Jerod Turner,2.22,8,360
36,T37,T37,J.J. Henry,2.26,11,486
37,T37,T37,Ryan Palmer,2.26,11,486
38,T39,T39,Tom Pernice Jr.,2.27,9,396
39,T39,T39,Bubba Watson,2.27,9,396
40,T41,T41,Ben Curtis,2.31,10,432
41,T41,T41,Chris Tidland,2.31,10,432
42,43,43,Luke Donald,2.34,8,342
43,44,44,Ian Poulter,2.38,6,252
44,45,45,Brad Faxon,2.42,10,414
45,T46,T46,Derek Lamely,2.47,12,486
46,T46,T46,Paul Stankowski,2.47,8,324
47,T46,T46,Charlie Wi,2.47,12,486
48,T46,T46,Dean Wilson,2.47,8,324
49,50,50,Craig Bowden,2.5,9,360
50,T51,T51,Stuart Appleby,2.51,14,558
51,T51,T51,Spencer Levin,2.51,14,558
52,53,53,Robert Garrigus,2.53,10,396
53,T54,T54,Tim Herron,2.55,11,432
54,T54,T54,Freddie Jacobson,2.55,11,432
55,T54,T54,Garrett Willis,2.55,11,432
56,T57,T57,Aaron Baddeley,2.56,12,468
57,T57,T57,Rod Pampling,2.56,12,468
58,T57,T57,Roger Tambellini,2.56,12,468
59,T60,T60,Daniel Chopra,2.58,13,504
60,T60,T60,Kevin Streelman,2.58,13,504
61,T62,T62,Rory McIlroy,2.59,7,270
62,T62,T62,John Senden,2.59,14,540
63,T64,T64,Shaun Micheel,2.65,10,378
64,T64,T64,Scott Verplank,2.65,10,378
65,T66,T66,Tim Clark,2.66,11,414
66,T66,T66,Chris Couch,2.66,11,414
67,T68,T68,Jason Bohn,2.67,12,450
68,T68,T68,Nathan Green,2.67,13,486
69,T68,T68,Kevin Na,2.67,12,450
70,T68,T68,Pat Perez,2.67,13,486
71,T72,T72,Robert Allenby,2.78,10,360
72,T72,T72,John Daly,2.78,10,360
73,T72,T72,Brendon de Jonge,2.78,16,576
74,T72,T72,Lucas Glover,2.78,11,396
75,T72,T72,Kevin Johnson,2.78,13,468
76,T72,T72,Joe Ogilvie,2.78,16,576
77,T72,T72,Alex Prugh,2.78,14,504
78,T72,T72,Steve Stricker,2.78,9,324
79,T72,T72,David Toms,2.78,12,432
80,T72,T72,Bo Van Pelt,2.78,14,504
81,T82,T82,Jerry Kelly,2.87,15,522
82,T82,T82,Scott McCarron,2.87,15,522
83,T84,T84,Richard Johnson,2.88,14,486
84,T84,T84,Steve Wheatcroft,2.88,14,486
85,T86,T86,Cameron Beckman,2.89,13,450
86,T86,T86,Paul Goydos,2.89,13,450
87,T86,T86,Cameron Percy,2.89,13,450
88,T89,T89,Jason Day,2.9,12,414
89,T89,T89,Nick Watney,2.9,12,414
90,91,91,Andres Romero,2.91,11,378
91,92,92,Kenny Perry,2.92,10,342
92,93,93,Tim Petrovic,2.95,17,576
93,94,94,Briny Baird,2.98,15,504
94,95,95,Zach Johnson,3.01,13,432
95,T96,T96,Stewart Cink,3.03,12,396
96,T96,T96,Aron Price,3.03,12,396
97,T96,T96,Justin Rose,3.03,12,396
98,99,99,John Merrick,3.05,17,558
99,T100,T100,Woody Austin,3.07,16,522
100,T100,T100,Troy Merritt,3.07,16,522
101,T100,T100,Jeff Quinney,3.07,16,522
102,103,103,Kevin Stadler,3.09,15,486
103,T104,T104,Rich Barcelo,3.11,14,450
104,T104,T104,Bill Haas,3.11,14,450
105,T104,T104,David Lutterus,3.11,14,450
106,107,107,Brett Wetterich,3.13,9,288
107,108,108,Vance Veazey,3.14,13,414
108,109,109,James Nitties,3.15,17,540
109,T110,T110,Mathew Goggin,3.17,16,504
110,T110,T110,Johnson Wagner,3.17,16,504
111,T112,T112,Chad Campbell,3.21,15,468
112,T112,T112,Bob Estes,3.21,15,468
113,T112,T112,John Rollins,3.21,15,468
114,T115,T115,Joe Durant,3.22,11,342
115,T115,T115,Adam Scott,3.22,11,342
116,117,117,Webb Simpson,3.23,18,558
117,118,118,Chris DiMarco,3.24,14,432
118,119,119,Stephen Ames,3.28,13,396
119,T120,T120,Tom Gillis,3.29,16,486
120,T120,T120,George McNeill,3.29,16,486
121,T120,T120,Chris Stroud,3.29,16,486
122,123,123,Jim Furyk,3.33,12,360
123,124,124,Brian Stuard,3.37,17,504
124,125,125,Jarrod Lyle,3.4,11,324
125,T126,T126,Justin Leonard,3.42,16,468
126,T126,T126,Bryce Molder,3.42,16,468
127,T126,T126,Roland Thatcher,3.42,16,468
128,T129,T129,D.A. Points,3.45,18,522
129,T129,T129,Brett Quigley,3.45,18,522
130,T131,T131,Michael Bradley,3.47,15,432
131,T131,T131,Mark Calcavecchia,3.47,10,288
132,T131,T131,Brian Davis,3.47,20,576
133,T131,T131,Davis Love III,3.47,15,432
134,T135,T135,Steve Lowery,3.56,16,450
135,T135,T135,Rory Sabbatini,3.56,16,450
136,137,137,Alex Cejka,3.57,18,504
137,138,138,Phil Mickelson,3.61,13,360
138,T139,T139,Justin Bolli,3.62,15,414
139,T139,T139,Ben Crane,3.62,15,414
140,T141,T141,James Driscoll,3.63,17,468
141,T141,T141,Michael Letzig,3.63,17,468
142,T143,T143,Hunter Mahan,3.7,16,432
143,T143,T143,Steve Marino,3.7,16,432
144,T143,T143,Ted Purdy,3.7,20,540
145,T143,T143,Jeev Milkha Singh,3.7,12,324
146,T143,T143,Charles Warren,3.7,14,378
147,T143,T143,Jay Williamson,3.7,16,432
148,T149,T149,Bill Lunde,3.77,19,504
149,T149,T149,Jeff Maggert,3.77,19,504
150,T149,T149,John Mallinger,3.77,19,504
151,T149,T149,Scott Piercy,3.77,19,504
152,T153,T153,Heath Slocum,3.78,17,450
153,T153,T153,Kevin Sutherland,3.78,17,450
154,155,155,K.J. Choi,3.79,15,396
155,T156,T156,Garth Mulroy,3.8,13,342
156,T156,T156,Michael Sim,3.8,13,342
157,T158,T158,Blake Adams,3.85,18,468
158,T158,T158,Greg Owen,3.85,18,468
159,T160,T160,Omar Uresti,3.91,19,486
160,T160,T160,Boo Weekley,3.91,19,486
161,T162,T162,Brenden Pappas,3.94,17,432
162,T162,T162,Josh Teater,3.94,22,558
163,T164,T164,Sergio Garcia,3.97,10,252
164,T164,T164,Greg Kraft,3.97,15,378
165,T164,T164,Mark Wilson,3.97,20,504
166,T167,T167,Jeff Gove,4.04,16,396
167,T167,T167,Vijay Singh,4.04,16,396
168,T169,T169,Henrik Bjornstad,4.06,19,468
169,T169,T169,Jonathan Byrd,4.06,19,468
170,T169,T169,Martin Flores,4.06,19,468
171,T169,T169,Martin Laird,4.06,19,468
172,T169,T169,Billy Mayfair,4.06,19,468
173,174,174,Troy Matteson,4.17,21,504
174,T175,T175,J.B. Holmes,4.27,20,468
175,T175,T175,Marc Leishman,4.27,20,468
