,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Zach Johnson,93,64.0,150,96
1,2,2,Ricky Barnes,103,63.29,158,100
2,3,3,Brad Faxon,58,63.08,65,41
3,4,4,Blake Adams,84,63.0,100,63
4,5,5,Matt Jones,89,62.77,137,86
5,6,6,George McNeill,79,62.3,122,76
6,7,7,Paul Casey,64,61.33,75,46
7,8,8,Troy Merritt,86,60.77,130,79
8,9,9,Jerod Turner,54,59.38,64,38
9,10,10,Ángel Cabrera,64,59.05,105,62
10,11,11,Chris Riley,73,58.77,114,67
11,12,12,Charles Howell III,103,58.74,143,84
12,13,13,Shaun Micheel,70,58.43,89,52
13,14,14,Retief Goosen,75,58.42,101,59
14,15,15,Michael Sim,64,58.33,96,56
15,16,16,Pat Perez,90,58.23,158,92
16,17,17,Mark Wilson,87,57.69,130,75
17,18,18,Steve Marino,81,57.6,125,72
18,19,19,Matt Kuchar,97,57.4,169,97
19,20,20,Brandt Snedeker,89,57.34,143,82
20,21,21,Bubba Watson,77,56.59,129,73
21,22,22,Jeff Quinney,91,56.16,146,82
22,23,23,Scott McCarron,90,56.03,141,79
23,24,24,Kevin Johnson,62,56.0,75,42
24,25,25,Brett Quigley,96,55.97,159,89
25,26,26,Alex Prugh,88,55.92,152,85
26,27,27,Ryan Moore,80,55.65,124,69
27,28,28,Jeff Overton,89,55.56,144,80
28,29,29,Michael Connell,89,55.33,150,83
29,30,30,Brian Gay,101,55.21,163,90
30,31,31,Richard Johnson,90,55.05,109,60
31,32,32,Greg Chalmers,93,55.0,140,77
32,33,33,Jimmy Walker,82,54.92,122,67
33,34,34,Henrik Bjornstad,72,54.81,104,57
34,T35,T35,Luke Donald,71,54.55,88,48
35,T35,T35,Dustin Johnson,83,54.55,143,78
36,T35,T35,Vijay Singh,75,54.55,121,66
37,38,38,Michael Letzig,84,54.36,149,81
38,T39,T39,Justin Leonard,89,54.35,138,75
39,T39,T39,Jeev Milkha Singh,59,54.35,92,50
40,41,41,Steve Elkington,74,54.05,111,60
41,42,42,Tom Gillis,97,53.8,158,85
42,T43,T43,Tim Clark,88,53.79,132,71
43,T43,T43,Carl Pettersson,99,53.79,145,78
44,T45,T45,Ernie Els,72,53.76,93,50
45,T45,T45,Geoff Ogilvy,62,53.76,93,50
46,47,47,Steve Stricker,73,53.72,121,65
47,48,48,Jonathan Byrd,85,53.61,166,89
48,49,49,John Mallinger,78,53.49,129,69
49,50,50,Robert Garrigus,71,53.39,118,63
50,51,51,Webb Simpson,98,53.37,163,87
51,52,52,Mathew Goggin,85,53.28,137,73
52,53,53,Charlie Wi,95,53.22,171,91
53,T54,T54,David Duval,71,53.13,96,51
54,T54,T54,Aron Price,70,53.13,128,68
55,56,56,J.B. Holmes,100,53.11,177,94
56,57,57,John Rollins,81,52.98,151,80
57,58,58,James Nitties,92,52.87,157,83
58,59,59,Mike Weir,59,52.86,70,37
59,60,60,Steve Flesch,78,52.73,110,58
60,61,61,Spencer Levin,110,52.69,186,98
61,62,62,Stewart Cink,84,52.54,118,62
62,63,63,Paul Stankowski,62,52.43,103,54
63,T64,T64,Ben Crane,85,52.34,128,67
64,T64,T64,Jim Furyk,76,52.34,107,56
65,66,66,Chris Tidland,77,52.25,111,58
66,67,67,Scott Piercy,88,52.23,157,82
67,68,68,David Toms,86,52.17,138,72
68,69,69,Tom Pernice Jr.,74,52.0,125,65
69,T70,T70,Briny Baird,87,51.97,152,79
70,T70,T70,Jason Day,82,51.97,127,66
71,T70,T70,Lucas Glover,75,51.97,127,66
72,73,73,Brian Stuard,81,51.94,129,67
73,74,74,Nick Watney,91,51.92,156,81
74,75,75,Kevin Na,94,51.91,131,68
75,T76,T76,Rich Barcelo,70,51.9,79,41
76,T76,T76,Kevin Streelman,90,51.9,158,82
77,78,78,Steve Wheatcroft,74,51.89,106,55
78,79,79,Matt Bettencourt,91,51.75,114,59
79,80,80,Jarrod Lyle,54,51.58,95,49
80,T81,T81,Stephen Ames,75,51.52,132,68
81,T81,T81,Phil Mickelson,76,51.52,132,68
82,83,83,Brent Delahoussaye,57,51.28,78,40
83,84,84,Nathan Green,86,51.24,121,62
84,85,85,Charles Warren,64,51.2,125,64
85,86,86,Paul Goydos,78,51.18,127,65
86,87,87,Justin Rose,78,51.16,129,66
87,88,88,Ryan Palmer,84,51.13,133,68
88,89,89,Dean Wilson,54,51.02,98,50
89,90,90,Camilo Villegas,78,51.0,100,51
90,91,91,Robert Allenby,76,50.94,106,54
91,92,92,Jason Bohn,84,50.64,156,79
92,93,93,Vaughn Taylor,87,50.56,178,90
93,94,94,Josh Teater,101,50.53,190,96
94,95,95,Brett Wetterich,54,50.48,105,53
95,96,96,Sean O'Hair,84,50.44,113,57
96,97,97,Martin Flores,75,50.4,125,63
97,T98,T98,Tim Herron,79,50.39,127,64
98,T98,T98,Hunter Mahan,85,50.39,129,65
99,T100,T100,Chad Collins,87,50.0,132,66
100,T100,T100,James Driscoll,78,50.0,124,62
101,T100,T100,Bryce Molder,84,50.0,136,68
102,T100,T100,Ted Purdy,86,50.0,134,67
103,T100,T100,John Senden,103,50.0,180,90
104,105,105,Tim Petrovic,105,49.71,171,85
105,106,106,Charley Hoffman,85,49.7,169,84
106,107,107,Chris Stroud,90,49.66,147,73
107,108,108,Scott Verplank,74,49.55,111,55
108,109,109,Chris Couch,66,49.51,103,51
109,110,110,Heath Slocum,97,49.34,152,75
110,111,111,Garth Mulroy,53,49.33,75,37
111,112,112,Garrett Willis,82,49.32,146,72
112,113,113,Kevin Stadler,86,49.29,140,69
113,114,114,John Merrick,109,49.13,173,85
114,115,115,Jerry Kelly,99,49.11,169,83
115,T116,T116,Ryuji Imada,90,49.06,159,78
116,T116,T116,Martin Laird,91,49.06,159,78
117,118,118,Freddie Jacobson,83,49.03,155,76
118,119,119,Kris Blanks,91,48.98,147,72
119,120,120,Joe Durant,67,48.62,109,53
120,121,121,Cameron Percy,73,48.54,103,50
121,122,122,Andres Romero,73,48.48,132,64
122,123,123,Graham DeLaet,88,48.44,128,62
123,124,124,Y.E. Yang,72,48.39,124,60
124,125,125,Jeff Maggert,76,48.15,108,52
