,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Robert Allenby,76,22.81,57,13
1,2,2,Charles Warren,64,22.37,76,17
2,3,3,Michael Sim,64,22.22,72,16
3,4,4,Zach Johnson,93,21.35,89,19
4,5,5,Matt Bettencourt,91,21.28,94,20
5,6,6,Chris Couch,66,21.05,76,16
6,7,7,Dean Wilson,54,20.63,63,13
7,8,8,Rory McIlroy,54,20.45,44,9
8,9,9,Paul Stankowski,62,19.54,87,17
9,10,10,Rich Barcelo,70,19.4,67,13
10,11,11,Jason Day,82,19.35,93,18
11,12,12,Paul Casey,64,19.18,73,14
12,13,13,Bryce Molder,84,19.15,94,18
13,14,14,Y.E. Yang,72,18.89,90,17
14,15,15,Kevin Na,94,18.75,96,18
15,16,16,Andres Romero,73,18.52,81,15
16,17,17,David Toms,86,18.29,82,15
17,18,18,Ernie Els,72,17.81,73,13
18,19,19,Chris Tidland,77,17.76,107,19
19,20,20,Matt Every,60,17.74,62,11
20,21,21,Adam Scott,70,17.65,68,12
21,22,22,Sergio Garcia,58,17.54,57,10
22,T23,T23,Michael Connell,89,17.53,97,17
23,T23,T23,Kevin Streelman,90,17.53,97,17
24,25,25,Jason Bohn,84,17.39,92,16
25,26,26,Kenny Perry,69,17.24,87,15
26,27,27,Rory Sabbatini,79,16.85,89,15
27,28,28,Stephen Ames,75,16.83,101,17
28,29,29,Brad Faxon,58,16.36,55,9
29,T30,T30,Ben Crane,85,16.09,87,14
30,T30,T30,Justin Rose,78,16.09,87,14
31,T32,T32,Hunter Mahan,85,16.05,81,13
32,T32,T32,Tom Pernice Jr.,74,16.05,81,13
33,34,34,Lucas Glover,75,16.0,75,12
34,35,35,Aaron Baddeley,94,15.84,101,16
35,36,36,Garrett Willis,82,15.79,95,15
36,37,37,Vijay Singh,75,15.71,70,11
37,38,38,Bo Van Pelt,104,15.7,121,19
38,39,39,Derek Lamely,81,15.66,83,13
39,40,40,Woody Austin,93,15.57,122,19
40,41,41,Nick Watney,91,15.29,85,13
41,42,42,Tom Gillis,97,15.08,126,19
42,43,43,Jeff Overton,89,15.05,93,14
43,44,44,Padraig Harrington,57,15.0,60,9
44,45,45,Martin Laird,91,14.95,107,16
45,46,46,Brandt Snedeker,89,14.89,94,14
46,47,47,Carl Pettersson,99,14.88,121,18
47,48,48,Justin Leonard,89,14.85,101,15
48,49,49,James Driscoll,78,14.74,95,14
49,50,50,Tim Clark,88,14.67,75,11
50,51,51,K.J. Choi,82,14.61,89,13
51,52,52,Robert Garrigus,71,14.55,55,8
52,53,53,Brett Quigley,96,14.49,138,20
53,T54,T54,Nathan Green,86,14.29,105,15
54,T54,T54,Andrew McLardy,52,14.29,49,7
55,T54,T54,Ryan Palmer,84,14.29,91,13
56,T54,T54,Ted Purdy,86,14.29,98,14
57,T54,T54,Jeev Milkha Singh,59,14.29,70,10
58,T54,T54,Camilo Villegas,78,14.29,63,9
59,T60,T60,Ryuji Imada,90,14.17,127,18
60,T60,T60,Jeff Quinney,91,14.17,127,18
61,62,62,Spencer Levin,110,14.08,142,20
62,63,63,Steve Lowery,67,14.04,57,8
63,64,64,Omar Uresti,74,13.95,86,12
64,65,65,Graham DeLaet,88,13.76,109,15
65,T66,T66,Chad Collins,87,13.68,95,13
66,T66,T66,Matt Jones,89,13.68,117,16
67,T66,T66,Michael Letzig,84,13.68,117,16
68,T66,T66,Brian Stuard,81,13.68,95,13
69,70,70,Scott McCarron,90,13.59,103,14
70,71,71,John Daly,63,13.56,59,8
71,72,72,Joe Durant,67,13.54,96,13
72,73,73,Steve Stricker,73,13.51,74,10
73,74,74,Stewart Cink,84,13.48,89,12
74,75,75,Brent Delahoussaye,57,13.43,67,9
75,76,76,Charlie Wi,95,13.39,127,17
76,77,77,Cameron Tringale,55,13.33,60,8
77,78,78,Cameron Beckman,68,13.27,98,13
78,79,79,Brett Wetterich,54,13.24,68,9
79,80,80,Cliff Kresge,50,13.11,61,8
80,81,81,Mark Wilson,87,13.08,107,14
81,82,82,Joe Ogilvie,99,13.04,115,15
82,83,83,Sean O'Hair,84,13.0,100,13
83,T84,T84,Trevor Immelman,55,12.96,54,7
84,T84,T84,Kevin Stadler,86,12.96,108,14
