,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Chad Collins,27.54,661,24
1,2,2,Shaun Micheel,27.95,531,19
2,3,3,Matt Bettencourt,27.97,811,29
3,4,4,Phil Mickelson,28.05,561,20
4,5,5,Padraig Harrington,28.06,477,17
5,6,6,Brian Gay,28.07,814,29
6,7,7,Dean Wilson,28.19,451,16
7,8,8,Mike Weir,28.22,508,18
8,9,9,Brandt Snedeker,28.23,734,26
9,10,10,Kevin Streelman,28.27,735,26
10,11,11,Greg Chalmers,28.3,764,27
11,12,12,Aaron Baddeley,28.38,738,26
12,13,13,Steve Stricker,28.39,511,18
13,14,14,Michael Sim,28.42,540,19
14,15,15,Kevin Na,28.44,711,25
15,16,16,Justin Rose,28.45,626,22
16,17,17,Ryuji Imada,28.46,797,28
17,18,18,Jeff Overton,28.5,684,24
18,19,19,Charlie Wi,28.52,770,27
19,T20,T20,Matt Jones,28.56,771,27
20,T20,T20,Skip Kendall,28.56,457,16
21,22,22,Paul Stankowski,28.69,459,16
22,23,23,Scott Verplank,28.7,574,20
23,24,24,Andres Romero,28.71,603,21
24,T25,T25,Michael Connell,28.74,661,23
25,T25,T25,Webb Simpson,28.74,891,31
26,27,27,Matt Kuchar,28.76,719,25
27,28,28,Ben Crane,28.77,633,22
28,29,29,Carl Pettersson,28.78,777,27
29,30,30,Alex Cejka,28.8,720,25
30,T31,T31,Brett Quigley,28.82,807,28
31,T31,T31,Jeff Quinney,28.82,807,28
32,33,33,David Toms,28.83,692,24
33,T34,T34,Blake Adams,28.84,721,25
34,T34,T34,Steve Elkington,28.84,548,19
35,36,36,Zach Johnson,28.88,693,24
36,T37,T37,Luke Donald,28.89,549,19
37,T37,T37,Nathan Green,28.89,780,27
38,39,39,Stuart Appleby,28.93,868,30
39,40,40,Jim Furyk,28.95,579,20
40,T41,T41,Freddie Jacobson,28.96,695,24
41,T41,T41,Kevin Sutherland,28.96,724,25
42,T43,T43,Jason Day,29.0,667,23
