,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
0,1,1,Paul Stankowski,62,10.46,239,25
1,2,2,Mark Calcavecchia,50,10.0,140,14
2,3,3,Boo Weekley,88,9.54,346,33
3,4,4,Jerod Turner,54,9.04,166,15
4,5,5,K.J. Choi,82,8.74,286,25
5,6,6,Chad Collins,87,8.68,334,29
6,T7,T7,Richard Johnson,90,8.52,352,30
7,T7,T7,Scott Piercy,88,8.52,364,31
8,9,9,Brad Faxon,58,8.49,212,18
9,10,10,Freddie Jacobson,83,8.38,334,28
10,11,11,Luke Donald,71,8.37,239,20
11,12,12,Troy Merritt,86,8.36,347,29
12,13,13,Blake Adams,84,8.33,372,31
13,14,14,Kevin Na,94,8.2,317,26
14,15,15,Shaun Micheel,70,8.12,234,19
15,16,16,Carl Pettersson,99,8.07,347,28
16,17,17,Johnson Wagner,85,8.0,350,28
17,18,18,David Lutterus,69,7.78,257,20
18,19,19,Steve Stricker,73,7.76,232,18
19,20,20,Andres Romero,73,7.69,325,25
20,21,21,Dustin Johnson,83,7.49,267,20
21,22,22,Derek Lamely,81,7.47,281,21
22,23,23,Stephen Ames,75,7.21,305,22
23,T24,T24,Robert Allenby,76,7.17,293,21
24,T24,T24,J.P. Hayes,79,7.17,265,19
25,26,26,Greg Chalmers,93,7.05,397,28
26,27,27,Brian Gay,101,6.97,330,23
27,28,28,J.B. Holmes,100,6.96,388,27
28,29,29,Jason Day,82,6.95,302,21
29,30,30,Pat Perez,90,6.74,341,23
30,31,31,Chris Tidland,77,6.73,312,21
31,32,32,Charlie Wi,95,6.67,375,25
32,33,33,Steve Elkington,74,6.62,287,19
33,34,34,Dean Wilson,54,6.6,212,14
34,T35,T35,Stewart Cink,84,6.58,304,20
35,T35,T35,Chris DiMarco,88,6.58,319,21
36,37,37,Webb Simpson,98,6.52,399,26
37,T38,T38,Jason Bohn,84,6.51,307,20
38,T38,T38,Geoff Ogilvy,62,6.51,215,14
39,T40,T40,Matt Every,60,6.5,200,13
40,T40,T40,Zach Johnson,93,6.5,323,21
41,42,42,Vaughn Taylor,87,6.49,339,22
42,T43,T43,Jeff Overton,89,6.44,295,19
43,T43,T43,Camilo Villegas,78,6.44,233,15
44,T45,T45,John Daly,63,6.42,187,12
45,T45,T45,Brian Stuard,81,6.42,296,19
46,47,47,Brett Quigley,96,6.38,423,27
47,48,48,Tom Gillis,97,6.35,394,25
48,T49,T49,Ben Crane,85,6.29,302,19
49,T49,T49,Jeff Quinney,91,6.29,286,18
50,51,51,Adam Scott,70,6.28,207,13
51,T52,T52,Chris Couch,66,6.27,255,16
52,T52,T52,Lee Janzen,77,6.27,287,18
53,54,54,Charley Hoffman,85,6.25,304,19
54,55,55,Bill Lunde,79,6.23,337,21
55,T56,T56,Padraig Harrington,57,6.13,163,10
56,T56,T56,Scott Verplank,74,6.13,212,13
57,58,58,D.A. Points,90,6.12,376,23
58,59,59,Bob Estes,79,6.09,312,19
59,60,60,Mathew Goggin,85,6.08,362,22
60,61,61,Daniel Chopra,74,6.04,331,20
61,62,62,Paul Casey,64,6.03,199,12
62,T63,T63,Bryce Molder,84,6.02,332,20
63,T63,T63,John Senden,103,6.02,415,25
64,65,65,Brendon de Jonge,114,6.01,383,23
65,66,66,Tim Herron,79,5.97,335,20
66,67,67,Aaron Baddeley,94,5.96,386,23
67,68,68,James Nitties,92,5.9,339,20
68,69,69,Matt Jones,89,5.88,374,22
69,T70,T70,Jay Williamson,76,5.84,257,15
70,T70,T70,Mark Wilson,87,5.84,394,23
71,72,72,Brent Delahoussaye,57,5.83,206,12
72,73,73,Rory McIlroy,54,5.77,156,9
