,Total_3_Putts_-_5-10_RANK THIS WEEK,Total_3_Putts_-_5-10_RANK LAST WEEK,Total_3_Putts_-_5-10_PLAYER NAME,Total_3_Putts_-_5-10_ROUNDS,Total_3_Putts_-_5-10_TOTAL 3 PUTTS 5'-10',Total_3_Putts_-_5-10_TOTAL 3 PUTTS
0,1,1,Jeff Maggert,76,7,48
1,T2,T2,Andres Romero,73,5,45
2,T2,T2,Vance Veazey,58,5,34
3,T4,T4,Woody Austin,93,4,51
4,T4,T4,John Daly,63,4,38
5,T4,T4,Brian Davis,101,4,55
6,T4,T4,Mathew Goggin,85,4,45
7,T4,T4,Freddie Jacobson,83,4,37
8,T4,T4,Steve Lowery,67,4,36
9,T4,T4,Will MacKenzie,72,4,46
10,T4,T4,Charlie Wi,95,4,43
11,T12,T12,Aaron Baddeley,94,3,30
12,T12,T12,Mathias Grönberg,61,3,46
13,T12,T12,David Lutterus,69,3,36
14,T12,T12,John Merrick,109,3,55
15,T12,T12,Geoff Ogilvy,62,3,29
16,T12,T12,Greg Owen,69,3,44
17,T12,T12,Tim Petrovic,105,3,45
18,T12,T12,Jeff Quinney,91,3,38
19,T12,T12,Rory Sabbatini,79,3,49
20,T12,T12,Kevin Stadler,86,3,46
21,T12,T12,Chris Stroud,90,3,41
22,T12,T12,Josh Teater,101,3,57
23,T12,T12,Garrett Willis,82,3,43
24,T25,T25,Blake Adams,84,2,42
25,T25,T25,Ricky Barnes,103,2,43
26,T25,T25,Cameron Beckman,68,2,40
27,T25,T25,Michael Bradley,77,2,38
28,T25,T25,Jonathan Byrd,85,2,55
29,T25,T25,Chad Campbell,94,2,32
30,T25,T25,Alex Cejka,81,2,42
31,T25,T25,Chris Couch,66,2,28
32,T25,T25,Brendon de Jonge,114,2,33
33,T25,T25,Bob Estes,79,2,38
34,T25,T25,Paul Goydos,78,2,40
35,T25,T25,Nathan Green,86,2,40
36,T25,T25,Tim Herron,79,2,41
37,T25,T25,Charley Hoffman,85,2,36
38,T25,T25,Lee Janzen,77,2,43
39,T25,T25,Kevin Johnson,62,2,27
40,T25,T25,Zach Johnson,93,2,25
41,T25,T25,Jerry Kelly,99,2,49
42,T25,T25,Martin Laird,91,2,51
43,T25,T25,Marc Leishman,87,2,39
44,T25,T25,Davis Love III,79,2,47
45,T25,T25,John Mallinger,78,2,42
