,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Mike Weir,27.89,502,18
1,T2,T2,Retief Goosen,28.0,504,18
2,T2,T2,Padraig Harrington,28.0,476,17
3,T2,T2,Brandt Snedeker,28.0,728,26
4,5,5,Matt Jones,28.07,758,27
5,6,6,Matt Every,28.18,479,17
6,7,7,Carl Pettersson,28.19,761,27
7,T8,T8,Paul Casey,28.25,452,16
8,T8,T8,Chad Collins,28.25,678,24
9,10,10,Scott McCarron,28.28,820,29
10,T11,T11,Ryuji Imada,28.29,792,28
11,T11,T11,Ian Poulter,28.29,396,14
12,13,13,Charlie Wi,28.3,764,27
13,14,14,Kevin Na,28.48,712,25
14,15,15,Steve Flesch,28.5,684,24
15,16,16,Daniel Chopra,28.54,799,28
16,T17,T17,Ángel Cabrera,28.56,514,18
17,T17,T17,Jeff Overton,28.56,714,25
18,19,19,Chris Couch,28.57,657,23
19,T20,T20,Paul Goydos,28.6,715,25
20,T20,T20,Derek Lamely,28.6,715,25
21,22,22,Skip Kendall,28.63,458,16
22,23,23,Jeff Quinney,28.64,802,28
23,24,24,Steve Stricker,28.67,516,18
24,T25,T25,Bryce Molder,28.72,718,25
25,T25,T25,Geoff Ogilvy,28.72,517,18
26,27,27,Jonathan Byrd,28.73,747,26
27,T28,T28,Tom Gillis,28.74,776,27
28,T28,T28,Nathan Green,28.74,776,27
29,T28,T28,Pat Perez,28.74,776,27
30,31,31,Mark Calcavecchia,28.79,403,14
31,32,32,Ryan Palmer,28.81,778,27
32,T33,T33,Stuart Appleby,28.83,865,30
33,T33,T33,Jason Day,28.83,663,23
34,T33,T33,David Duval,28.83,663,23
35,36,36,Matt Kuchar,28.84,721,25
36,37,37,Charles Howell III,28.85,779,27
37,T38,T38,Luke Donald,28.89,549,19
38,T38,T38,Scott Piercy,28.89,809,28
39,T40,T40,Matt Bettencourt,28.9,838,29
40,T40,T40,Steve Elkington,28.9,578,20
41,T40,T40,Brian Gay,28.9,838,29
42,T40,T40,Aron Price,28.9,578,20
43,T40,T40,Vance Veazey,28.9,607,21
44,T45,T45,Brad Faxon,28.91,636,22
45,T45,T45,Charley Hoffman,28.91,665,23
46,T45,T45,Chris Tidland,28.91,665,23
47,48,48,Dean Wilson,28.94,463,16
48,49,49,Bubba Watson,28.95,637,22
49,50,50,Aaron Baddeley,28.96,753,26
50,T51,T51,Rich Barcelo,29.0,667,23
51,T51,T51,Jeev Milkha Singh,29.0,493,17
52,T53,T53,George McNeill,29.04,784,27
53,T53,T53,Troy Merritt,29.04,813,28
54,55,55,Robert Allenby,29.05,581,20
55,T56,T56,Jimmy Walker,29.08,756,26
56,T56,T56,Steve Wheatcroft,29.08,727,25
57,58,58,Brian Davis,29.09,931,32
58,59,59,Andres Romero,29.1,611,21
59,60,60,Michael Letzig,29.12,757,26
60,61,61,Garrett Willis,29.13,670,23
61,T62,T62,K.J. Choi,29.14,612,21
62,T62,T62,James Nitties,29.14,816,28
63,T62,T62,Justin Rose,29.14,641,22
64,T65,T65,Jim Furyk,29.15,583,20
65,T65,T65,Vaughn Taylor,29.15,758,26
66,T65,T65,Y.E. Yang,29.15,583,20
67,68,68,Jason Bohn,29.16,729,25
68,T69,T69,Michael Connell,29.17,671,23
69,T69,T69,Ryan Moore,29.17,671,23
70,T69,T69,David Toms,29.17,700,24
71,T69,T69,Jerod Turner,29.17,525,18
72,73,73,Bo Van Pelt,29.18,817,28
73,74,74,Bob Estes,29.19,759,26
74,T75,T75,Freddie Jacobson,29.21,701,24
75,T75,T75,Shaun Micheel,29.21,555,19
76,T75,T75,Camilo Villegas,29.21,555,19
77,T78,T78,Rickie Fowler,29.25,819,28
78,T78,T78,Tom Pernice Jr.,29.25,585,20
79,80,80,Greg Chalmers,29.26,790,27
80,T81,T81,Lucas Glover,29.27,644,22
81,T81,T81,Rory McIlroy,29.27,439,15
82,T81,T81,John Rollins,29.27,761,26
83,84,84,Tim Petrovic,29.28,937,32
84,T85,T85,Ricky Barnes,29.29,820,28
85,T85,T85,Kevin Johnson,29.29,703,24
86,T85,T85,Zach Johnson,29.29,703,24
87,T88,T88,Brendon de Jonge,29.3,879,30
88,T88,T88,Chris DiMarco,29.3,674,23
89,T88,T88,Joe Ogilvie,29.3,879,30
90,91,91,Roland Thatcher,29.31,762,26
91,92,92,Tim Herron,29.32,645,22
92,T93,T93,John Daly,29.33,528,18
93,T93,T93,J.P. Hayes,29.33,704,24
94,95,95,Tim Clark,29.35,675,23
95,96,96,Ernie Els,29.37,558,19
96,T97,T97,Cameron Beckman,29.38,705,24
97,T97,T97,Justin Leonard,29.38,764,26
98,T97,T97,Scott Verplank,29.38,617,21
99,T100,T100,J.B. Holmes,29.42,765,26
100,T100,T100,Andrew McLardy,29.42,559,19
101,T100,T100,Michael Sim,29.42,559,19
102,T100,T100,Webb Simpson,29.42,912,31
103,104,104,Ben Crane,29.43,677,23
104,T105,T105,Martin Flores,29.44,736,25
105,T105,T105,Kevin Stadler,29.44,736,25
106,T105,T105,Brett Wetterich,29.44,471,16
107,108,108,Brent Delahoussaye,29.47,560,19
108,109,109,Chris Riley,29.5,649,22
109,T110,T110,Bill Haas,29.52,738,25
110,T110,T110,Will MacKenzie,29.52,679,23
111,T112,T112,James Driscoll,29.54,768,26
112,T112,T112,Rory Sabbatini,29.54,709,24
113,114,114,Blake Adams,29.56,739,25
114,115,115,Greg Owen,29.58,769,26
115,116,116,Martin Laird,29.62,770,26
116,T117,T117,Jarrod Lyle,29.63,474,16
117,T117,T117,Kenny Perry,29.63,563,19
118,T117,T117,Alex Prugh,29.63,800,27
119,T120,T120,Woody Austin,29.64,830,28
120,T120,T120,Dustin Johnson,29.64,652,22
121,122,122,Brian Stuard,29.65,771,26
122,T123,T123,Craig Bowden,29.67,534,18
123,T123,T123,Hunter Mahan,29.67,712,24
124,T123,T123,Steve Marino,29.67,712,24
125,126,126,Chris Stroud,29.68,742,25
126,127,127,Lee Janzen,29.69,772,26
127,T128,T128,J.J. Henry,29.72,743,25
128,T128,T128,Spencer Levin,29.72,862,29
129,T130,T130,Stephen Ames,29.73,654,22
130,T130,T130,Cliff Kresge,29.73,446,15
131,T130,T130,Marc Leishman,29.73,773,26
132,T133,T133,Greg Kraft,29.74,565,19
133,T133,T133,John Mallinger,29.74,803,27
134,135,135,Phil Mickelson,29.75,595,20
135,136,136,Ted Purdy,29.76,863,29
136,137,137,D.J. Trahan,29.78,804,27
137,138,138,Sergio Garcia,29.79,417,14
138,139,139,Brenden Pappas,29.82,656,22
139,140,140,Chris Wilson,29.83,716,24
140,T141,T141,Jason Dufner,29.84,746,25
141,T141,T141,Adam Scott,29.84,567,19
142,T143,T143,Mathias Grönberg,29.85,597,20
143,T143,T143,Jeff Maggert,29.85,776,26
144,T143,T143,Rod Pampling,29.85,776,26
145,T143,T143,Kevin Streelman,29.85,806,27
146,T143,T143,Johnson Wagner,29.85,806,27
147,148,148,Nick Watney,29.87,687,23
148,149,149,Heath Slocum,29.88,717,24
149,150,150,Jerry Kelly,29.89,837,28
150,T151,T151,Michael Bradley,29.91,688,23
151,T151,T151,Jay Williamson,29.91,658,22
152,153,153,Davis Love III,29.92,718,24
153,154,154,Vijay Singh,29.95,659,22
154,155,155,David Lutterus,29.96,689,23
155,T156,T156,Stewart Cink,30.0,660,22
156,T156,T156,Joe Durant,30.0,510,17
157,158,158,Ben Curtis,30.04,721,24
158,159,159,Paul Stankowski,30.06,481,16
159,T160,T160,Briny Baird,30.07,812,27
160,T160,T160,D.A. Points,30.07,872,29
161,T160,T160,Josh Teater,30.07,902,30
162,T163,T163,Steve Lowery,30.13,723,24
163,T163,T163,Cameron Percy,30.13,693,23
164,165,165,Robert Garrigus,30.15,603,20
165,166,166,Trevor Immelman,30.16,573,19
166,167,167,Nicholas Thompson,30.18,845,28
167,T168,T168,Justin Bolli,30.19,634,21
168,T168,T168,Bill Lunde,30.19,815,27
169,T168,T168,Mark Wilson,30.19,815,27
170,T171,T171,Omar Uresti,30.2,755,25
171,T171,T171,Boo Weekley,30.2,755,25
172,173,173,Brett Quigley,30.21,846,28
173,174,174,Alex Cejka,30.22,816,27
174,175,175,Richard Johnson,30.24,756,25
175,176,176,Chad Campbell,30.27,787,26
176,177,177,Garth Mulroy,30.29,515,17
177,178,178,John Senden,30.37,911,30
178,179,179,Sean O'Hair,30.38,729,24
179,180,180,Rocco Mediate,30.42,730,24
180,181,181,John Merrick,30.48,884,29
181,182,182,Cameron Tringale,30.5,610,20
182,T183,T183,Graham DeLaet,30.54,794,26
183,T183,T183,Roger Tambellini,30.54,733,24
184,185,185,Mathew Goggin,30.64,858,28
185,186,186,Kevin Sutherland,30.68,767,25
186,187,187,Henrik Bjornstad,30.75,738,24
187,188,188,Charles Warren,30.95,588,19
188,T189,T189,Kris Blanks,31.04,869,28
189,T189,T189,Billy Mayfair,31.04,745,24
190,191,191,Troy Matteson,31.21,874,28
191,192,192,Jeff Gove,31.35,627,20
