,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
139,140,140,D.J. Trahan,33.92,116,342
140,141,141,Michael Connell,33.89,122,360
141,T142,T142,Rich Barcelo,33.84,67,198
142,T142,T142,Brett Wetterich,33.84,67,198
143,144,144,Sergio Garcia,33.8,73,216
144,145,145,John Rollins,33.7,91,270
145,146,146,Tom Pernice Jr.,33.68,97,288
146,T147,T147,Craig Bowden,33.33,54,162
147,T147,T147,Chad Collins,33.33,108,324
148,T147,T147,Cliff Kresge,33.33,48,144
149,T147,T147,Greg Owen,33.33,60,180
150,T147,T147,Chris Wilson,33.33,42,126
151,152,152,Kevin Stadler,32.99,95,288
152,153,153,Mathew Goggin,32.96,89,270
153,154,154,Spencer Levin,32.87,142,432
154,T155,T155,Henrik Bjornstad,32.78,59,180
155,T155,T155,J.J. Henry,32.78,118,360
156,T157,T157,Trevor Immelman,32.72,53,162
157,T157,T157,Garrett Willis,32.72,106,324
158,159,159,Steve Elkington,32.59,88,270
159,T160,T160,Greg Kraft,32.41,35,108
160,T160,T160,Jeff Maggert,32.41,70,216
161,162,162,Boo Weekley,32.35,99,306
162,163,163,Mark Wilson,32.29,93,288
163,164,164,Omar Uresti,32.22,58,180
164,165,165,Jonathan Byrd,32.03,98,306
165,166,166,Brett Quigley,31.87,109,342
166,T167,T167,John Daly,31.75,80,252
167,T167,T167,Troy Matteson,31.75,80,252
168,169,169,Jeev Milkha Singh,31.67,57,180
169,170,170,David Duval,31.48,68,216
170,T171,T171,Garth Mulroy,31.25,45,144
171,T171,T171,Nicholas Thompson,31.25,90,288
172,T173,T173,Brad Faxon,30.95,39,126
173,T173,T173,Jay Williamson,30.95,78,252
174,T175,T175,Richard Johnson,30.86,100,324
175,T175,T175,Jerod Turner,30.86,50,162
176,177,177,Paul Stankowski,30.77,72,234
177,178,178,Cameron Beckman,30.56,55,180
178,179,179,Vance Veazey,30.16,38,126
179,180,180,Cameron Tringale,29.63,32,108
180,181,181,Chris Stroud,29.53,101,342
181,T182,T182,Skip Kendall,29.29,58,198
182,T182,T182,Steve Wheatcroft,29.29,58,198
183,184,184,Brent Delahoussaye,29.17,42,144
184,185,185,David Lutterus,28.89,52,180
185,186,186,Kris Blanks,28.13,81,288
186,187,187,Roger Tambellini,27.31,59,216
187,188,188,Steve Lowery,27.22,49,180
188,189,189,Jeff Gove,25.4,32,126
189,T190,T190,Mark Calcavecchia,25.31,41,162
190,T190,T190,Jarrod Lyle,25.31,41,162
191,192,192,Billy Mayfair,25.21,59,234
