,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Skip Kendall,58,76.6,188,144
1,2,2,Luke Donald,71,75.85,207,157
2,3,3,Dean Wilson,54,75.65,193,146
3,4,4,Brian Gay,101,75.44,342,258
4,5,5,Greg Chalmers,93,75.43,346,261
5,6,6,Zach Johnson,93,75.34,292,220
6,7,7,Pat Perez,90,74.64,351,262
7,8,8,James Driscoll,78,74.59,303,226
8,9,9,Paul Casey,64,74.38,160,119
9,10,10,Charles Howell III,103,74.34,343,255
10,11,11,Geoff Ogilvy,62,73.86,241,178
11,12,12,Matt Kuchar,97,73.72,312,230
12,13,13,Andres Romero,73,73.03,304,222
13,14,14,David Toms,86,72.98,285,208
14,15,15,Brandt Snedeker,89,72.96,318,232
15,16,16,Retief Goosen,75,72.95,207,151
16,17,17,Ryan Palmer,84,72.76,301,219
17,18,18,Brett Quigley,96,72.65,340,247
18,19,19,Chad Collins,87,72.64,296,215
19,20,20,Chris Riley,73,72.49,229,166
20,21,21,Aaron Baddeley,94,72.27,357,258
21,22,22,Carl Pettersson,99,72.26,328,237
22,23,23,Matt Bettencourt,91,72.24,317,229
23,T24,T24,Tim Clark,88,72.22,306,221
24,T24,T24,Steve Elkington,74,72.22,234,169
25,T24,T24,Matt Jones,89,72.22,342,247
26,27,27,Steve Wheatcroft,74,72.08,283,204
27,28,28,Nathan Green,86,71.93,374,269
28,29,29,George McNeill,79,71.75,308,221
29,30,30,Blake Adams,84,71.71,304,218
30,31,31,Daniel Chopra,74,71.58,278,199
31,32,32,Ernie Els,72,71.56,211,151
32,33,33,Jeff Overton,89,71.52,309,221
33,34,34,Cliff Kresge,50,71.28,195,139
34,T35,T35,Alex Prugh,88,71.26,348,248
