,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Ben Crane,85,29.21,89,26
1,2,2,Greg Kraft,52,28.0,50,14
2,3,3,Shaun Micheel,70,27.37,95,26
3,4,4,Ian Poulter,55,26.53,49,13
4,5,5,Greg Chalmers,93,25.58,129,33
5,6,6,Geoff Ogilvy,62,25.56,90,23
6,7,7,Paul Goydos,78,25.22,115,29
7,8,8,Vance Veazey,58,25.0,80,20
8,9,9,Ernie Els,72,24.66,73,18
9,10,10,Matt Kuchar,97,24.62,130,32
10,11,11,Tim Clark,88,24.56,114,28
11,T12,T12,Retief Goosen,75,24.49,98,24
12,T12,T12,Mike Weir,59,24.49,49,12
13,14,14,Matt Bettencourt,91,23.96,96,23
14,15,15,Nathan Green,86,23.74,139,33
15,16,16,Aron Price,70,23.47,98,23
16,17,17,Lee Janzen,77,23.33,120,28
17,18,18,Jay Williamson,76,23.28,116,27
18,19,19,Martin Flores,75,23.21,112,26
19,20,20,Rickie Fowler,98,23.08,130,30
20,21,21,Scott McCarron,90,22.66,128,29
21,22,22,Charlie Wi,95,22.45,147,33
22,23,23,Ryan Moore,80,22.31,121,27
23,24,24,Michael Connell,89,22.22,135,30
24,25,25,Steve Marino,81,21.85,119,26
25,26,26,Nick Watney,91,21.77,124,27
26,27,27,Aaron Baddeley,94,21.71,129,28
27,28,28,Justin Rose,78,21.57,102,22
28,29,29,Brandt Snedeker,89,21.48,135,29
29,30,30,Brad Faxon,58,21.21,66,14
30,T31,T31,Stephen Ames,75,21.1,109,23
31,T31,T31,David Duval,71,21.1,109,23
32,33,33,Charley Hoffman,85,20.95,105,22
33,34,34,Brendon de Jonge,114,20.86,163,34
34,35,35,Greg Owen,69,20.56,107,22
35,36,36,Jonathan Byrd,85,20.44,137,28
36,37,37,Roger Tambellini,77,20.19,104,21
37,38,38,Luke Donald,71,20.0,90,18
38,T39,T39,Troy Merritt,86,19.82,111,22
39,T39,T39,Bryce Molder,84,19.82,111,22
40,41,41,Joe Durant,67,19.79,96,19
41,42,42,Hunter Mahan,85,19.63,107,21
42,43,43,Tom Gillis,97,19.58,143,28
43,44,44,Brenden Pappas,66,19.54,87,17
44,45,45,Cameron Tringale,55,19.44,72,14
45,46,46,Cameron Beckman,68,19.39,98,19
46,T47,T47,J.P. Hayes,79,19.35,93,18
47,T47,T47,Ryuji Imada,90,19.35,124,24
48,49,49,Garrett Willis,82,19.3,114,22
49,50,50,Bill Haas,87,19.27,109,21
50,51,51,Rory Sabbatini,79,19.17,120,23
51,52,52,Tim Herron,79,19.15,94,18
52,53,53,Kevin Sutherland,86,18.98,137,26
53,54,54,Justin Leonard,89,18.9,127,24
