,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Brian Gay,101,7.91,775,98
1,2,2,Brandt Snedeker,89,7.9,703,89
2,3,3,Ryuji Imada,90,7.71,694,90
3,4,4,Charlie Wi,95,7.68,730,95
4,5,5,Mike Weir,59,7.65,436,57
5,6,6,Greg Chalmers,93,7.56,703,93
6,7,7,Padraig Harrington,57,7.48,419,56
7,8,8,Michael Sim,64,7.41,467,63
8,9,9,Luke Donald,71,7.4,503,68
9,10,10,Kevin Na,94,7.39,687,93
10,11,11,Matt Jones,89,7.36,655,89
11,T12,T12,Pat Perez,90,7.34,661,90
12,T12,T12,Scott Verplank,74,7.34,536,73
13,T14,T14,J.B. Holmes,100,7.32,732,100
14,T14,T14,David Toms,86,7.32,622,85
15,16,16,Nathan Green,86,7.3,628,86
16,17,17,Zach Johnson,93,7.29,663,91
17,18,18,Aaron Baddeley,94,7.28,684,94
18,T19,T19,Tom Gillis,97,7.27,705,97
19,T19,T19,Justin Rose,78,7.27,567,78
20,21,21,Brian Davis,101,7.26,733,101
21,T22,T22,Matt Kuchar,97,7.24,688,95
22,T22,T22,Ryan Palmer,84,7.24,608,84
23,24,24,Webb Simpson,98,7.23,709,98
24,25,25,Freddie Jacobson,83,7.22,599,83
25,26,26,Steve Stricker,73,7.21,519,72
26,27,27,Jeff Quinney,91,7.2,655,91
27,28,28,Tim Clark,88,7.19,611,85
28,29,29,Phil Mickelson,76,7.18,546,76
29,30,30,Geoff Ogilvy,62,7.17,430,60
30,31,31,Jim Furyk,76,7.14,528,74
31,T32,T32,Daniel Chopra,74,7.12,527,74
32,T32,T32,Paul Goydos,78,7.12,555,78
33,34,34,Charley Hoffman,85,7.11,604,85
34,35,35,Ben Crane,85,7.1,582,82
35,36,36,Ryan Moore,80,7.09,560,79
36,T37,T37,Justin Leonard,89,7.07,622,88
37,T37,T37,Scott McCarron,90,7.07,636,90
38,T39,T39,Troy Merritt,86,7.06,607,86
39,T39,T39,Bo Van Pelt,104,7.06,734,104
40,T41,T41,Paul Casey,64,7.05,409,58
41,T41,T41,Chris Couch,66,7.05,465,66
42,T41,T41,Andres Romero,73,7.05,515,73
43,T44,T44,Retief Goosen,75,7.04,500,71
44,T44,T44,Rory McIlroy,54,7.04,366,52
45,46,46,Matt Bettencourt,91,7.03,640,91
46,47,47,Ian Poulter,55,7.02,344,49
47,48,48,Stuart Appleby,101,7.01,708,101
48,49,49,Rory Sabbatini,79,6.99,545,78
49,50,50,Y.E. Yang,72,6.96,487,70
50,51,51,Michael Letzig,84,6.94,583,84
51,T52,T52,Jason Day,82,6.93,568,82
52,T52,T52,Ernie Els,72,6.93,485,70
53,T52,T52,Carl Pettersson,99,6.93,686,99
54,T52,T52,Camilo Villegas,78,6.93,499,72
55,T56,T56,Chad Collins,87,6.9,600,87
56,T56,T56,Marc Leishman,87,6.9,600,87
57,T56,T56,George McNeill,79,6.9,545,79
58,T59,T59,Rickie Fowler,98,6.89,675,98
59,T59,T59,Dustin Johnson,83,6.89,565,82
60,T59,T59,Bryce Molder,84,6.89,579,84
61,T62,T62,Jeff Overton,89,6.88,612,89
62,T62,T62,Scott Piercy,88,6.88,605,88
63,64,64,Matt Every,60,6.87,412,60
64,65,65,Nick Watney,91,6.86,604,88
65,T66,T66,Stephen Ames,75,6.85,507,74
66,T66,T66,Ricky Barnes,103,6.85,706,103
67,T66,T66,Stewart Cink,84,6.85,548,80
68,T66,T66,Tim Petrovic,105,6.85,719,105
69,T70,T70,Jason Bohn,84,6.79,570,84
70,T70,T70,James Driscoll,78,6.79,530,78
71,T70,T70,Kevin Streelman,90,6.79,611,90
72,T73,T73,Lee Janzen,77,6.77,521,77
73,T73,T73,John Mallinger,78,6.77,528,78
74,75,75,K.J. Choi,82,6.74,553,82
75,T76,T76,Ángel Cabrera,64,6.73,424,63
76,T76,T76,Steve Marino,81,6.73,545,81
77,T78,T78,Bob Estes,79,6.72,531,79
78,T78,T78,Vaughn Taylor,87,6.72,585,87
79,T80,T80,Martin Laird,91,6.7,610,91
80,T80,T80,Bubba Watson,77,6.7,516,77
81,T82,T82,Brad Faxon,58,6.69,388,58
82,T82,T82,Bill Haas,87,6.69,582,87
83,T84,T84,Hunter Mahan,85,6.68,561,84
84,T84,T84,Jimmy Walker,82,6.68,548,82
85,T86,T86,Jason Dufner,87,6.67,580,87
86,T86,T86,J.P. Hayes,79,6.67,527,79
87,T88,T88,Robert Allenby,76,6.66,493,74
88,T88,T88,James Nitties,92,6.66,613,92
