,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Brandt Snedeker,26.72,481,18
1,2,2,Justin Bolli,27.0,108,4
2,3,3,Carl Pettersson,27.39,493,18
3,T4,T4,Brian Gay,27.6,552,20
4,T4,T4,Kevin Johnson,27.6,138,5
5,6,6,Luke Donald,27.73,416,15
6,7,7,Troy Merritt,27.93,419,15
7,8,8,Ryuji Imada,27.94,475,17
8,T9,T9,Greg Chalmers,28.0,532,19
9,T9,T9,Webb Simpson,28.0,504,18
10,11,11,Geoff Ogilvy,28.08,337,12
11,T12,T12,Ernie Els,28.13,450,16
12,T12,T12,Scott Verplank,28.13,450,16
13,14,14,Justin Rose,28.18,479,17
14,15,15,Martin Flores,28.2,282,10
15,T16,T16,Justin Leonard,28.22,508,18
16,T16,T16,Brenden Pappas,28.22,254,9
17,18,18,Freddie Jacobson,28.28,509,18
18,19,19,Jim Furyk,28.29,481,17
19,T20,T20,Jeff Maggert,28.3,283,10
20,T20,T20,Mike Weir,28.3,283,10
21,22,22,Derek Lamely,28.31,368,13
22,T23,T23,Ryan Palmer,28.33,425,15
23,T23,T23,Pat Perez,28.33,510,18
24,T23,T23,Y.E. Yang,28.33,425,15
25,26,26,J.P. Hayes,28.38,369,13
26,T27,T27,Stephen Ames,28.5,456,16
27,T27,T27,Chris Riley,28.5,342,12
28,29,29,Tom Gillis,28.52,599,21
29,T30,T30,Bryce Molder,28.53,428,15
30,T30,T30,Ryan Moore,28.53,485,17
31,T30,T30,Johnson Wagner,28.53,428,15
32,T33,T33,Retief Goosen,28.56,514,18
33,T33,T33,Phil Mickelson,28.56,514,18
34,35,35,Charlie Wi,28.57,600,21
35,36,36,J.B. Holmes,28.58,686,24
36,T37,T37,Rich Barcelo,28.6,286,10
37,T37,T37,Charles Warren,28.6,286,10
38,39,39,Charley Hoffman,28.63,544,19
39,T40,T40,Chris Couch,28.64,315,11
40,T40,T40,Kevin Na,28.64,630,22
41,42,42,Matt Jones,28.65,487,17
42,43,43,Bill Haas,28.72,517,18
43,44,44,Zach Johnson,28.73,632,22
44,45,45,Josh Teater,28.74,546,19
45,46,46,Matt Kuchar,28.77,633,22
