,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,1,Troy Merritt,29,56
1,T2,T2,Stephen Ames,23,55
2,T2,T2,Ben Crane,24,55
3,T2,T2,Geoff Ogilvy,19,55
4,T2,T2,Charlie Wi,27,55
5,T6,T6,Paul Casey,17,54
6,T6,T6,Tom Gillis,27,54
7,T6,T6,Kevin Na,26,54
8,T6,T6,Jeff Overton,26,54
9,T6,T6,Andres Romero,21,54
10,T11,T11,Aaron Baddeley,26,53
11,T11,T11,Greg Chalmers,27,53
12,T11,T11,K.J. Choi,22,53
13,T11,T11,Chad Collins,26,53
14,T11,T11,Michael Connell,25,53
15,T11,T11,Chris Couch,23,53
16,T11,T11,Jason Day,24,53
17,T11,T11,Matt Every,18,53
18,T11,T11,Brad Faxon,23,53
19,T11,T11,Zach Johnson,25,53
20,T11,T11,Richard Johnson,27,53
21,T11,T11,Shaun Micheel,21,53
22,T11,T11,Bryce Molder,26,53
23,T11,T11,Ryan Palmer,27,53
24,T11,T11,Carl Pettersson,29,53
25,T11,T11,Scott Piercy,28,53
26,T11,T11,Steve Stricker,19,53
27,T11,T11,Chris Tidland,24,53
28,T11,T11,Dean Wilson,18,53
29,T30,T30,Blake Adams,26,52
30,T30,T30,Robert Allenby,22,52
31,T30,T30,Matt Bettencourt,32,52
32,T30,T30,Luke Donald,20,52
33,T30,T30,David Duval,24,52
34,T30,T30,Robert Garrigus,22,52
35,T30,T30,Nathan Green,27,52
36,T30,T30,Freddie Jacobson,24,52
37,T30,T30,Dustin Johnson,23,52
38,T30,T30,Matt Kuchar,26,52
39,T30,T30,Derek Lamely,28,52
40,T30,T30,George McNeill,28,52
41,T30,T30,James Nitties,30,52
42,T30,T30,D.A. Points,29,52
43,T30,T30,Jeff Quinney,29,52
44,T30,T30,Paul Stankowski,18,52
45,T30,T30,Brian Stuard,28,52
46,T30,T30,Steve Wheatcroft,27,52
47,T48,T48,Woody Austin,29,51
48,T48,T48,Mark Calcavecchia,16,51
49,T48,T48,Stewart Cink,23,51
50,T48,T48,Tim Clark,24,51
51,T48,T48,Brent Delahoussaye,21,51
52,T48,T48,Martin Flores,26,51
53,T48,T48,Brian Gay,30,51
54,T48,T48,Retief Goosen,19,51
55,T48,T48,J.P. Hayes,25,51
56,T48,T48,Steve Marino,24,51
57,T48,T48,Joe Ogilvie,32,51
58,T48,T48,Pat Perez,27,51
59,T48,T48,Ian Poulter,15,51
60,T48,T48,Aron Price,22,51
61,T48,T48,Justin Rose,22,51
62,T48,T48,Rory Sabbatini,26,51
63,T48,T48,Brandt Snedeker,26,51
64,T48,T48,David Toms,25,51
65,T48,T48,Boo Weekley,27,51
66,T48,T48,Y.E. Yang,21,51
67,T68,T68,Rich Barcelo,25,50
68,T68,T68,Jason Bohn,25,50
69,T68,T68,Daniel Chopra,28,50
70,T68,T68,John Daly,20,50
71,T68,T68,Brian Davis,32,50
72,T68,T68,James Driscoll,26,50
73,T68,T68,Lucas Glover,23,50
74,T68,T68,Paul Goydos,25,50
75,T68,T68,Tim Herron,24,50
76,T68,T68,Charley Hoffman,24,50
77,T68,T68,Ryuji Imada,28,50
78,T68,T68,Matt Jones,27,50
79,T68,T68,Justin Leonard,27,50
80,T68,T68,Michael Letzig,27,50
81,T68,T68,Bill Lunde,28,50
82,T68,T68,David Lutterus,25,50
83,T68,T68,Rory McIlroy,16,50
84,T68,T68,Sean O'Hair,25,50
85,T68,T68,Brett Quigley,29,50
86,T68,T68,Michael Sim,20,50
87,T68,T68,Kevin Streelman,28,50
88,T68,T68,Bo Van Pelt,28,50
89,T68,T68,Scott Verplank,22,50
90,T68,T68,Johnson Wagner,28,50
91,T68,T68,Nick Watney,24,50
92,T93,T93,Stuart Appleby,31,49
93,T93,T93,Cameron Beckman,25,49
94,T93,T93,Michael Bradley,24,49
95,T93,T93,Graham DeLaet,28,49
96,T93,T93,Bob Estes,26,49
97,T93,T93,Steve Flesch,25,49
98,T93,T93,Rickie Fowler,28,49
99,T93,T93,Mathew Goggin,28,49
100,T93,T93,Mathias Grönberg,22,49
101,T93,T93,J.B. Holmes,26,49
102,T93,T93,Trevor Immelman,19,49
103,T93,T93,Skip Kendall,18,49
104,T93,T93,Jeff Maggert,28,49
105,T93,T93,Hunter Mahan,25,49
106,T93,T93,Scott McCarron,29,49
107,T93,T93,Ryan Moore,24,49
108,T93,T93,Brenden Pappas,24,49
