,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
109,T93,T93,John Rollins,26,49
110,T93,T93,Webb Simpson,31,49
111,T93,T93,Chris Stroud,27,49
112,T93,T93,Vaughn Taylor,26,49
113,T93,T93,Jerod Turner,21,49
114,T93,T93,Jimmy Walker,27,49
115,T93,T93,Brett Wetterich,16,49
116,T93,T93,Jay Williamson,24,49
117,T93,T93,Garrett Willis,24,49
118,T93,T93,Mark Wilson,28,49
119,T120,T120,Jonathan Byrd,26,48
120,T120,T120,Brendon de Jonge,32,48
121,T120,T120,Chris DiMarco,25,48
122,T120,T120,Joe Durant,19,48
123,T120,T120,Steve Elkington,22,48
124,T120,T120,Ernie Els,20,48
125,T120,T120,Lee Janzen,26,48
126,T120,T120,Greg Kraft,22,48
127,T120,T120,Will MacKenzie,23,48
128,T120,T120,John Mallinger,29,48
129,T120,T120,Phil Mickelson,20,48
130,T120,T120,Tom Pernice Jr.,22,48
131,T120,T120,Kenny Perry,20,48
132,T120,T120,Alex Prugh,28,48
133,T120,T120,Adam Scott,20,48
134,T120,T120,John Senden,30,48
135,T120,T120,Bubba Watson,22,48
136,T137,T137,Briny Baird,28,47
137,T137,T137,Henrik Bjornstad,26,47
138,T137,T137,Ángel Cabrera,19,47
139,T137,T137,Alex Cejka,28,47
140,T137,T137,Ben Curtis,24,47
141,T137,T137,Jim Furyk,21,47
142,T137,T137,Bill Haas,25,47
143,T137,T137,Padraig Harrington,18,47
144,T137,T137,Charles Howell III,28,47
145,T137,T137,Jerry Kelly,29,47
146,T137,T137,Martin Laird,26,47
147,T137,T137,Marc Leishman,26,47
148,T137,T137,Spencer Levin,31,47
149,T137,T137,Steve Lowery,25,47
150,T137,T137,Andrew McLardy,21,47
151,T137,T137,Tim Petrovic,32,47
152,T137,T137,Ted Purdy,30,47
153,T137,T137,Chris Riley,24,47
154,T137,T137,Vijay Singh,24,47
155,T137,T137,Kevin Stadler,28,47
156,T137,T137,Kevin Sutherland,25,47
157,T137,T137,Josh Teater,31,47
158,T137,T137,Roland Thatcher,26,47
159,T137,T137,D.J. Trahan,27,47
160,T137,T137,Vance Veazey,23,47
161,T137,T137,Camilo Villegas,20,47
162,T137,T137,Charles Warren,21,47
163,T164,T164,Ricky Barnes,28,46
164,T164,T164,Craig Bowden,20,46
165,T164,T164,Chad Campbell,28,46
166,T164,T164,Jason Dufner,25,46
167,T164,T164,J.J. Henry,27,46
168,T164,T164,Kevin Johnson,26,46
169,T164,T164,Davis Love III,24,46
170,T164,T164,Jarrod Lyle,18,46
171,T164,T164,Troy Matteson,28,46
172,T164,T164,Billy Mayfair,26,46
173,T164,T164,Greg Owen,27,46
174,T164,T164,Jeev Milkha Singh,19,46
175,T164,T164,Heath Slocum,25,46
176,T164,T164,Cameron Tringale,22,46
177,T164,T164,Mike Weir,19,46
178,T179,T179,Kris Blanks,30,45
179,T179,T179,Cliff Kresge,17,45
180,T179,T179,Rocco Mediate,25,45
181,T179,T179,John Merrick,31,45
182,T179,T179,Rod Pampling,26,45
183,T179,T179,Cameron Percy,25,45
184,T179,T179,Nicholas Thompson,29,45
185,T179,T179,Chris Wilson,26,45
186,T187,T187,Justin Bolli,23,44
187,T187,T187,Garth Mulroy,19,44
188,T187,T187,Roger Tambellini,26,44
189,T190,T190,Sergio Garcia,15,43
190,T190,T190,Jeff Gove,22,43
191,192,192,Omar Uresti,27,42
