,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
37,T37,T37,Paul Goydos,78,1.7590000000000001,1629,926,29.47,T134
38,T37,T37,Scott Verplank,74,1.7590000000000001,1476,839,28.76,168
39,T40,T40,Scott Piercy,88,1.76,1889,1073,30.65,82
40,T40,T40,Justin Rose,78,1.76,1639,931,30.75,119
41,T42,T42,Shaun Micheel,70,1.761,1270,721,28.51,163
42,T42,T42,Pat Perez,90,1.761,1967,1117,30.73,T43
43,T42,T42,Mike Weir,59,1.761,1046,594,28.47,192
44,45,45,Phil Mickelson,76,1.7619999999999998,1570,891,32.81,155
45,T46,T46,George McNeill,79,1.7630000000000001,1655,939,30.56,128
46,T46,T46,Bubba Watson,77,1.7630000000000001,1675,950,32.03,55
47,T46,T46,Dean Wilson,54,1.7630000000000001,1051,596,28.02,42
48,T49,T49,Charles Howell III,103,1.764,2156,1222,27.46,54
49,T49,T49,Nick Watney,91,1.764,1946,1103,31.57,30
50,T49,T49,Y.E. Yang,72,1.764,1466,831,30.24,T134
51,52,52,Spencer Levin,110,1.765,2265,1283,28.76,23
52,T53,T53,Retief Goosen,75,1.766,1489,843,29.69,133
53,T53,T53,Freddie Jacobson,83,1.766,1789,1013,29.12,78
54,T53,T53,Bryce Molder,84,1.766,1660,940,28.68,T152
55,T56,T56,Jim Furyk,76,1.767,1580,894,28.33,93
56,T56,T56,Dustin Johnson,83,1.767,1772,1003,32.57,T70
57,T56,T56,Vaughn Taylor,87,1.767,1891,1070,29.64,59
58,T59,T59,Rich Barcelo,70,1.768,1257,711,28.21,186
59,T59,T59,Chris DiMarco,88,1.768,1802,1019,26.65,91
60,T59,T59,Ernie Els,72,1.768,1512,855,29.51,T75
61,T59,T59,Ryan Moore,80,1.768,1676,948,29.92,T104
62,T59,T59,Alex Prugh,88,1.768,1878,1062,30.25,53
63,T59,T59,Rory Sabbatini,79,1.768,1614,913,32.13,101
64,T59,T59,Jerod Turner,54,1.768,863,488,28.89,191
65,66,66,Steve Flesch,78,1.7690000000000001,1479,836,27.92,176
66,T67,T67,Blake Adams,84,1.77,1743,985,28.44,T102
67,T67,T67,Robert Allenby,76,1.77,1607,908,29.46,67
68,T67,T67,J.B. Holmes,100,1.77,2087,1179,31.8,144
69,T67,T67,Steve Marino,81,1.77,1742,984,30.31,T88
70,T67,T67,Jimmy Walker,82,1.77,1637,925,29.22,138
71,72,72,Stephen Ames,75,1.771,1599,903,27.72,T79
72,T73,T73,David Duval,71,1.7719999999999998,1455,821,28.87,124
73,T73,T73,Matt Every,60,1.7719999999999998,1198,676,31.95,162
74,T75,T75,Michael Connell,89,1.7730000000000001,1730,976,29.16,95
75,T75,T75,Steve Elkington,74,1.7730000000000001,1491,841,26.61,47
76,T77,T77,K.J. Choi,82,1.774,1707,962,28.93,T56
77,T77,T77,Bill Haas,87,1.774,1942,1095,29.21,21
78,T79,T79,Chris Riley,73,1.775,1441,812,27.13,92
79,T79,T79,Steve Wheatcroft,74,1.775,1338,754,29.75,170
80,T81,T81,Ricky Barnes,103,1.776,2247,1265,28.84,62
81,T81,T81,Daniel Chopra,74,1.776,1458,821,28.94,187
82,T81,T81,James Nitties,92,1.776,1827,1029,29.77,116
83,T81,T81,Joe Ogilvie,99,1.776,1964,1106,28.88,125
84,T81,T81,Tim Petrovic,105,1.776,2227,1254,27.93,118
85,T81,T81,Bo Van Pelt,104,1.776,2302,1296,30.4,37
86,T87,T87,Stewart Cink,84,1.777,1756,988,29.37,52
87,T87,T87,Jason Day,82,1.777,1775,999,28.89,T84
88,T89,T89,Stuart Appleby,101,1.778,1959,1102,28.61,185
89,T89,T89,Aron Price,70,1.778,1444,812,29.1,10
90,T91,T91,Rickie Fowler,98,1.7790000000000001,2194,1233,28.09,22
91,T91,T91,Michael Letzig,84,1.7790000000000001,1827,1027,30.05,T72
92,T91,T91,Kevin Stadler,86,1.7790000000000001,1697,954,29.77,T70
93,T91,T91,Brian Stuard,81,1.7790000000000001,1562,878,27.45,158
94,95,95,Garrett Willis,82,1.78,1746,981,28.88,24
95,T96,T96,Nathan Green,86,1.781,1742,978,28.07,174
96,T96,T96,Andres Romero,73,1.781,1523,855,28.91,157
97,98,98,Scott McCarron,90,1.7819999999999998,1900,1066,28.15,140
98,99,99,Lucas Glover,75,1.7830000000000001,1601,898,30.1,90
99,100,100,Tom Pernice Jr.,74,1.785,1480,829,25.81,25
100,T101,T101,Woody Austin,93,1.786,1943,1088,28.29,T72
101,T101,T101,Brian Davis,101,1.786,2048,1147,27.69,175
102,T101,T101,Martin Flores,75,1.786,1479,828,29.14,161
103,T101,T101,Robert Garrigus,71,1.786,1413,791,31.31,86
104,T101,T101,Chris Tidland,77,1.786,1557,872,28.13,117
105,T101,T101,Johnson Wagner,85,1.786,1777,995,28.13,61
106,T107,T107,James Driscoll,78,1.787,1676,938,28.31,97
107,T107,T107,Joe Durant,67,1.787,1412,790,27.03,3
108,T109,T109,John Daly,63,1.788,1162,650,29.89,142
109,T109,T109,Brenden Pappas,66,1.788,1327,742,26.89,115
110,111,111,Skip Kendall,58,1.7890000000000001,1007,563,26.47,179
111,T112,T112,Brett Quigley,96,1.79,2146,1199,27.57,16
112,T112,T112,Vijay Singh,75,1.79,1636,914,28.76,51
113,T112,T112,D.J. Trahan,92,1.79,2112,1180,29.65,7
114,T115,T115,J.J. Henry,92,1.791,1861,1039,25.97,46
115,T115,T115,Lee Janzen,77,1.791,1680,938,26.84,T84
116,T115,T115,John Mallinger,78,1.791,1644,918,27.48,94
117,T115,T115,Josh Teater,101,1.791,2196,1226,27.64,45
118,119,119,Marc Leishman,87,1.7919999999999998,1871,1044,28.95,T104
119,T120,T120,Richard Johnson,90,1.7930000000000001,1813,1011,25.22,58
120,T120,T120,Jerry Kelly,99,1.7930000000000001,2069,1154,26.87,T88
121,T120,T120,Jeff Maggert,76,1.7930000000000001,1465,817,26.75,100
122,T123,T123,Chad Campbell,94,1.794,2074,1156,26.69,39
123,T123,T123,Martin Laird,91,1.794,1993,1111,28.92,77
124,T123,T123,Derek Lamely,81,1.794,1500,836,27.97,183
125,T123,T123,John Rollins,81,1.794,1783,994,29.39,66
126,T123,T123,Jeev Milkha Singh,59,1.794,1096,611,25.94,T152
127,128,128,Rory McIlroy,54,1.795,1113,620,28.76,120
128,T129,T129,Jonathan Byrd,85,1.796,1924,1071,28.06,20
129,T129,T129,Tim Herron,79,1.796,1570,874,27.84,113
130,T129,T129,John Merrick,109,1.796,2293,1277,27.8,14
131,T132,T132,Steve Lowery,67,1.797,1335,743,26.05,143
132,T132,T132,Hunter Mahan,85,1.797,1865,1038,28.31,T49
133,T132,T132,Camilo Villegas,78,1.797,1538,856,29.01,127
134,135,135,Kevin Johnson,62,1.798,1133,630,25.08,180
135,T136,T136,Ángel Cabrera,64,1.7990000000000002,1342,746,28.86,141
136,T136,T136,Ted Purdy,86,1.7990000000000002,1698,944,27.78,167
137,T136,T136,Adam Scott,70,1.7990000000000002,1533,852,29.52,31
138,T136,T136,Kevin Sutherland,86,1.7990000000000002,2004,1114,26.26,2
139,T140,T140,Michael Bradley,77,1.8,1624,902,26.19,T49
140,T140,T140,Alex Cejka,81,1.8,1705,947,26.41,109
141,T140,T140,Ben Curtis,78,1.8,1719,955,24.5,69
142,T140,T140,Bob Estes,79,1.8,1735,964,26.79,T79
143,T140,T140,Rod Pampling,77,1.8,1620,900,25.56,159
144,T140,T140,Jay Williamson,76,1.8,1519,844,26.69,T43
145,146,146,Brett Wetterich,54,1.801,1192,662,28.9,68
146,147,147,Heath Slocum,97,1.8019999999999998,2099,1165,26.61,32
147,148,148,Nicholas Thompson,88,1.8030000000000002,1850,1026,27.19,T75
148,T149,T149,Henrik Bjornstad,72,1.804,1481,821,27.8,38
149,T149,T149,Ian Poulter,55,1.804,994,551,26.13,181
150,T149,T149,Vance Veazey,58,1.804,1059,587,26.5,177
151,T152,T152,Chris Stroud,90,1.805,1847,1023,27.3,36
152,T152,T152,Charles Warren,64,1.805,1352,749,29.91,4
153,T152,T152,Mark Wilson,87,1.805,1895,1050,25.17,12
154,T155,T155,Briny Baird,87,1.807,1874,1037,24.64,33
155,T155,T155,Cameron Beckman,68,1.807,1377,762,25.59,122
156,T155,T155,Will MacKenzie,72,1.807,1605,888,27.31,T56
157,158,158,D.A. Points,90,1.808,1989,1100,27.01,74
158,T159,T159,Sergio Garcia,58,1.8090000000000002,1120,619,28.2,123
159,T159,T159,Andrew McLardy,52,1.8090000000000002,1031,570,24.78,132
160,T159,T159,Greg Owen,69,1.8090000000000002,1550,857,26.67,41
161,162,162,Jarrod Lyle,54,1.81,979,541,26.67,T149
162,T163,T163,Jason Dufner,87,1.8119999999999998,1892,1044,27.76,T104
163,T163,T163,John Senden,103,1.8119999999999998,2435,1344,25.84,1
164,165,165,Chris Wilson,65,1.8130000000000002,1218,672,26.27,173
165,166,166,Brent Delahoussaye,57,1.814,1112,613,23.0,98
166,T167,T167,Graham DeLaet,88,1.815,1909,1052,29.71,6
167,T167,T167,Cliff Kresge,50,1.815,1002,552,25.77,T104
168,T167,T167,Davis Love III,79,1.815,1813,999,27.29,13
169,T170,T170,Sean O'Hair,84,1.817,1830,1007,26.77,T63
170,T170,T170,Boo Weekley,88,1.817,1833,1009,25.72,T17
171,172,172,Cameron Percy,73,1.818,1567,862,27.18,11
172,T173,T173,Bill Lunde,79,1.819,1617,889,25.93,139
173,T173,T173,Garth Mulroy,53,1.819,1124,618,27.35,T17
174,T173,T173,Omar Uresti,74,1.819,1519,835,22.87,T63
175,176,176,Rocco Mediate,71,1.821,1568,861,24.03,35
176,177,177,Mark Calcavecchia,50,1.8219999999999998,902,495,27.94,T145
177,178,178,David Lutterus,69,1.824,1330,729,24.9,166
178,T179,T179,Mathew Goggin,85,1.825,1947,1067,24.77,26
179,T179,T179,Kenny Perry,69,1.825,1542,845,24.88,40
180,181,181,Troy Matteson,84,1.828,1974,1080,25.42,5
181,T182,T182,Greg Kraft,52,1.829,918,502,23.71,188
182,T182,T182,Roland Thatcher,72,1.829,1562,854,25.44,136
183,T184,T184,Craig Bowden,56,1.831,1053,575,22.96,178
184,T184,T184,Mathias Grönberg,61,1.831,1210,661,27.84,99
185,186,186,Kris Blanks,91,1.8319999999999999,1947,1063,25.05,8
186,187,187,Trevor Immelman,55,1.8330000000000002,1199,654,24.54,126
187,T188,T188,Justin Bolli,55,1.834,1049,572,23.99,160
188,T188,T188,Cameron Tringale,55,1.834,1135,619,25.4,15
189,190,190,Billy Mayfair,78,1.835,1611,878,25.03,29
190,191,191,Roger Tambellini,77,1.8419999999999999,1595,866,23.5,27
191,192,192,Jeff Gove,57,1.85,1184,640,22.85,28
