,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Stephen Ames,75,"8' 5""",4063.667,482
1,2,2,Richard Johnson,90,"8' 4""",3946.333,474
2,3,3,Paul Stankowski,62,"8' 2""",2925.0,359
3,T4,T4,Robert Allenby,76,"8' 1""",3333.167,413
4,T4,T4,Ben Crane,85,"8' 1""",3839.5,475
5,T6,T6,Paul Casey,64,"8' 0""",2581.417,324
6,T6,T6,Brent Delahoussaye,57,"8' 0""",2423.0,302
7,T6,T6,Matt Every,60,"8' 0""",2898.083,364
8,T6,T6,Chris Tidland,77,"8' 0""",3712.75,463
9,T6,T6,Boo Weekley,88,"8' 0""",3787.083,473
10,T11,T11,Blake Adams,84,"7' 11""",3989.0,506
11,T11,T11,Troy Merritt,86,"7' 11""",4438.0,561
12,T13,T13,K.J. Choi,82,"7' 10""",3437.0,437
13,T13,T13,Jason Day,82,"7' 10""",3909.0,500
14,T13,T13,Brad Faxon,58,"7' 10""",2708.5,344
15,T13,T13,Mathew Goggin,85,"7' 10""",3508.333,450
16,T13,T13,David Lutterus,69,"7' 10""",2829.917,363
17,T13,T13,Bryce Molder,84,"7' 10""",4125.417,528
18,T13,T13,Kevin Na,94,"7' 10""",4451.167,571
19,T13,T13,Geoff Ogilvy,62,"7' 10""",2855.917,363
20,T13,T13,D.A. Points,90,"7' 10""",4000.333,508
21,T13,T13,Brett Quigley,96,"7' 10""",4397.667,563
22,T13,T13,Andres Romero,73,"7' 10""",3956.417,507
23,T13,T13,Brian Stuard,81,"7' 10""",3846.5,491
24,T25,T25,Tom Gillis,97,"7' 9""",5125.917,659
25,T25,T25,Scott Piercy,88,"7' 9""",4342.75,559
26,T25,T25,Johnson Wagner,85,"7' 9""",3881.917,500
27,T25,T25,Charlie Wi,95,"7' 9""",5335.3330000000005,687
28,T25,T25,Jay Williamson,76,"7' 9""",3075.75,397
29,T30,T30,Jason Bohn,84,"7' 8""",3920.167,512
30,T30,T30,Mark Calcavecchia,50,"7' 8""",1637.6670000000001,213
31,T30,T30,Stewart Cink,84,"7' 8""",3563.5,464
32,T30,T30,Michael Connell,89,"7' 8""",4257.917,557
33,T30,T30,Chris Couch,66,"7' 8""",3209.083,417
34,T30,T30,Robert Garrigus,71,"7' 8""",3096.667,405
35,T30,T30,Dustin Johnson,83,"7' 8""",3507.333,456
36,T30,T30,Ryan Palmer,84,"7' 8""",3982.167,522
37,T30,T30,Carl Pettersson,99,"7' 8""",4798.083,628
38,T30,T30,Aron Price,70,"7' 8""",3158.667,412
39,T30,T30,John Senden,103,"7' 8""",4123.833,536
40,T30,T30,Steve Stricker,73,"7' 8""",3165.5,412
41,T30,T30,Kevin Sutherland,86,"7' 8""",3672.083,477
42,T30,T30,Brett Wetterich,54,"7' 8""",2611.417,340
43,T30,T30,Mark Wilson,87,"7' 8""",3938.083,511
44,T45,T45,Aaron Baddeley,94,"7' 7""",4875.333,645
45,T45,T45,Henrik Bjornstad,72,"7' 7""",2675.333,354
46,T45,T45,Brendon de Jonge,114,"7' 7""",4559.25,602
47,T45,T45,Joe Durant,67,"7' 7""",2755.167,364
48,T45,T45,David Duval,71,"7' 7""",2944.75,388
49,T45,T45,Bob Estes,79,"7' 7""",3619.25,479
50,T45,T45,J.P. Hayes,79,"7' 7""",3577.333,474
51,T45,T45,Trevor Immelman,55,"7' 7""",2156.25,283
52,T45,T45,Derek Lamely,81,"7' 7""",3417.333,450
53,T45,T45,Shaun Micheel,70,"7' 7""",2923.833,385
54,T45,T45,James Nitties,92,"7' 7""",4372.417,578
55,T45,T45,Jeff Overton,89,"7' 7""",3994.667,527
56,T45,T45,Adam Scott,70,"7' 7""",2667.75,352
57,T45,T45,Dean Wilson,54,"7' 7""",2603.833,342
58,T59,T59,Michael Bradley,77,"7' 6""",3362.917,446
59,T59,T59,Greg Chalmers,93,"7' 6""",4944.083,661
60,T59,T59,Chad Collins,87,"7' 6""",4253.167,565
61,T59,T59,John Daly,63,"7' 6""",2338.583,311
62,T59,T59,Martin Flores,75,"7' 6""",3318.0,442
63,T59,T59,Freddie Jacobson,83,"7' 6""",4175.917,557
64,T59,T59,Zach Johnson,93,"7' 6""",4270.917,567
65,T59,T59,Troy Matteson,84,"7' 6""",3413.75,456
66,T59,T59,George McNeill,79,"7' 6""",3686.083,492
67,T59,T59,Sean O'Hair,84,"7' 6""",3196.667,428
68,T59,T59,Joe Ogilvie,99,"7' 6""",4490.583,599
69,T59,T59,Chris Stroud,90,"7' 6""",3555.833,472
70,T59,T59,Vaughn Taylor,87,"7' 6""",3960.417,531
71,T59,T59,Steve Wheatcroft,74,"7' 6""",3014.75,404
72,T59,T59,Y.E. Yang,72,"7' 6""",3075.167,410
73,T74,T74,Cameron Beckman,68,"7' 5""",2871.917,389
74,T74,T74,Jonathan Byrd,85,"7' 5""",4052.833,547
75,T74,T74,Lucas Glover,75,"7' 5""",2964.417,400
