,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Greg Chalmers,93,52.18,596,311
1,2,2,Paul Casey,64,51.74,288,149
2,3,3,Luke Donald,71,51.6,343,177
3,4,4,Matt Kuchar,97,51.53,491,253
4,5,5,Brandt Snedeker,89,50.94,532,271
5,6,6,Charlie Wi,95,50.8,622,316
6,7,7,George McNeill,79,50.79,504,256
7,8,8,Retief Goosen,75,50.73,343,174
8,9,9,Matt Jones,89,50.66,531,269
9,10,10,Brian Gay,101,50.53,570,288
10,11,11,Pat Perez,90,50.27,559,281
11,12,12,Ryuji Imada,90,50.0,560,280
12,T13,T13,Chad Collins,87,49.9,505,252
13,T13,T13,Zach Johnson,93,49.9,525,262
14,15,15,Troy Merritt,86,49.74,567,282
15,16,16,Michael Sim,64,49.59,363,180
16,17,17,Carl Pettersson,99,49.27,548,270
17,18,18,Ian Poulter,55,49.08,218,107
18,19,19,Steve Stricker,73,48.94,378,185
19,20,20,J.B. Holmes,100,48.89,630,308
20,21,21,Ricky Barnes,103,48.74,593,289
21,22,22,Steve Marino,81,48.73,433,211
22,23,23,Dean Wilson,54,48.63,329,160
23,24,24,Y.E. Yang,72,48.59,426,207
24,25,25,Geoff Ogilvy,62,48.56,381,185
25,26,26,Ryan Moore,80,48.54,410,199
26,27,27,Charles Howell III,103,48.44,576,279
27,28,28,Daniel Chopra,74,48.24,454,219
28,29,29,Alex Prugh,88,48.23,564,272
29,30,30,Bryce Molder,84,48.09,497,239
30,31,31,Jeff Overton,89,48.08,522,251
31,32,32,Justin Rose,78,47.92,480,230
32,33,33,Kevin Na,94,47.88,518,248
33,34,34,Nathan Green,86,47.86,562,269
34,35,35,Steve Wheatcroft,74,47.84,439,210
35,36,36,Tom Gillis,97,47.83,623,298
36,37,37,Aaron Baddeley,94,47.8,592,283
37,T38,T38,James Driscoll,78,47.69,476,227
38,T38,T38,John Mallinger,78,47.69,455,217
39,40,40,Ryan Palmer,84,47.67,514,245
40,41,41,Scott Piercy,88,47.61,586,279
41,42,42,Nick Watney,91,47.57,473,225
42,T43,T43,Freddie Jacobson,83,47.49,518,246
43,T43,T43,Rory Sabbatini,79,47.49,478,227
44,45,45,David Toms,86,47.48,476,226
45,46,46,James Nitties,92,47.41,599,284
46,47,47,Sean O'Hair,84,46.99,449,211
47,48,48,David Duval,71,46.97,396,186
48,49,49,Stewart Cink,84,46.95,426,200
49,50,50,Jimmy Walker,82,46.87,495,232
50,51,51,Scott McCarron,90,46.8,532,249
51,52,52,K.J. Choi,82,46.77,402,188
52,T53,T53,Michael Connell,89,46.76,571,267
53,T53,T53,Bo Van Pelt,104,46.76,633,296
54,T55,T55,Woody Austin,93,46.68,587,274
55,T55,T55,Joe Ogilvie,99,46.68,587,274
56,57,57,Tim Clark,88,46.67,510,238
57,58,58,Steve Flesch,78,46.61,472,220
58,59,59,Chris Stroud,90,46.58,511,238
59,60,60,Webb Simpson,98,46.57,627,292
60,61,61,Ben Curtis,78,46.54,419,195
61,T62,T62,J.J. Henry,92,46.51,516,240
62,T62,T62,Jeff Quinney,91,46.51,587,273
63,64,64,Justin Leonard,89,46.5,486,226
64,65,65,Chris Tidland,77,46.48,426,198
65,66,66,Dustin Johnson,83,46.44,450,209
66,67,67,Shaun Micheel,70,46.43,336,156
67,68,68,Skip Kendall,58,46.39,332,154
68,69,69,Briny Baird,87,46.36,535,248
69,70,70,Jim Furyk,76,46.32,380,176
70,71,71,D.A. Points,90,46.31,555,257
71,72,72,Brent Delahoussaye,57,46.2,316,146
72,T73,T73,Richard Johnson,90,46.09,447,206
73,T73,T73,Bubba Watson,77,46.09,460,212
74,75,75,Marc Leishman,87,46.05,519,239
75,T76,T76,Andres Romero,73,46.03,504,232
76,T76,T76,Brett Wetterich,54,46.03,365,168
77,78,78,Brian Davis,101,46.0,663,305
78,79,79,Brian Stuard,81,45.98,485,223
79,80,80,Michael Bradley,77,45.92,453,208
80,81,81,Chris Riley,73,45.88,425,195
81,82,82,Charley Hoffman,85,45.87,545,250
82,83,83,Kevin Streelman,90,45.86,567,260
83,84,84,Ted Purdy,86,45.8,500,229
84,85,85,Matt Every,60,45.69,383,175
85,86,86,Hunter Mahan,85,45.68,475,217
86,87,87,Brad Faxon,58,45.59,329,150
87,88,88,Matt Bettencourt,91,45.54,516,235
88,T89,T89,Ernie Els,72,45.51,356,162
89,T89,T89,Heath Slocum,97,45.51,501,228
90,T89,T89,Paul Stankowski,62,45.51,356,162
91,T92,T92,Jerod Turner,54,45.42,273,124
92,T92,T92,Mike Weir,59,45.42,262,119
93,94,94,Jeff Maggert,76,45.33,439,199
94,95,95,Brett Quigley,96,45.31,576,261
95,96,96,Lucas Glover,75,45.3,415,188
96,T97,T97,Mathias Grönberg,61,45.24,347,157
97,T97,T97,Jeev Milkha Singh,59,45.24,347,157
98,T97,T97,Mark Wilson,87,45.24,515,233
99,100,100,Justin Bolli,55,45.23,283,128
100,101,101,Garrett Willis,82,45.1,510,230
101,102,102,Spencer Levin,110,45.09,652,294
102,T103,T103,Jonathan Byrd,85,44.92,532,239
103,T103,T103,Chris Couch,66,44.92,394,177
104,105,105,Tim Herron,79,44.91,481,216
105,106,106,Ben Crane,85,44.9,461,207
106,107,107,John Merrick,109,44.81,616,276
107,108,108,John Senden,103,44.79,576,258
108,109,109,Vance Veazey,58,44.73,351,157
109,110,110,Martin Laird,91,44.71,586,262
110,T111,T111,Stephen Ames,75,44.69,490,219
111,T111,T111,Kenny Perry,69,44.69,414,185
112,113,113,Paul Goydos,78,44.65,486,217
113,114,114,Jason Day,82,44.62,502,224
114,115,115,Scott Verplank,74,44.61,399,178
115,116,116,Michael Letzig,84,44.56,561,250
116,117,117,Robert Garrigus,71,44.54,467,208
117,118,118,Vaughn Taylor,87,44.5,573,255
118,119,119,Tim Petrovic,105,44.43,637,283
119,120,120,Chris DiMarco,88,44.28,542,240
120,T121,T121,Bob Estes,79,44.27,497,220
121,T121,T121,Rickie Fowler,98,44.27,576,255
122,123,123,Rich Barcelo,70,44.25,409,181
123,124,124,Rod Pampling,77,44.08,456,201
124,125,125,J.P. Hayes,79,44.05,529,233
