,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Mathias Grönberg,61,0.85,52,61
1,T2,T2,Mark Calcavecchia,50,0.82,41,50
2,T2,T2,Graham DeLaet,88,0.82,72,88
3,4,4,Charles Warren,64,0.8,51,64
4,5,5,Kenny Perry,69,0.78,53,68
5,T6,T6,Davis Love III,79,0.77,61,79
6,T6,T6,Rocco Mediate,71,0.77,55,71
7,T6,T6,Vijay Singh,75,0.77,57,74
8,T9,T9,Kris Blanks,91,0.76,69,91
9,T9,T9,Rory Sabbatini,79,0.76,59,78
10,T9,T9,Adam Scott,70,0.76,52,68
11,T9,T9,Nicholas Thompson,88,0.76,67,88
12,T9,T9,Cameron Tringale,55,0.76,42,55
13,T14,T14,Jeff Gove,57,0.74,42,57
14,T14,T14,Billy Mayfair,78,0.74,58,78
15,T14,T14,Garth Mulroy,53,0.74,39,53
16,T14,T14,Chris Wilson,65,0.74,48,65
17,18,18,Sergio Garcia,58,0.73,38,52
18,T19,T19,John Rollins,81,0.72,58,81
19,T19,T19,Roland Thatcher,72,0.72,52,72
20,21,21,Jason Dufner,87,0.71,62,87
21,22,22,Martin Laird,91,0.69,63,91
22,T23,T23,John Daly,63,0.68,43,63
23,T23,T23,Marc Leishman,87,0.68,59,87
24,T25,T25,Justin Bolli,55,0.67,37,55
25,T25,T25,Will MacKenzie,72,0.67,48,72
26,T25,T25,George McNeill,79,0.67,53,79
27,T25,T25,Sean O'Hair,84,0.67,55,82
28,T25,T25,Cameron Percy,73,0.67,49,73
29,T25,T25,D.J. Trahan,92,0.67,62,92
30,T25,T25,Camilo Villegas,78,0.67,48,72
31,32,32,Robert Garrigus,71,0.66,47,71
32,T33,T33,Jonathan Byrd,85,0.65,55,85
33,T33,T33,Lucas Glover,75,0.65,48,74
34,T33,T33,Mathew Goggin,85,0.65,55,85
35,T33,T33,Greg Kraft,52,0.65,34,52
36,T33,T33,Hunter Mahan,85,0.65,55,84
37,T38,T38,Paul Goydos,78,0.64,50,78
38,T38,T38,Lee Janzen,77,0.64,49,77
39,T38,T38,Michael Letzig,84,0.64,54,84
40,T38,T38,D.A. Points,90,0.64,58,90
41,T38,T38,Roger Tambellini,77,0.64,49,77
42,T43,T43,Woody Austin,93,0.63,59,93
43,T43,T43,Ben Crane,85,0.63,52,82
44,T43,T43,Jason Day,82,0.63,52,82
45,T43,T43,Steve Marino,81,0.63,51,81
46,T47,T47,Robert Allenby,76,0.62,46,74
47,T47,T47,Cameron Beckman,68,0.62,42,68
48,T47,T47,Ángel Cabrera,64,0.62,39,63
49,T47,T47,Tom Gillis,97,0.62,60,97
50,T47,T47,Trevor Immelman,55,0.62,34,55
51,T47,T47,Dustin Johnson,83,0.62,51,82
52,T47,T47,Bill Lunde,79,0.62,49,79
53,T47,T47,Greg Owen,69,0.62,43,69
54,T47,T47,Andres Romero,73,0.62,45,73
55,T47,T47,Chris Stroud,90,0.62,56,90
56,T57,T57,Steve Lowery,67,0.61,41,67
57,T57,T57,Jeff Maggert,76,0.61,46,76
58,T57,T57,Heath Slocum,97,0.61,59,97
59,T60,T60,Martin Flores,75,0.6,45,75
60,T60,T60,John Mallinger,78,0.6,47,78
61,T60,T60,Vance Veazey,58,0.6,35,58
62,T63,T63,Craig Bowden,56,0.59,33,56
63,T63,T63,David Lutterus,69,0.59,41,69
64,T63,T63,Aron Price,70,0.59,41,70
65,T63,T63,Johnson Wagner,85,0.59,50,85
66,T67,T67,Henrik Bjornstad,72,0.58,42,72
67,T67,T67,Brian Davis,101,0.58,59,101
68,T67,T67,J.B. Holmes,100,0.58,58,100
69,T67,T67,Jerry Kelly,99,0.58,57,99
70,T67,T67,Rory McIlroy,54,0.58,30,52
71,T67,T67,Troy Merritt,86,0.58,50,86
72,T67,T67,Geoff Ogilvy,62,0.58,35,60
73,T67,T67,Bo Van Pelt,104,0.58,60,104
74,T75,T75,Michael Bradley,77,0.57,44,77
75,T75,T75,Alex Cejka,81,0.57,46,81
76,T75,T75,K.J. Choi,82,0.57,47,82
77,T75,T75,Matt Every,60,0.57,34,60
78,T75,T75,Troy Matteson,84,0.57,48,84
79,T75,T75,Pat Perez,90,0.57,51,90
80,T75,T75,Brett Quigley,96,0.57,55,96
81,T75,T75,John Senden,103,0.57,59,103
82,T75,T75,Josh Teater,101,0.57,58,101
83,T75,T75,Chris Tidland,77,0.57,44,77
84,T75,T75,Boo Weekley,88,0.57,50,88
85,T75,T75,Garrett Willis,82,0.57,47,82
86,T87,T87,Ricky Barnes,103,0.56,58,103
87,T87,T87,Scott Piercy,88,0.56,49,88
88,T89,T89,Stewart Cink,84,0.55,44,80
89,T89,T89,Michael Connell,89,0.55,49,89
90,T89,T89,Rickie Fowler,98,0.55,54,98
91,T89,T89,John Merrick,109,0.55,60,109
92,T89,T89,Ted Purdy,86,0.55,47,86
93,T89,T89,Kevin Stadler,86,0.55,47,86
94,T89,T89,Jay Williamson,76,0.55,42,76
95,T96,T96,Blake Adams,84,0.54,45,84
96,T96,T96,Steve Flesch,78,0.54,42,78
97,T96,T96,Derek Lamely,81,0.54,44,81
98,T96,T96,James Nitties,92,0.54,50,92
99,T96,T96,Jeff Overton,89,0.54,48,89
100,T96,T96,Brian Stuard,81,0.54,44,81
101,T96,T96,Steve Wheatcroft,74,0.54,40,74
102,T96,T96,Mark Wilson,87,0.54,47,87
103,T104,T104,Omar Uresti,74,0.53,39,74
104,T104,T104,Scott Verplank,74,0.53,39,73
105,T104,T104,Nick Watney,91,0.53,47,88
106,T107,T107,Bob Estes,79,0.52,41,79
107,T107,T107,Justin Leonard,89,0.52,46,88
108,T107,T107,Brenden Pappas,66,0.52,34,66
109,T107,T107,Kevin Sutherland,86,0.52,45,86
110,T107,T107,Bubba Watson,77,0.52,40,77
111,T107,T107,Brett Wetterich,54,0.52,28,54
112,113,113,Joe Durant,67,0.51,34,67
113,T114,T114,Nathan Green,86,0.5,43,86
114,T114,T114,Phil Mickelson,76,0.5,38,76
115,T114,T114,Tom Pernice Jr.,74,0.5,37,74
116,T114,T114,Kevin Streelman,90,0.5,45,90
117,T118,T118,Briny Baird,87,0.49,43,87
118,T118,T118,Chad Campbell,94,0.49,46,93
119,T118,T118,Daniel Chopra,74,0.49,36,74
120,T118,T118,Bill Haas,87,0.49,43,87
121,T118,T118,Tim Herron,79,0.49,39,79
122,T118,T118,Scott McCarron,90,0.49,44,90
123,T118,T118,Ryan Moore,80,0.49,39,79
124,T118,T118,David Toms,86,0.49,42,85
125,T118,T118,Charlie Wi,95,0.49,47,95
126,T118,T118,Y.E. Yang,72,0.49,34,70
127,T128,T128,Chris Couch,66,0.48,32,66
128,T128,T128,Freddie Jacobson,83,0.48,40,83
129,T128,T128,Cliff Kresge,50,0.48,24,50
130,T128,T128,Andrew McLardy,52,0.48,25,52
131,T128,T128,Bryce Molder,84,0.48,40,84
132,T128,T128,Vaughn Taylor,87,0.48,42,87
133,T128,T128,Jerod Turner,54,0.48,26,54
134,T128,T128,Jimmy Walker,82,0.48,39,82
135,T136,T136,Ben Curtis,78,0.47,37,78
136,T136,T136,Brad Faxon,58,0.47,27,58
137,T136,T136,Kevin Johnson,62,0.47,29,62
138,T136,T136,Shaun Micheel,70,0.47,33,70
139,T136,T136,Alex Prugh,88,0.47,41,88
140,T141,T141,Stuart Appleby,101,0.46,46,101
141,T141,T141,Charley Hoffman,85,0.46,39,85
142,T141,T141,Richard Johnson,90,0.46,41,90
143,T141,T141,Joe Ogilvie,99,0.46,46,99
144,T141,T141,Jeff Quinney,91,0.46,42,91
145,T141,T141,Jeev Milkha Singh,59,0.46,26,56
146,T147,T147,Ian Poulter,55,0.45,22,49
147,T147,T147,Chris Riley,73,0.45,33,73
148,T149,T149,Jason Bohn,84,0.44,37,84
149,T149,T149,James Driscoll,78,0.44,34,78
150,T149,T149,Matt Jones,89,0.44,39,89
151,T149,T149,Jarrod Lyle,54,0.44,24,54
152,T149,T149,Ryan Palmer,84,0.44,37,84
153,T149,T149,Tim Petrovic,105,0.44,46,105
154,T149,T149,Mike Weir,59,0.44,25,57
155,T156,T156,Stephen Ames,75,0.43,32,74
156,T156,T156,Paul Casey,64,0.43,25,58
157,T156,T156,Chris DiMarco,88,0.43,38,88
158,T156,T156,Ernie Els,72,0.43,30,70
159,T156,T156,Kevin Na,94,0.43,40,93
160,T161,T161,David Duval,71,0.42,30,71
161,T161,T161,Jim Furyk,76,0.42,31,74
162,T161,T161,Ryuji Imada,90,0.42,38,90
163,T161,T161,Spencer Levin,110,0.42,46,110
164,T161,T161,Rod Pampling,77,0.42,32,77
