,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,Brian Gay,44.06,230,522
1,2,2,Greg Chalmers,44.03,214,486
2,3,3,Padraig Harrington,43.79,134,306
3,4,4,Kevin Streelman,43.21,210,486
4,5,5,Chad Collins,43.16,202,468
5,6,6,Phil Mickelson,43.06,155,360
6,7,7,Charlie Wi,42.8,208,486
7,8,8,Michael Sim,42.69,146,342
8,9,9,Matt Jones,42.39,206,486
9,10,10,Mike Weir,42.28,137,324
10,11,11,Brett Quigley,42.26,213,504
11,12,12,Kevin Na,41.78,188,450
12,T13,T13,Brandt Snedeker,41.67,195,468
13,T13,T13,Scott Verplank,41.67,150,360
14,15,15,Jeff Overton,41.56,187,450
15,16,16,Ryuji Imada,41.47,209,504
16,17,17,Matt Bettencourt,41.4,231,558
17,18,18,Justin Rose,41.16,163,396
18,19,19,Matt Kuchar,41.11,185,450
19,20,20,Aaron Baddeley,41.03,192,468
20,21,21,Shaun Micheel,40.74,154,378
21,22,22,Webb Simpson,40.68,227,558
22,23,23,Ernie Els,40.64,139,342
23,24,24,Nathan Green,40.53,197,486
24,25,25,David Toms,40.51,175,432
25,26,26,Jeff Quinney,40.42,211,522
26,27,27,Andres Romero,40.21,152,378
27,28,28,Ben Crane,40.15,159,396
28,29,29,Freddie Jacobson,40.05,173,432
29,30,30,Paul Casey,39.93,115,288
30,31,31,Nick Watney,39.86,165,414
31,32,32,Dean Wilson,39.81,129,324
32,33,33,Tim Clark,39.61,164,414
33,34,34,Jim Furyk,39.44,142,360
34,35,35,Jason Day,39.37,163,414
35,36,36,Brad Faxon,39.14,155,396
36,37,37,Alex Prugh,39.09,197,504
37,T38,T38,Rickie Fowler,38.89,196,504
38,T38,T38,Dustin Johnson,38.89,154,396
39,T38,T38,Marc Leishman,38.89,182,468
40,T38,T38,Scott Piercy,38.89,189,486
41,T38,T38,Bo Van Pelt,38.89,196,504
42,T43,T43,J.B. Holmes,38.68,181,468
43,T43,T43,Jimmy Walker,38.68,188,486
44,45,45,Paul Goydos,38.66,167,432
45,46,46,Stephen Ames,38.61,139,360
46,47,47,Trevor Immelman,38.6,132,342
47,48,48,Stuart Appleby,38.35,214,558
48,49,49,Ricky Barnes,38.29,193,504
49,50,50,Steve Stricker,38.27,124,324
50,51,51,Justin Leonard,38.25,179,468
51,52,52,Brian Davis,38.17,213,558
52,T53,T53,Daniel Chopra,38.07,185,486
53,T53,T53,Ryan Palmer,38.07,185,486
54,55,55,Alex Cejka,38.03,178,468
55,56,56,Kevin Sutherland,38.0,171,450
56,57,57,Zach Johnson,37.96,164,432
57,58,58,Troy Merritt,37.93,198,522
58,59,59,Bill Lunde,37.86,184,486
59,60,60,Michael Letzig,37.82,177,468
60,T61,T61,J.P. Hayes,37.78,170,450
61,T61,T61,Rory Sabbatini,37.78,170,450
62,63,63,Ben Curtis,37.73,163,432
63,64,64,Luke Donald,37.72,129,342
64,65,65,John Mallinger,37.7,190,504
65,66,66,Tim Petrovic,37.67,217,576
66,67,67,Skip Kendall,37.65,122,324
67,68,68,Stewart Cink,37.63,149,396
68,69,69,Ryan Moore,37.44,155,414
69,T70,T70,Blake Adams,37.39,175,468
70,T70,T70,James Driscoll,37.39,175,468
71,72,72,Lucas Glover,37.37,148,396
72,T73,T73,Carl Pettersson,37.36,195,522
73,T73,T73,D.A. Points,37.36,195,522
74,75,75,Jason Bohn,37.33,168,450
75,76,76,Steve Elkington,37.3,141,378
76,T77,T77,Briny Baird,37.24,181,486
77,T77,T77,Tom Gillis,37.24,181,486
78,79,79,Y.E. Yang,37.22,134,360
79,80,80,Jonathan Byrd,37.18,174,468
80,81,81,Adam Scott,37.13,127,342
81,82,82,Charles Howell III,37.1,187,504
82,T83,T83,Retief Goosen,37.04,120,324
83,T83,T83,Rory McIlroy,37.04,100,270
84,T83,T83,James Nitties,37.04,200,540
85,86,86,Woody Austin,36.97,193,522
86,87,87,Brian Stuard,36.9,186,504
87,88,88,Michael Connell,36.89,166,450
88,89,89,Scott McCarron,36.78,192,522
89,90,90,Sean O'Hair,36.57,158,432
90,T91,T91,John Rollins,36.54,171,468
91,T91,T91,Vaughn Taylor,36.54,171,468
92,93,93,Chris Couch,36.51,138,378
93,94,94,Steve Marino,36.47,151,414
94,95,95,Cameron Beckman,36.44,164,450
95,96,96,Ángel Cabrera,36.42,118,324
96,97,97,Michael Bradley,36.34,157,432
97,98,98,Chris DiMarco,36.23,150,414
98,99,99,Heath Slocum,36.22,163,450
99,T100,T100,Robert Allenby,36.11,130,360
100,T100,T100,David Duval,36.11,156,432
101,T100,T100,Lee Janzen,36.11,169,468
102,T100,T100,Martin Laird,36.11,169,468
103,T100,T100,Joe Ogilvie,36.11,208,576
104,T100,T100,Geoff Ogilvy,36.11,117,324
105,106,106,Spencer Levin,36.02,201,558
106,107,107,Jeff Maggert,36.0,162,450
107,108,108,Jerry Kelly,35.91,181,504
108,109,109,Bryce Molder,35.9,168,468
109,110,110,Bubba Watson,35.86,142,396
110,T111,T111,Matt Every,35.8,116,324
111,T111,T111,George McNeill,35.8,174,486
112,T111,T111,Johnson Wagner,35.8,174,486
113,114,114,Jason Dufner,35.78,161,450
114,T115,T115,Sergio Garcia,35.71,90,252
115,T115,T115,Ian Poulter,35.71,90,252
116,117,117,Rod Pampling,35.68,167,468
117,118,118,Jerod Turner,35.62,109,306
118,T119,T119,Chris Stroud,35.6,173,486
119,T119,T119,Steve Wheatcroft,35.6,173,486
120,T121,T121,Jeev Milkha Singh,35.49,115,324
121,T121,T121,Paul Stankowski,35.49,115,324
122,123,123,John Merrick,35.48,198,558
123,124,124,Richard Johnson,35.39,172,486
124,125,125,Vijay Singh,35.35,140,396
125,126,126,Steve Flesch,35.33,159,450
126,127,127,Mark Wilson,35.32,178,504
127,T128,T128,Tim Herron,35.19,152,432
128,T128,T128,Derek Lamely,35.19,171,486
129,130,130,Rich Barcelo,35.11,158,450
130,131,131,Mathias Grönberg,35.1,139,396
131,132,132,Kevin Stadler,34.98,170,486
132,133,133,Hunter Mahan,34.95,151,432
133,134,134,Robert Garrigus,34.92,132,378
134,135,135,Pat Perez,34.83,163,468
135,T136,T136,Craig Bowden,34.8,119,342
136,T136,T136,Camilo Villegas,34.8,119,342
137,T138,T138,Brendon de Jonge,34.72,200,576
138,T138,T138,Chris Riley,34.72,150,432
139,140,140,Vance Veazey,34.6,137,396
140,141,141,Jarrod Lyle,34.57,112,324
