,Total_3_Putts_-_10-15_RANK THIS WEEK,Total_3_Putts_-_10-15_RANK LAST WEEK,Total_3_Putts_-_10-15_PLAYER NAME,Total_3_Putts_-_10-15_ROUNDS,Total_3_Putts_-_10-15_TOTAL 3 PUTTS 10'-15',Total_3_Putts_-_10-15_TOTAL 3 PUTTS
0,T1,T1,Graham DeLaet,88,8,70
1,T1,T1,D.J. Trahan,92,8,57
2,3,3,James Nitties,92,7,49
3,T4,T4,Billy Mayfair,78,6,58
4,T4,T4,Nicholas Thompson,88,6,66
5,T6,T6,Matt Bettencourt,91,5,32
6,T6,T6,Craig Bowden,56,5,31
7,T6,T6,John Mallinger,78,5,42
8,T6,T6,George McNeill,79,5,50
9,T6,T6,Brenden Pappas,66,5,30
10,T6,T6,Kevin Stadler,86,5,46
11,T12,T12,Blake Adams,84,4,42
12,T12,T12,Kris Blanks,91,4,59
13,T12,T12,Ben Crane,85,4,41
14,T12,T12,Matt Every,60,4,30
15,T12,T12,Robert Garrigus,71,4,46
16,T12,T12,Tom Gillis,97,4,60
17,T12,T12,Davis Love III,79,4,47
18,T12,T12,Rocco Mediate,71,4,51
19,T12,T12,Troy Merritt,86,4,42
20,T12,T12,Scott Piercy,88,4,43
21,T12,T12,Josh Teater,101,4,57
22,T23,T23,Stephen Ames,75,3,30
23,T23,T23,Aaron Baddeley,94,3,30
24,T23,T23,Rich Barcelo,70,3,21
25,T23,T23,Henrik Bjornstad,72,3,38
26,T23,T23,Mark Calcavecchia,50,3,35
27,T23,T23,Chad Campbell,94,3,32
28,T23,T23,Alex Cejka,81,3,42
29,T23,T23,Stewart Cink,84,3,38
30,T23,T23,Steve Flesch,78,3,33
31,T23,T23,Rickie Fowler,98,3,37
32,T23,T23,Lee Janzen,77,3,43
33,T23,T23,Matt Jones,89,3,33
34,T23,T23,Steve Lowery,67,3,36
35,T23,T23,Will MacKenzie,72,3,46
36,T23,T23,Sean O'Hair,84,3,45
37,T23,T23,Joe Ogilvie,99,3,52
38,T23,T23,Ted Purdy,86,3,46
39,T23,T23,Brett Quigley,96,3,52
40,T23,T23,Jeff Quinney,91,3,38
41,T23,T23,Rory Sabbatini,79,3,49
42,T23,T23,Adam Scott,70,3,39
43,T23,T23,Roland Thatcher,72,3,50
44,T23,T23,Chris Tidland,77,3,43
45,T23,T23,Camilo Villegas,78,3,33
46,T23,T23,Jimmy Walker,82,3,31
47,T23,T23,Bubba Watson,77,3,35
48,T23,T23,Brett Wetterich,54,3,28
49,T23,T23,Y.E. Yang,72,3,24
50,T51,T51,Cameron Beckman,68,2,40
51,T51,T51,Michael Bradley,77,2,38
52,T51,T51,K.J. Choi,82,2,32
53,T51,T51,Tim Clark,88,2,26
54,T51,T51,Chris Couch,66,2,28
55,T51,T51,Chris DiMarco,88,2,37
56,T51,T51,James Driscoll,78,2,34
57,T51,T51,Jason Dufner,87,2,50
58,T51,T51,David Duval,71,2,26
59,T51,T51,Bob Estes,79,2,38
60,T51,T51,Jim Furyk,76,2,21
61,T51,T51,Sergio Garcia,58,2,14
62,T51,T51,Brian Gay,101,2,21
63,T51,T51,Lucas Glover,75,2,35
64,T51,T51,Nathan Green,86,2,40
65,T51,T51,Tim Herron,79,2,41
66,T51,T51,Charley Hoffman,85,2,36
67,T51,T51,Charles Howell III,103,2,24
