,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
76,77,77,Rich Barcelo,70,15.72,617,97
77,78,78,Vance Veazey,58,15.67,504,79
78,79,79,Tim Herron,79,15.63,736,115
79,80,80,Steve Marino,81,15.62,666,104
80,T81,T81,Retief Goosen,75,15.58,552,86
81,T81,T81,Joe Ogilvie,99,15.58,924,144
82,T83,T83,Paul Goydos,78,15.57,681,106
83,T83,T83,Greg Kraft,52,15.57,424,66
84,85,85,Garrett Willis,82,15.48,788,122
85,86,86,Bob Estes,79,15.42,778,120
86,T87,T87,Stuart Appleby,101,15.4,896,138
87,T87,T87,Rory Sabbatini,79,15.4,682,105
88,89,89,Brent Delahoussaye,57,15.36,534,82
89,90,90,Ryan Moore,80,15.34,652,100
90,91,91,Mathias Grönberg,61,15.23,532,81
91,92,92,Brendon de Jonge,114,15.21,993,151
92,93,93,Dustin Johnson,83,15.19,645,98
93,94,94,Jim Furyk,76,15.18,626,95
94,95,95,Richard Johnson,90,15.11,834,126
95,96,96,John Mallinger,78,15.09,696,105
96,97,97,Matt Jones,89,15.08,829,125
97,98,98,Kevin Stadler,86,15.07,763,115
98,99,99,Padraig Harrington,57,15.05,412,62
99,100,100,Robert Garrigus,71,14.98,681,102
100,101,101,Craig Bowden,56,14.96,508,76
101,T102,T102,Blake Adams,84,14.93,837,125
102,T102,T102,J.B. Holmes,100,14.93,891,133
103,104,104,Paul Stankowski,62,14.89,591,88
104,105,105,Chris Stroud,90,14.88,800,119
105,106,106,Jonathan Byrd,85,14.87,901,134
106,T107,T107,Cameron Beckman,68,14.75,651,96
107,T107,T107,Chris Riley,73,14.75,678,100
108,109,109,Sean O'Hair,84,14.74,726,107
109,T110,T110,Bill Haas,87,14.71,816,120
110,T110,T110,Vaughn Taylor,87,14.71,836,123
111,112,112,Ted Purdy,86,14.68,824,121
112,113,113,Ian Poulter,55,14.67,334,49
113,114,114,Steve Lowery,67,14.61,623,91
114,115,115,Bill Lunde,79,14.6,733,107
115,116,116,Mark Wilson,87,14.59,891,130
116,117,117,Greg Owen,69,14.58,686,100
117,118,118,Scott McCarron,90,14.57,899,131
118,119,119,Nick Watney,91,14.55,715,104
119,120,120,Graham DeLaet,88,14.49,856,124
120,121,121,D.J. Trahan,92,14.46,892,129
121,122,122,Ben Curtis,78,14.44,727,105
122,T123,T123,Charles Howell III,103,14.39,973,140
123,T123,T123,Will MacKenzie,72,14.39,716,103
124,125,125,Brett Wetterich,54,14.38,591,85
125,126,126,James Driscoll,78,14.37,807,116
126,T127,T127,Mark Calcavecchia,50,14.29,357,51
127,T127,T127,Lucas Glover,75,14.29,616,88
128,T127,T127,David Lutterus,69,14.29,595,85
129,T127,T127,Brenden Pappas,66,14.29,602,86
130,131,131,Steve Elkington,74,14.24,646,92
131,132,132,Davis Love III,79,14.23,752,107
132,133,133,Trevor Immelman,55,14.2,479,68
133,T134,T134,Michael Bradley,77,14.17,734,104
134,T134,T134,Tim Petrovic,105,14.17,1016,144
135,136,136,Boo Weekley,88,14.16,812,115
136,137,137,John Daly,63,14.14,481,68
137,138,138,John Rollins,81,14.13,835,118
138,139,139,Kenny Perry,69,14.12,609,86
139,140,140,Chris DiMarco,88,14.1,787,111
140,141,141,Aron Price,70,14.05,676,95
141,142,142,Ricky Barnes,103,14.01,885,124
142,143,143,Lee Janzen,77,13.94,739,103
143,144,144,Hunter Mahan,85,13.9,712,99
144,145,145,Daniel Chopra,74,13.89,691,96
145,T146,T146,Marc Leishman,87,13.87,728,101
146,T146,T146,Spencer Levin,110,13.87,1053,146
147,148,148,Bubba Watson,77,13.81,724,100
148,149,149,Jason Dufner,87,13.77,748,103
149,150,150,Camilo Villegas,78,13.76,574,79
150,151,151,Charles Warren,64,13.74,604,83
151,152,152,Jeev Milkha Singh,59,13.7,533,73
152,T153,T153,Jerry Kelly,99,13.68,877,120
153,T153,T153,Andrew McLardy,52,13.68,468,64
154,155,155,Jerod Turner,54,13.63,411,56
155,156,156,Alex Prugh,88,13.62,881,120
156,157,157,Cameron Tringale,55,13.56,509,69
157,158,158,Heath Slocum,97,13.52,769,104
158,159,159,Kevin Sutherland,86,13.42,894,120
159,160,160,Briny Baird,87,13.41,880,118
160,161,161,Ángel Cabrera,64,13.39,545,73
161,162,162,John Merrick,109,13.28,1039,138
162,163,163,J.J. Henry,92,13.24,876,116
163,164,164,Chris Wilson,65,13.22,537,71
164,165,165,Tom Pernice Jr.,74,13.19,614,81
165,166,166,Josh Teater,101,13.18,994,131
166,167,167,Nicholas Thompson,88,13.16,813,107
167,T168,T168,Justin Bolli,55,13.13,457,60
168,T168,T168,Chad Campbell,94,13.13,868,114
169,170,170,Alex Cejka,81,12.91,705,91
170,171,171,Vijay Singh,75,12.86,583,75
171,172,172,Billy Mayfair,78,12.85,708,91
172,173,173,Martin Laird,91,12.78,845,108
173,174,174,Brett Quigley,96,12.74,1005,128
174,175,175,Sergio Garcia,58,12.69,386,49
175,176,176,Troy Matteson,84,12.65,909,115
176,177,177,Rocco Mediate,71,12.59,675,85
177,178,178,Kevin Johnson,62,12.57,517,65
178,179,179,Garth Mulroy,53,12.55,470,59
179,180,180,Roland Thatcher,72,12.38,735,91
180,181,181,Phil Mickelson,76,12.32,560,69
181,182,182,Kris Blanks,91,12.31,853,105
182,T183,T183,Henrik Bjornstad,72,12.26,677,83
183,T183,T183,Jarrod Lyle,54,12.26,473,58
184,185,185,Rod Pampling,77,12.25,710,87
185,186,186,Cameron Percy,73,12.2,656,80
186,187,187,Jeff Gove,57,12.18,501,61
187,188,188,John Senden,103,12.12,982,119
188,189,189,Mathew Goggin,85,11.91,865,103
189,190,190,Roger Tambellini,77,11.79,704,83
190,191,191,Omar Uresti,74,11.58,639,74
191,192,192,Cliff Kresge,50,11.42,473,54
