,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Paul Stankowski,62,1.57,51,8.0
1,2,2,Mark Wilson,87,1.47,68,10.0
2,3,3,Dean Wilson,54,1.33,45,6.0
3,4,4,Boo Weekley,88,1.32,76,10.0
4,T5,T5,Blake Adams,84,1.3,77,10.0
5,T5,T5,Mathew Goggin,85,1.3,77,10.0
6,7,7,Troy Merritt,86,1.29,70,9.0
7,T8,T8,Chad Collins,87,1.25,80,10.0
8,T8,T8,Adam Scott,70,1.25,48,6.0
9,10,10,Cameron Tringale,55,1.19,42,5.0
10,T11,T11,Ben Crane,85,1.18,51,6.0
11,T11,T11,Brett Wetterich,54,1.18,51,6.0
12,T13,T13,K.J. Choi,82,1.15,52,6.0
13,T13,T13,Chris DiMarco,88,1.15,61,7.0
14,T13,T13,Tim Petrovic,105,1.15,78,9.0
15,T13,T13,Chris Riley,73,1.15,61,7.0
16,17,17,Cliff Kresge,50,1.14,35,4.0
17,18,18,Nathan Green,86,1.13,71,8.0
18,T19,T19,J.B. Holmes,100,1.11,63,7.0
19,T19,T19,Bryce Molder,84,1.11,63,7.0
20,T19,T19,Chris Tidland,77,1.11,45,5.0
21,22,22,Matt Jones,89,1.1,73,8.0
22,T23,T23,Luke Donald,71,1.09,55,6.0
23,T23,T23,Matt Every,60,1.09,46,5.0
24,T23,T23,Scott Verplank,74,1.09,46,5.0
25,26,26,Tom Gillis,97,1.05,76,8.0
26,27,27,Robert Allenby,76,1.04,48,5.0
27,28,28,Shaun Micheel,70,1.02,49,5.0
28,T29,T29,Dustin Johnson,83,1.0,50,5.0
29,T29,T29,Scott Piercy,88,1.0,80,8.0
30,31,31,Tim Herron,79,0.99,81,8.0
31,T32,T32,Graham DeLaet,88,0.98,82,8.0
32,T32,T32,Mathias Grönberg,61,0.98,41,4.0
33,T32,T32,Camilo Villegas,78,0.98,51,5.0
34,T35,T35,Michael Connell,89,0.96,83,8.0
35,T35,T35,Bob Estes,79,0.96,73,7.0
36,T37,T37,Kris Blanks,91,0.95,63,6.0
37,T37,T37,Jim Furyk,76,0.95,63,6.0
38,T37,T37,Rory Sabbatini,79,0.95,42,4.0
39,T40,T40,Carl Pettersson,99,0.94,64,6.0
40,T40,T40,Jay Williamson,76,0.94,53,5.0
41,42,42,Jason Day,82,0.93,75,7.0
42,T43,T43,Brian Davis,101,0.91,66,6.0
43,T43,T43,Kevin Na,94,0.91,66,6.0
44,T43,T43,Ted Purdy,86,0.91,66,6.0
45,46,46,John Rollins,81,0.9,78,7.0
46,47,47,Will MacKenzie,72,0.89,56,5.0
47,T48,T48,Greg Chalmers,93,0.88,80,7.0
48,T48,T48,Richard Johnson,90,0.88,68,6.0
49,T48,T48,Roger Tambellini,77,0.88,57,5.0
50,T48,T48,Nicholas Thompson,88,0.88,57,5.0
51,T52,T52,Jeff Overton,89,0.86,58,5.0
52,T52,T52,Pat Perez,90,0.86,70,6.0
53,T54,T54,Scott McCarron,90,0.85,71,6.0
54,T54,T54,Charlie Wi,95,0.85,82,7.0
55,T56,T56,Stewart Cink,84,0.83,60,5.0
56,T56,T56,John Daly,63,0.83,36,3.0
57,T56,T56,Alex Prugh,88,0.83,72,6.0
58,T59,T59,Steve Flesch,78,0.82,49,4.0
59,T59,T59,Kevin Stadler,86,0.82,61,5.0
60,T61,T61,Jeff Gove,57,0.81,37,3.0
61,T61,T61,Andres Romero,73,0.81,74,6.0
62,T61,T61,Steve Stricker,73,0.81,62,5.0
63,T61,T61,Johnson Wagner,85,0.81,74,6.0
64,65,65,Daniel Chopra,74,0.8,50,4.0
65,T66,T66,Ben Curtis,78,0.79,63,5.0
66,T66,T66,Brad Faxon,58,0.79,38,3.0
67,T66,T66,Charley Hoffman,85,0.79,63,5.0
68,T66,T66,D.A. Points,90,0.79,76,6.0
69,T66,T66,Bubba Watson,77,0.79,63,5.0
70,T71,T71,Alex Cejka,81,0.78,64,5.0
71,T71,T71,Brandt Snedeker,89,0.78,51,4.0
72,T73,T73,Stephen Ames,75,0.77,65,5.0
73,T73,T73,Michael Letzig,84,0.77,65,5.0
74,T73,T73,Ian Poulter,55,0.77,26,2.0
75,T73,T73,Justin Rose,78,0.77,65,5.0
76,T73,T73,Chris Stroud,90,0.77,65,5.0
77,T73,T73,David Toms,86,0.77,65,5.0
78,79,79,Troy Matteson,84,0.76,79,6.0
79,T80,T80,David Lutterus,69,0.75,40,3.0
80,T80,T80,Jeev Milkha Singh,59,0.75,40,3.0
81,T80,T80,Steve Wheatcroft,74,0.75,53,4.0
82,83,83,Retief Goosen,75,0.74,54,4.0
83,84,84,Jason Bohn,84,0.72,69,5.0
84,85,85,David Duval,71,0.71,42,3.0
85,T86,T86,Matt Kuchar,97,0.7,71,5.0
86,T86,T86,Billy Mayfair,78,0.7,57,4.0
87,T88,T88,Stuart Appleby,101,0.68,74,5.0
88,T88,T88,Martin Flores,75,0.68,44,3.0
89,T88,T88,Brian Gay,101,0.68,73,5.0
