,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,1,1,Paul Casey,64,94.74,133,126
1,2,2,Steve Elkington,74,94.69,207,196
2,3,3,Padraig Harrington,57,93.9,164,154
3,T4,T4,Geoff Ogilvy,62,93.65,189,177
4,T4,T4,Jeff Quinney,91,93.65,299,280
5,6,6,Steve Stricker,73,93.19,191,178
6,7,7,Brian Gay,101,93.17,293,273
7,8,8,Luke Donald,71,92.94,170,158
8,9,9,Ryan Palmer,84,92.58,256,237
9,10,10,Dean Wilson,54,92.53,174,161
10,11,11,Carl Pettersson,99,92.51,267,247
11,12,12,Jeff Overton,89,91.7,265,243
12,13,13,James Driscoll,78,91.58,285,261
13,14,14,Ian Poulter,55,91.54,130,119
14,15,15,Jarrod Lyle,54,91.45,152,139
15,16,16,Phil Mickelson,76,91.4,221,202
16,17,17,Retief Goosen,75,91.36,162,148
17,18,18,Matt Bettencourt,91,91.34,277,253
18,19,19,Ryan Moore,80,91.22,205,187
19,20,20,Stephen Ames,75,91.2,216,197
20,21,21,Chris Couch,66,91.19,227,207
21,22,22,Ryuji Imada,90,90.88,285,259
22,23,23,Chad Campbell,94,90.6,266,241
23,24,24,Andres Romero,73,90.56,286,259
24,25,25,Brandt Snedeker,89,90.48,252,228
25,26,26,Matt Kuchar,97,90.41,271,245
26,27,27,Greg Chalmers,93,90.36,280,253
27,28,28,Skip Kendall,58,90.2,153,138
28,29,29,Michael Sim,64,90.12,172,155
29,30,30,Ben Curtis,78,90.09,222,200
30,31,31,James Nitties,92,90.07,292,263
31,32,32,Charles Howell III,103,90.03,291,262
32,33,33,Rich Barcelo,70,89.96,239,215
33,34,34,Troy Merritt,86,89.94,308,277
34,35,35,Scott Verplank,74,89.9,198,178
35,36,36,Jason Bohn,84,89.83,236,212
36,37,37,Webb Simpson,98,89.71,272,244
37,38,38,Chad Collins,87,89.67,242,217
38,39,39,Matt Jones,89,89.56,249,223
39,40,40,Jim Furyk,76,89.39,179,160
40,41,41,Zach Johnson,93,89.34,244,218
41,42,42,Mike Weir,59,89.31,131,117
42,43,43,Rickie Fowler,98,89.26,270,241
43,44,44,Nick Watney,91,89.14,267,238
44,45,45,Nathan Green,86,89.12,294,262
45,46,46,Blake Adams,84,89.07,302,269
46,47,47,Alex Prugh,88,88.93,262,233
47,48,48,Cameron Beckman,68,88.89,216,192
48,49,49,Jerod Turner,54,88.81,143,127
49,T50,T50,Michael Connell,89,88.76,249,221
50,T50,T50,Bill Lunde,79,88.76,249,221
51,52,52,David Toms,86,88.71,248,220
52,53,53,Tom Gillis,97,88.52,305,270
53,54,54,Freddie Jacobson,83,88.43,268,237
54,55,55,Tim Clark,88,88.41,233,206
55,56,56,Heath Slocum,97,88.33,240,212
56,57,57,Bryce Molder,84,88.26,247,218
57,58,58,Pat Perez,90,88.19,288,254
58,59,59,Brendon de Jonge,114,88.17,279,246
59,60,60,Rod Pampling,77,88.14,253,223
60,61,61,Scott Piercy,88,88.13,278,245
61,62,62,Bo Van Pelt,104,88.1,294,259
62,63,63,John Merrick,109,88.07,285,251
63,64,64,Roland Thatcher,72,88.05,251,221
64,65,65,Lee Janzen,77,87.98,233,205
65,66,66,Kris Blanks,91,87.95,249,219
66,67,67,Spencer Levin,110,87.88,330,290
67,68,68,Vaughn Taylor,87,87.84,255,224
68,T69,T69,Ben Crane,85,87.82,238,209
69,T69,T69,Aron Price,70,87.82,238,209
70,T71,T71,Martin Laird,91,87.8,254,223
71,T71,T71,Scott McCarron,90,87.8,254,223
72,73,73,Chris Riley,73,87.77,188,165
73,74,74,J.J. Henry,92,87.76,237,208
74,75,75,John Rollins,81,87.74,212,186
75,76,76,Lucas Glover,75,87.68,211,185
76,77,77,Brett Quigley,96,87.66,316,277
77,78,78,Justin Rose,78,87.65,243,213
78,79,79,Cliff Kresge,50,87.63,194,170
79,80,80,Brent Delahoussaye,57,87.58,161,141
80,81,81,Hunter Mahan,85,87.56,225,197
81,T82,T82,Aaron Baddeley,94,87.42,326,285
82,T82,T82,Paul Stankowski,62,87.42,151,132
83,84,84,Charley Hoffman,85,87.41,278,243
84,85,85,Daniel Chopra,74,87.39,238,208
85,86,86,Henrik Bjornstad,72,87.34,229,200
86,87,87,Tim Petrovic,105,87.3,315,275
87,88,88,Brad Faxon,58,87.28,173,151
88,89,89,Robert Garrigus,71,87.26,212,185
89,T90,T90,Kenny Perry,69,87.18,195,170
90,T90,T90,Jimmy Walker,82,87.18,234,204
91,92,92,Joe Durant,67,87.1,186,162
92,93,93,Richard Johnson,90,86.97,261,227
93,94,94,Bob Estes,79,86.84,228,198
94,95,95,Omar Uresti,74,86.8,197,171
95,96,96,D.A. Points,90,86.76,287,249
96,97,97,Steve Wheatcroft,74,86.75,249,216
97,T98,T98,Rory McIlroy,54,86.67,150,130
