,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Charlie Wi,95,192,687,27.9
1,2,2,Spencer Levin,110,188,676,27.8
2,3,3,J.B. Holmes,100,184,648,28.4
3,4,4,Brian Gay,101,181,655,27.6
4,T5,T5,Ricky Barnes,103,175,577,30.3
5,T5,T5,Brian Davis,101,175,656,26.7
6,7,7,Stuart Appleby,101,172,627,27.4
7,T8,T8,Matt Jones,89,171,593,28.8
8,T8,T8,Tim Petrovic,105,171,636,26.9
9,T8,T8,Brandt Snedeker,89,171,590,29.0
10,T11,T11,Greg Chalmers,93,170,661,25.7
11,T11,T11,Pat Perez,90,170,614,27.7
12,13,13,Ryuji Imada,90,168,647,26.0
13,14,14,Carl Pettersson,99,167,628,26.6
14,T15,T15,Tom Gillis,97,166,659,25.2
15,T15,T15,Webb Simpson,98,166,662,25.1
16,T15,T15,Josh Teater,101,166,604,27.5
17,T18,T18,Aaron Baddeley,94,165,645,25.6
18,T18,T18,Michael Connell,89,165,557,29.6
19,T18,T18,James Nitties,92,165,578,28.5
20,T21,T21,Charles Howell III,103,163,626,26.0
21,T21,T21,Troy Merritt,86,163,561,29.1
22,T23,T23,Martin Laird,91,162,535,30.3
23,T23,T23,Jeff Quinney,91,162,598,27.1
24,T25,T25,Chris DiMarco,88,160,549,29.1
25,T25,T25,John Senden,103,160,536,29.9
26,T25,T25,Bo Van Pelt,104,160,618,25.9
27,28,28,Brett Quigley,96,159,563,28.2
28,T29,T29,Charley Hoffman,85,158,565,28.0
29,T29,T29,Vaughn Taylor,87,158,531,29.8
30,T31,T31,Brendon de Jonge,114,157,602,26.1
31,T31,T31,Zach Johnson,93,157,567,27.7
32,T31,T31,Alex Prugh,88,157,536,29.3
33,34,34,Nathan Green,86,156,597,26.1
34,35,35,Matt Kuchar,97,155,560,27.7
35,T36,T36,Joe Ogilvie,99,153,599,25.5
36,T36,T36,Kevin Streelman,90,153,562,27.2
37,T38,T38,Scott McCarron,90,152,584,26.0
38,T38,T38,John Merrick,109,152,588,25.9
39,T38,T38,Jeff Overton,89,152,527,28.8
40,41,41,Scott Piercy,88,151,559,27.0
41,T42,T42,Matt Bettencourt,91,149,545,27.3
42,T42,T42,J.J. Henry,92,149,508,29.3
43,44,44,Freddie Jacobson,83,147,557,26.4
44,T45,T45,Rickie Fowler,98,146,586,24.9
45,T45,T45,Michael Letzig,84,146,554,26.4
