,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Michael Sim,64,"26' 9""",11461.583,429
1,T2,T2,Daniel Chopra,74,"26' 8""",14036.333,526
2,T2,T2,Matt Jones,89,"26' 8""",17139.167,643
3,T2,T2,Scott McCarron,90,"26' 8""",18467.917,692
4,T5,T5,George McNeill,79,"26' 7""",14559.75,547
5,T5,T5,Ian Poulter,55,"26' 7""",7309.25,275
6,7,7,Blake Adams,84,"26' 6""",16477.833,622
7,T8,T8,James Driscoll,78,"26' 5""",16762.583,635
8,T8,T8,Steve Elkington,74,"26' 5""",13796.0,523
9,10,10,Brad Faxon,58,"26' 2""",8988.583,343
10,11,11,Alex Prugh,88,"26' 1""",17936.917,687
11,T12,T12,Ernie Els,72,"26' 0""",11845.25,456
12,T12,T12,Charles Howell III,103,"26' 0""",20931.833,804
13,T14,T14,Paul Casey,64,"25' 10""",9634.75,373
14,T14,T14,Greg Chalmers,93,"25' 10""",18319.583,709
15,T14,T14,Chris Couch,66,"25' 10""",12132.583,470
16,T14,T14,Ben Curtis,78,"25' 10""",15418.833,596
17,T14,T14,Luke Donald,71,"25' 10""",11173.667,432
18,T14,T14,Nathan Green,86,"25' 10""",16638.833,644
19,T14,T14,John Merrick,109,"25' 10""",21535.167,833
20,T21,T21,Chad Collins,87,"25' 9""",15539.667,604
21,T21,T21,J.J. Henry,92,"25' 9""",18822.917,731
22,T21,T21,Mark Wilson,87,"25' 9""",18444.25,716
23,T24,T24,Tim Herron,79,"25' 8""",14800.0,577
24,T24,T24,Matt Kuchar,97,"25' 8""",16261.917,633
25,T24,T24,Bill Lunde,79,"25' 8""",14681.417,572
26,T27,T27,Mathias Grönberg,61,"25' 7""",10604.0,415
27,T27,T27,J.B. Holmes,100,"25' 7""",17825.833,697
28,T27,T27,David Lutterus,69,"25' 7""",12007.667,469
29,T27,T27,Troy Merritt,86,"25' 7""",15328.25,599
30,T27,T27,Chris Tidland,77,"25' 7""",14309.167,559
31,T32,T32,Kris Blanks,91,"25' 6""",17171.417,674
32,T32,T32,Ben Crane,85,"25' 6""",13524.667,530
33,T32,T32,Richard Johnson,90,"25' 6""",16497.0,646
34,T32,T32,Webb Simpson,98,"25' 6""",19140.0,751
35,T32,T32,Nick Watney,91,"25' 6""",14903.0,584
36,T37,T37,Aaron Baddeley,94,"25' 5""",17915.333,705
37,T37,T37,Henrik Bjornstad,72,"25' 5""",13236.083,521
38,T37,T37,Retief Goosen,75,"25' 5""",11608.667,456
39,T37,T37,Shaun Micheel,70,"25' 5""",10974.5,432
40,T37,T37,D.A. Points,90,"25' 5""",17113.833,673
41,T37,T37,Ted Purdy,86,"25' 5""",15503.333,610
42,T37,T37,Brett Quigley,96,"25' 5""",20092.25,790
43,T37,T37,Justin Rose,78,"25' 5""",14439.25,568
44,T45,T45,Jonathan Byrd,85,"25' 4""",18200.833,718
45,T45,T45,Joe Ogilvie,99,"25' 4""",17595.833,695
46,T47,T47,Justin Bolli,55,"25' 3""",8596.167,341
47,T47,T47,Jim Furyk,76,"25' 3""",13168.25,521
48,T47,T47,Tom Gillis,97,"25' 3""",17575.417,695
49,T47,T47,Sean O'Hair,84,"25' 3""",14529.5,575
50,T47,T47,Kevin Sutherland,86,"25' 3""",18772.5,744
51,T52,T52,Briny Baird,87,"25' 2""",18036.333,717
52,T52,T52,Graham DeLaet,88,"25' 2""",16651.333,662
53,T52,T52,Bill Haas,87,"25' 2""",16711.833,665
54,T52,T52,Ryuji Imada,90,"25' 2""",16949.917,673
55,T52,T52,Johnson Wagner,85,"25' 2""",15850.917,629
56,T52,T52,Steve Wheatcroft,74,"25' 2""",11495.417,457
57,T58,T58,Rich Barcelo,70,"25' 1""",11721.5,468
58,T58,T58,Mathew Goggin,85,"25' 1""",17745.25,707
59,T58,T58,Steve Marino,81,"25' 1""",13053.75,521
60,T58,T58,Tim Petrovic,105,"25' 1""",20100.25,802
61,T58,T58,John Rollins,81,"25' 1""",16002.25,637
62,T58,T58,Jimmy Walker,82,"25' 1""",14438.083,576
63,T58,T58,Bubba Watson,77,"25' 1""",14202.583,566
64,T65,T65,Stephen Ames,75,"25' 0""",14775.583,591
65,T65,T65,Michael Bradley,77,"25' 0""",15140.417,606
66,T65,T65,Stewart Cink,84,"25' 0""",13714.75,548
67,T65,T65,Freddie Jacobson,83,"25' 0""",16218.583,648
68,T65,T65,Zach Johnson,93,"25' 0""",15263.167,611
69,T65,T65,Derek Lamely,81,"25' 0""",12567.167,503
70,T65,T65,John Mallinger,78,"25' 0""",13778.667,552
71,T65,T65,Bryce Molder,84,"25' 0""",14667.833,586
72,T65,T65,Aron Price,70,"25' 0""",13549.5,542
73,T65,T65,John Senden,103,"25' 0""",20486.417,819
74,T65,T65,Jerod Turner,54,"25' 0""",7199.0830000000005,288
75,T76,T76,Brent Delahoussaye,57,"24' 11""",10375.167,416
76,T76,T76,Hunter Mahan,85,"24' 11""",14203.583,570
77,T76,T76,Cameron Percy,73,"24' 11""",13158.667,528
78,T76,T76,Carl Pettersson,99,"24' 11""",16467.583,660
79,T76,T76,Dean Wilson,54,"24' 11""",10300.833,414
80,T81,T81,Jason Day,82,"24' 10""",14442.0,582
81,T81,T81,Lucas Glover,75,"24' 10""",12205.667,492
82,T81,T81,Martin Laird,91,"24' 10""",16452.667,662
83,T81,T81,Jeff Overton,89,"24' 10""",13886.0,560
84,T81,T81,Chris Riley,73,"24' 10""",13417.833,540
85,T81,T81,Bo Van Pelt,104,"24' 10""",18510.417,746
86,T87,T87,Kevin Na,94,"24' 9""",15415.917,623
87,T87,T87,Geoff Ogilvy,62,"24' 9""",10121.75,409
88,T87,T87,Greg Owen,69,"24' 9""",13279.667,537
89,T87,T87,Mike Weir,59,"24' 9""",6906.4169999999995,279
90,T87,T87,Charlie Wi,95,"24' 9""",17883.5,722
91,T92,T92,Woody Austin,93,"24' 8""",17096.583,694
92,T92,T92,Greg Kraft,52,"24' 8""",7370.5,299
