,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
0,1,1,Boo Weekley,88,33,473,7.0
1,2,2,Blake Adams,84,31,506,6.1
2,3,3,Scott Piercy,88,30,559,5.4
3,T4,T4,Richard Johnson,90,29,474,6.1
4,T4,T4,Troy Merritt,86,29,561,5.2
5,T6,T6,Greg Chalmers,93,28,661,4.2
6,T6,T6,Chad Collins,87,28,565,5.0
7,T6,T6,Freddie Jacobson,83,28,557,5.0
8,T6,T6,Carl Pettersson,99,28,628,4.5
9,T6,T6,Johnson Wagner,85,28,500,5.6
10,T11,T11,J.B. Holmes,100,27,648,4.2
11,T11,T11,Brett Quigley,96,27,563,4.8
12,T13,T13,Kevin Na,94,26,571,4.6
13,T13,T13,Webb Simpson,98,26,662,3.9
14,T15,T15,K.J. Choi,82,25,437,5.7
15,T15,T15,Tom Gillis,97,25,659,3.8
16,T15,T15,Andres Romero,73,25,507,4.9
17,T15,T15,John Senden,103,25,536,4.7
18,T15,T15,Charlie Wi,95,25,687,3.6
19,20,20,Paul Stankowski,62,24,359,6.7
20,T21,T21,Aaron Baddeley,94,23,645,3.6
21,T21,T21,Brendon de Jonge,114,23,602,3.8
22,T21,T21,Brian Gay,101,23,655,3.5
23,T21,T21,Pat Perez,90,23,614,3.7
24,T21,T21,D.A. Points,90,23,508,4.5
25,T21,T21,Mark Wilson,87,23,511,4.5
26,T27,T27,Stephen Ames,75,22,482,4.6
27,T27,T27,Mathew Goggin,85,22,450,4.9
28,T27,T27,Matt Jones,89,22,593,3.7
29,T27,T27,Scott McCarron,90,22,584,3.8
30,T27,T27,Joe Ogilvie,99,22,599,3.7
31,T27,T27,Vaughn Taylor,87,22,531,4.1
32,T33,T33,Robert Allenby,76,21,413,5.1
33,T33,T33,Jason Day,82,21,500,4.2
34,T33,T33,Chris DiMarco,88,21,549,3.8
35,T33,T33,Zach Johnson,93,21,567,3.7
36,T33,T33,Derek Lamely,81,21,450,4.7
37,T33,T33,Bill Lunde,79,21,447,4.7
38,T33,T33,Chris Tidland,77,21,463,4.5
39,T40,T40,Stuart Appleby,101,20,627,3.2
40,T40,T40,Jason Bohn,84,20,512,3.9
41,T40,T40,Daniel Chopra,74,20,477,4.2
42,T40,T40,Stewart Cink,84,20,464,4.3
43,T40,T40,Graham DeLaet,88,20,500,4.0
44,T40,T40,Nathan Green,86,20,597,3.4
45,T40,T40,Tim Herron,79,20,487,4.1
46,T40,T40,Dustin Johnson,83,20,456,4.4
47,T40,T40,David Lutterus,69,20,363,5.5
48,T40,T40,Troy Matteson,84,20,456,4.4
49,T40,T40,Bryce Molder,84,20,528,3.8
50,T40,T40,James Nitties,92,20,578,3.5
51,T40,T40,Tim Petrovic,105,20,636,3.1
52,T40,T40,John Rollins,81,20,493,4.1
53,T54,T54,Jonathan Byrd,85,19,547,3.5
54,T54,T54,Ben Crane,85,19,475,4.0
55,T54,T54,Luke Donald,71,19,411,4.6
56,T54,T54,Steve Elkington,74,19,401,4.7
57,T54,T54,Bob Estes,79,19,479,4.0
58,T54,T54,J.P. Hayes,79,19,474,4.0
59,T54,T54,Charley Hoffman,85,19,565,3.4
60,T54,T54,Charles Howell III,103,19,626,3.0
61,T54,T54,Michael Letzig,84,19,554,3.4
62,T54,T54,Shaun Micheel,70,19,385,4.9
63,T54,T54,Jeff Overton,89,19,527,3.6
