,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
64,T54,T54,Kevin Sutherland,86,19,477,4.0
65,T54,T54,Bo Van Pelt,104,19,618,3.1
66,T67,T67,Michael Bradley,77,18,446,4.0
67,T67,T67,Michael Connell,89,18,557,3.2
68,T67,T67,Brian Davis,101,18,656,2.7
69,T67,T67,Brad Faxon,58,18,344,5.2
70,T67,T67,Lee Janzen,77,18,473,3.8
71,T67,T67,Jerry Kelly,99,18,532,3.4
72,T67,T67,Jeff Quinney,91,18,598,3.0
73,T67,T67,Brian Stuard,81,18,491,3.7
74,T75,T75,Jason Dufner,87,17,458,3.7
75,T75,T75,Bill Haas,87,17,501,3.4
76,T75,T75,J.J. Henry,92,17,508,3.3
77,T75,T75,Ryuji Imada,90,17,647,2.6
78,T75,T75,Alex Prugh,88,17,536,3.2
79,T75,T75,Ted Purdy,86,17,500,3.4
80,T75,T75,Heath Slocum,97,17,513,3.3
81,T75,T75,Steve Stricker,73,17,412,4.1
82,T75,T75,Josh Teater,101,17,604,2.8
83,T75,T75,David Toms,86,17,519,3.3
84,T85,T85,Woody Austin,93,16,573,2.8
85,T85,T85,Chris Couch,66,16,417,3.8
86,T85,T85,Matt Kuchar,97,16,560,2.9
87,T85,T85,Will MacKenzie,72,16,449,3.6
88,T85,T85,George McNeill,79,16,492,3.3
89,T85,T85,Ryan Palmer,84,16,522,3.1
90,T85,T85,Aron Price,70,16,412,3.9
91,T85,T85,Roger Tambellini,77,16,361,4.4
92,T85,T85,D.J. Trahan,92,16,528,3.0
93,T85,T85,Bubba Watson,77,16,448,3.6
94,T95,T95,Chad Campbell,94,15,522,2.9
95,T95,T95,James Driscoll,78,15,506,3.0
96,T95,T95,Rickie Fowler,98,15,586,2.6
97,T95,T95,Robert Garrigus,71,15,405,3.7
98,T95,T95,Spencer Levin,110,15,676,2.2
99,T95,T95,Davis Love III,79,15,405,3.7
100,T95,T95,Steve Marino,81,15,447,3.4
101,T95,T95,Rocco Mediate,71,15,374,4.0
102,T95,T95,John Merrick,109,15,588,2.6
103,T95,T95,Rod Pampling,77,15,466,3.2
104,T95,T95,Chris Riley,73,15,443,3.4
105,T95,T95,Kevin Stadler,86,15,488,3.1
106,T95,T95,Jerod Turner,54,15,289,5.2
107,T95,T95,Camilo Villegas,78,15,394,3.8
108,T95,T95,Jay Williamson,76,15,397,3.8
109,T110,T110,Briny Baird,87,14,519,2.7
110,T110,T110,Rich Barcelo,70,14,400,3.5
111,T110,T110,Ricky Barnes,103,14,577,2.4
112,T110,T110,Matt Bettencourt,91,14,545,2.6
113,T110,T110,Henrik Bjornstad,72,14,354,4.0
114,T110,T110,Kris Blanks,91,14,442,3.2
115,T110,T110,Mark Calcavecchia,50,14,213,6.6
116,T110,T110,Ben Curtis,78,14,439,3.2
117,T110,T110,Martin Flores,75,14,442,3.2
118,T110,T110,Jim Furyk,76,14,436,3.2
119,T110,T110,Justin Leonard,89,14,515,2.7
120,T110,T110,Hunter Mahan,85,14,461,3.0
121,T110,T110,Billy Mayfair,78,14,387,3.6
122,T110,T110,Sean O'Hair,84,14,428,3.3
123,T110,T110,Geoff Ogilvy,62,14,363,3.9
124,T110,T110,Justin Rose,78,14,519,2.7
125,T110,T110,Nick Watney,91,14,486,2.9
126,T110,T110,Steve Wheatcroft,74,14,404,3.5
127,T110,T110,Dean Wilson,54,14,342,4.1
128,T129,T129,Alex Cejka,81,13,440,3.0
129,T129,T129,Matt Every,60,13,364,3.6
130,T129,T129,Jeff Maggert,76,13,425,3.1
131,T129,T129,Ryan Moore,80,13,431,3.0
132,T129,T129,Tom Pernice Jr.,74,13,387,3.4
133,T129,T129,Rory Sabbatini,79,13,489,2.7
134,T129,T129,Adam Scott,70,13,352,3.7
135,T129,T129,Vijay Singh,75,13,383,3.4
136,T129,T129,Kevin Streelman,90,13,562,2.3
137,T129,T129,Chris Stroud,90,13,472,2.8
138,T129,T129,Roland Thatcher,72,13,443,2.9
139,T129,T129,Scott Verplank,74,13,420,3.1
140,T129,T129,Jimmy Walker,82,13,493,2.6
141,T129,T129,Brett Wetterich,54,13,340,3.8
142,T143,T143,Cameron Beckman,68,12,389,3.1
143,T143,T143,Paul Casey,64,12,324,3.7
144,T143,T143,John Daly,63,12,311,3.9
145,T143,T143,Brent Delahoussaye,57,12,302,4.0
146,T143,T143,David Duval,71,12,388,3.1
147,T143,T143,Retief Goosen,75,12,387,3.1
148,T143,T143,Paul Goydos,78,12,472,2.5
149,T143,T143,Phil Mickelson,76,12,406,3.0
150,T143,T143,Brenden Pappas,66,12,361,3.3
151,T143,T143,Jeev Milkha Singh,59,12,364,3.3
152,T143,T143,Nicholas Thompson,88,12,481,2.5
153,T143,T143,Y.E. Yang,72,12,410,2.9
154,T155,T155,Steve Flesch,78,11,463,2.4
155,T155,T155,Mathias Grönberg,61,11,344,3.2
156,T155,T155,Trevor Immelman,55,11,283,3.9
157,T155,T155,Cliff Kresge,50,11,285,3.9
158,T155,T155,Martin Laird,91,11,535,2.1
159,T155,T155,Marc Leishman,87,11,518,2.1
160,T155,T155,Steve Lowery,67,11,351,3.1
161,T155,T155,Cameron Tringale,55,11,273,4.0
162,T163,T163,Ángel Cabrera,64,10,353,2.8
163,T163,T163,Tim Clark,88,10,500,2.0
164,T163,T163,Ernie Els,72,10,400,2.5
165,T163,T163,Lucas Glover,75,10,400,2.5
166,T163,T163,Jeff Gove,57,10,258,3.9
167,T163,T163,Padraig Harrington,57,10,338,3.0
168,T163,T163,Skip Kendall,58,10,348,2.9
169,T163,T163,Cameron Percy,73,10,374,2.7
170,T163,T163,Michael Sim,64,10,405,2.5
171,T163,T163,Brandt Snedeker,89,10,590,1.7
172,T163,T163,Garrett Willis,82,10,467,2.1
173,T174,T174,Joe Durant,67,9,364,2.5
174,T174,T174,John Mallinger,78,9,449,2.0
175,T174,T174,Rory McIlroy,54,9,286,3.1
176,T177,T177,Kevin Johnson,62,8,320,2.5
177,T177,T177,Andrew McLardy,52,8,288,2.8
178,T177,T177,Greg Owen,69,8,386,2.1
179,T177,T177,Kenny Perry,69,8,353,2.3
180,T177,T177,Omar Uresti,74,8,382,2.1
181,T182,T182,Craig Bowden,56,7,319,2.2
182,T182,T182,Jarrod Lyle,54,7,319,2.2
183,T182,T182,Ian Poulter,55,7,257,2.7
184,T182,T182,Charles Warren,64,7,360,1.9
185,T186,T186,Greg Kraft,52,6,262,2.3
186,T186,T186,Mike Weir,59,6,322,1.9
187,T186,T186,Chris Wilson,65,6,346,1.7
188,189,189,Vance Veazey,58,5,329,1.5
189,T190,T190,Justin Bolli,55,4,272,1.5
190,T190,T190,Sergio Garcia,58,4,235,1.7
191,192,192,Garth Mulroy,53,3,262,1.1
