,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Paul Stankowski,62,12.35,340,42
1,2,2,Kevin Na,94,10.72,429,46
2,3,3,Stephen Ames,75,10.71,420,45
3,4,4,Brad Faxon,58,10.6,283,30
4,5,5,K.J. Choi,82,10.08,387,39
5,6,6,Zach Johnson,93,10.05,428,43
6,7,7,Jason Day,82,10.02,409,41
7,8,8,Chris Couch,66,10.0,350,35
8,T9,T9,Paul Casey,64,9.93,282,28
9,T9,T9,Chad Collins,87,9.93,443,44
10,T9,T9,Chris Tidland,77,9.93,433,43
11,12,12,Matt Every,60,9.89,273,27
12,13,13,Robert Allenby,76,9.84,366,36
13,14,14,Rory McIlroy,54,9.71,206,20
14,15,15,Andres Romero,73,9.69,423,41
15,16,16,Carl Pettersson,99,9.56,481,46
16,17,17,Bryce Molder,84,9.52,441,42
17,T18,T18,Derek Lamely,81,9.47,380,36
18,T18,T18,Dean Wilson,54,9.47,285,27
19,20,20,Shaun Micheel,70,9.39,330,31
20,T21,T21,John Daly,63,9.38,256,24
21,T21,T21,Richard Johnson,90,9.38,480,45
22,23,23,Y.E. Yang,72,9.34,332,31
23,24,24,Steve Stricker,73,9.24,314,29
24,T25,T25,Jason Bohn,84,9.16,415,38
25,T25,T25,Ben Crane,85,9.16,404,37
26,T27,T27,Freddie Jacobson,83,9.15,459,42
27,T27,T27,Troy Merritt,86,9.15,470,43
28,T27,T27,Boo Weekley,88,9.15,470,43
29,30,30,Matt Bettencourt,91,9.14,361,33
30,31,31,Padraig Harrington,57,9.13,230,21
31,32,32,Adam Scott,70,9.12,285,26
32,33,33,Johnson Wagner,85,9.09,473,43
33,34,34,Jeff Overton,89,9.07,408,37
34,35,35,Scott Piercy,88,8.84,475,42
35,36,36,Blake Adams,84,8.8,500,44
36,37,37,Brian Stuard,81,8.76,411,36
37,38,38,Jeff Quinney,91,8.73,424,37
38,39,39,Stewart Cink,84,8.66,404,35
39,T40,T40,Tom Gillis,97,8.65,532,46
40,T40,T40,Rory Sabbatini,79,8.65,370,32
41,42,42,David Lutterus,69,8.59,326,28
42,43,43,Brian Gay,101,8.47,425,36
43,44,44,Dustin Johnson,83,8.45,367,31
44,45,45,Michael Sim,64,8.44,320,27
45,46,46,Justin Rose,78,8.42,404,34
46,47,47,Charlie Wi,95,8.41,511,43
47,T48,T48,J.P. Hayes,79,8.4,369,31
48,T48,T48,David Toms,86,8.4,393,33
49,50,50,Michael Connell,89,8.37,430,36
50,51,51,David Duval,71,8.36,311,26
51,52,52,Brett Quigley,96,8.35,575,48
52,T53,T53,Aaron Baddeley,94,8.33,504,42
53,T53,T53,Mark Calcavecchia,50,8.33,180,15
54,T53,T53,Jerod Turner,54,8.33,216,18
55,56,56,Camilo Villegas,78,8.31,301,25
56,57,57,Tim Herron,79,8.27,423,35
57,58,58,Vaughn Taylor,87,8.21,475,39
58,59,59,Ryan Palmer,84,8.18,391,32
59,60,60,Will MacKenzie,72,8.11,407,33
60,61,61,Brent Delahoussaye,57,8.1,284,23
61,62,62,Graham DeLaet,88,8.04,485,39
62,63,63,Greg Chalmers,93,8.02,536,43
