,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,Troy Matteson,84,11.43,960,84
1,2,2,Mathew Goggin,85,11.21,953,85
2,3,3,John Senden,103,11.17,1151,103
3,4,4,Kevin Sutherland,86,11.02,948,86
4,T5,T5,Greg Owen,69,10.93,754,69
5,T5,T5,Brett Wetterich,54,10.93,590,54
6,7,7,Davis Love III,79,10.91,862,79
7,8,8,Rod Pampling,77,10.84,835,77
8,9,9,D.J. Trahan,92,10.79,993,92
9,T10,T10,Chad Campbell,94,10.77,1002,93
10,T10,T10,Ben Curtis,78,10.77,840,78
11,12,12,Trevor Immelman,55,10.76,592,55
12,13,13,Brett Quigley,96,10.74,1031,96
13,14,14,D.A. Points,90,10.72,965,90
14,15,15,Sergio Garcia,58,10.67,555,52
15,16,16,Bill Haas,87,10.66,927,87
16,17,17,Kenny Perry,69,10.65,724,68
17,18,18,Bob Estes,79,10.61,838,79
18,19,19,Adam Scott,70,10.6,721,68
19,20,20,Vaughn Taylor,87,10.59,921,87
20,21,21,Rocco Mediate,71,10.58,751,71
21,T22,T22,Jason Bohn,84,10.57,888,84
22,T22,T22,Bubba Watson,77,10.57,814,77
23,T24,T24,James Driscoll,78,10.55,823,78
24,T24,T24,Sean O'Hair,84,10.55,865,82
25,T26,T26,Lucas Glover,75,10.54,780,74
26,T26,T26,Will MacKenzie,72,10.54,759,72
27,28,28,Alex Cejka,81,10.51,851,81
28,29,29,Jonathan Byrd,85,10.49,892,85
29,T30,T30,Stephen Ames,75,10.47,775,74
30,T30,T30,Vijay Singh,75,10.47,775,74
31,T32,T32,Steve Marino,81,10.46,847,81
32,T32,T32,Tim Petrovic,105,10.46,1098,105
33,T32,T32,Roland Thatcher,72,10.46,753,72
34,35,35,Martin Laird,91,10.45,951,91
35,T36,T36,Ángel Cabrera,64,10.44,658,63
36,T36,T36,Stewart Cink,84,10.44,835,80
37,T36,T36,Josh Teater,101,10.44,1054,101
38,T39,T39,Hunter Mahan,85,10.43,876,84
39,T39,T39,John Rollins,81,10.43,845,81
40,T41,T41,Jason Dufner,87,10.41,906,87
41,T41,T41,Alex Prugh,88,10.41,916,88
42,T43,T43,Robert Allenby,76,10.39,769,74
43,T43,T43,Ernie Els,72,10.39,727,70
