,Putting_from_7_RANK THIS WEEK,Putting_from_7_RANK LAST WEEK,Putting_from_7_PLAYER NAME,Putting_from_7_ROUNDS,Putting_from_7_% MADE,Putting_from_7_ATTEMPTS,Putting_from_7_PUTTS MADE
0,1,1,Pat Perez,90,82.81,64,53
1,2,2,Zach Johnson,93,78.18,55,43
2,3,3,Jason Day,82,77.63,76,59
3,4,4,Chris Riley,73,77.27,44,34
4,5,5,Aron Price,70,75.47,53,40
5,6,6,Ryan Moore,80,73.21,56,41
6,T7,T7,John Daly,63,72.73,44,32
7,T7,T7,Matt Jones,89,72.73,77,56
8,9,9,Scott Piercy,88,72.58,62,45
9,10,10,Trevor Immelman,55,71.88,32,23
10,11,11,Andres Romero,73,71.19,59,42
11,12,12,Paul Stankowski,62,70.83,48,34
12,13,13,Justin Rose,78,69.84,63,44
13,14,14,Geoff Ogilvy,62,69.64,56,39
14,T15,T15,David Duval,71,69.23,39,27
15,T15,T15,Brett Quigley,96,69.23,78,54
16,T17,T17,Steve Marino,81,68.75,48,33
17,T17,T17,Kevin Stadler,86,68.75,64,44
18,19,19,Ryuji Imada,90,68.42,76,52
19,20,20,Jeff Maggert,76,68.33,60,41
20,21,21,Steve Wheatcroft,74,68.29,41,28
21,22,22,Scott McCarron,90,68.12,69,47
22,23,23,Kevin Na,94,67.74,62,42
23,24,24,Justin Leonard,89,67.31,52,35
24,25,25,Chad Collins,87,67.21,61,41
25,T26,T26,Chad Campbell,94,67.16,67,45
26,T26,T26,Charles Howell III,103,67.16,67,45
27,T28,T28,Tim Herron,79,66.67,54,36
28,T28,T28,Jarrod Lyle,54,66.67,36,24
29,T28,T28,Dean Wilson,54,66.67,45,30
30,T28,T28,Y.E. Yang,72,66.67,57,38
31,32,32,Bo Van Pelt,104,66.28,86,57
32,33,33,Martin Laird,91,66.22,74,49
33,T34,T34,Carl Pettersson,99,66.2,71,47
34,T34,T34,Webb Simpson,98,66.2,71,47
35,T36,T36,James Driscoll,78,66.18,68,45
36,T36,T36,Ted Purdy,86,66.18,68,45
37,38,38,Matt Kuchar,97,66.1,59,39
38,39,39,Ryan Palmer,84,66.07,56,37
39,40,40,Nathan Green,86,65.38,78,51
40,41,41,Alex Prugh,88,65.22,69,45
41,42,42,Steve Lowery,67,65.15,66,43
42,43,43,Jeev Milkha Singh,59,65.12,43,28
43,T44,T44,Dustin Johnson,83,65.0,60,39
44,T44,T44,Joe Ogilvie,99,65.0,80,52
45,46,46,Greg Chalmers,93,64.79,71,46
46,T47,T47,Mark Calcavecchia,50,64.71,17,11
47,T47,T47,Troy Merritt,86,64.71,68,44
48,49,49,Michael Connell,89,64.56,79,51
49,50,50,Ricky Barnes,103,64.47,76,49
50,51,51,John Mallinger,78,64.18,67,43
51,T52,T52,Daniel Chopra,74,64.06,64,41
52,T52,T52,Brian Stuard,81,64.06,64,41
53,54,54,Sean O'Hair,84,64.0,50,32
54,55,55,Justin Bolli,55,63.89,36,23
55,56,56,Tim Clark,88,63.77,69,44
56,T57,T57,Skip Kendall,58,63.64,44,28
57,T57,T57,John Senden,103,63.64,88,56
58,T57,T57,Brandt Snedeker,89,63.64,66,42
59,60,60,Luke Donald,71,63.46,52,33
60,61,61,Lee Janzen,77,63.38,71,45
61,62,62,Paul Goydos,78,63.24,68,43
62,63,63,Richard Johnson,90,63.16,57,36
63,64,64,Will MacKenzie,72,62.9,62,39
64,65,65,Rocco Mediate,71,62.75,51,32
65,T66,T66,Rory McIlroy,54,62.5,32,20
66,T66,T66,Vance Veazey,58,62.5,40,25
67,68,68,Graham DeLaet,88,62.3,61,38
68,69,69,George McNeill,79,62.16,74,46
69,70,70,Nick Watney,91,62.12,66,41
70,71,71,Vaughn Taylor,87,62.03,79,49
71,72,72,Jim Furyk,76,62.0,50,31
72,T73,T73,Craig Bowden,56,61.9,42,26
73,T73,T73,Roger Tambellini,77,61.9,42,26
74,75,75,Mark Wilson,87,61.82,55,34
75,76,76,Chris DiMarco,88,61.8,89,55
76,77,77,Stephen Ames,75,61.76,68,42
77,78,78,Charlie Wi,95,61.73,81,50
78,T79,T79,Heath Slocum,97,61.54,52,32
79,T79,T79,Steve Stricker,73,61.54,52,32
