,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Paul Stankowski,62,2.6
1,T2,T2,Stephen Ames,75,2.3
2,T2,T2,Paul Casey,64,2.3
3,T2,T2,K.J. Choi,82,2.3
4,T5,T5,Zach Johnson,93,2.2
5,T5,T5,Kevin Na,94,2.2
6,T7,T7,Robert Allenby,76,2.1
7,T7,T7,Steve Stricker,73,2.1
8,T9,T9,Jason Day,82,2.0
9,T9,T9,Andres Romero,73,2.0
10,T11,T11,Stewart Cink,84,1.9
11,T11,T11,Ben Crane,85,1.9
12,T11,T11,Richard Johnson,90,1.9
13,T11,T11,Chris Tidland,77,1.9
14,T11,T11,Y.E. Yang,72,1.9
15,T16,T16,Blake Adams,84,1.8
16,T16,T16,Chad Collins,87,1.8
17,T16,T16,Freddie Jacobson,83,1.8
18,T16,T16,Rory McIlroy,54,1.8
19,T16,T16,Shaun Micheel,70,1.8
20,T16,T16,Bryce Molder,84,1.8
21,T16,T16,Carl Pettersson,99,1.8
22,T16,T16,Boo Weekley,88,1.8
23,T24,T24,Aaron Baddeley,94,1.7
24,T24,T24,Jason Bohn,84,1.7
25,T24,T24,Tom Gillis,97,1.7
26,T24,T24,Dustin Johnson,83,1.7
27,T24,T24,Brett Quigley,96,1.7
28,T24,T24,Justin Rose,78,1.7
29,T24,T24,Adam Scott,70,1.7
30,T24,T24,Michael Sim,64,1.7
31,T24,T24,Camilo Villegas,78,1.7
32,T24,T24,Charlie Wi,95,1.7
33,T24,T24,Dean Wilson,54,1.7
34,T35,T35,Greg Chalmers,93,1.6
35,T35,T35,Michael Connell,89,1.6
36,T35,T35,Luke Donald,71,1.6
37,T35,T35,Ernie Els,72,1.6
38,T35,T35,Matt Every,60,1.6
39,T35,T35,Jim Furyk,76,1.6
40,T35,T35,Padraig Harrington,57,1.6
41,T35,T35,Tim Herron,79,1.6
42,T35,T35,Derek Lamely,81,1.6
43,T35,T35,Jeff Overton,89,1.6
44,T35,T35,Kenny Perry,69,1.6
45,T35,T35,Vaughn Taylor,87,1.6
46,T35,T35,David Toms,86,1.6
47,T35,T35,Bo Van Pelt,104,1.6
48,T35,T35,Johnson Wagner,85,1.6
49,T50,T50,Chris Couch,66,1.5
50,T50,T50,John Daly,63,1.5
51,T50,T50,Graham DeLaet,88,1.5
52,T50,T50,J.B. Holmes,100,1.5
53,T50,T50,Matt Jones,89,1.5
54,T50,T50,Troy Merritt,86,1.5
55,T50,T50,Scott Piercy,88,1.5
56,T50,T50,John Rollins,81,1.5
57,T50,T50,Rory Sabbatini,79,1.5
58,T50,T50,Nick Watney,91,1.5
59,T50,T50,Brett Wetterich,54,1.5
60,T50,T50,Mark Wilson,87,1.5
61,T62,T62,Jonathan Byrd,85,1.4
62,T62,T62,Brendon de Jonge,114,1.4
63,T62,T62,Chris DiMarco,88,1.4
64,T62,T62,Joe Durant,67,1.4
65,T62,T62,Steve Elkington,74,1.4
66,T62,T62,Brad Faxon,58,1.4
67,T62,T62,Sergio Garcia,58,1.4
68,T62,T62,Brian Gay,101,1.4
69,T62,T62,Retief Goosen,75,1.4
70,T62,T62,Charley Hoffman,85,1.4
71,T62,T62,Justin Leonard,89,1.4
72,T62,T62,Spencer Levin,110,1.4
73,T62,T62,Davis Love III,79,1.4
74,T62,T62,Will MacKenzie,72,1.4
75,T62,T62,Hunter Mahan,85,1.4
76,T62,T62,Sean O'Hair,84,1.4
77,T62,T62,Geoff Ogilvy,62,1.4
78,T62,T62,Pat Perez,90,1.4
79,T62,T62,Tom Pernice Jr.,74,1.4
80,T62,T62,Aron Price,70,1.4
81,T62,T62,John Senden,103,1.4
82,T62,T62,Webb Simpson,98,1.4
83,T62,T62,Jeev Milkha Singh,59,1.4
84,T62,T62,Kevin Stadler,86,1.4
85,T62,T62,Brian Stuard,81,1.4
86,T62,T62,Charles Warren,64,1.4
87,T88,T88,Woody Austin,93,1.3
88,T88,T88,Ángel Cabrera,64,1.3
89,T88,T88,Ben Curtis,78,1.3
90,T88,T88,James Driscoll,78,1.3
91,T88,T88,David Duval,71,1.3
92,T88,T88,Robert Garrigus,71,1.3
93,T88,T88,Lucas Glover,75,1.3
94,T88,T88,Nathan Green,86,1.3
95,T88,T88,J.P. Hayes,79,1.3
96,T88,T88,J.J. Henry,92,1.3
97,T88,T88,Ryuji Imada,90,1.3
98,T88,T88,Trevor Immelman,55,1.3
99,T88,T88,Martin Laird,91,1.3
100,T88,T88,Michael Letzig,84,1.3
101,T88,T88,Bill Lunde,79,1.3
102,T88,T88,Troy Matteson,84,1.3
103,T88,T88,Scott McCarron,90,1.3
104,T88,T88,James Nitties,92,1.3
105,T88,T88,Joe Ogilvie,99,1.3
106,T88,T88,Ryan Palmer,84,1.3
107,T88,T88,D.A. Points,90,1.3
108,T88,T88,Jeff Quinney,91,1.3
109,T88,T88,Vijay Singh,75,1.3
110,T88,T88,Kevin Sutherland,86,1.3
