,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
100,T99,T99,Jason Dufner,87,4.9
101,T99,T99,Sergio Garcia,58,4.9
102,T99,T99,Lucas Glover,75,4.9
103,T99,T99,George McNeill,79,4.9
104,T99,T99,Ian Poulter,55,4.9
105,T99,T99,Jeff Quinney,91,4.9
106,T99,T99,John Rollins,81,4.9
107,T99,T99,Kevin Streelman,90,4.9
108,T99,T99,Vaughn Taylor,87,4.9
109,T99,T99,Jimmy Walker,82,4.9
110,T111,T111,Chad Campbell,94,4.8
111,T111,T111,Graham DeLaet,88,4.8
112,T111,T111,Chris DiMarco,88,4.8
113,T111,T111,Steve Elkington,74,4.8
114,T111,T111,Bob Estes,79,4.8
115,T111,T111,Steve Flesch,78,4.8
116,T111,T111,Paul Goydos,78,4.8
117,T111,T111,Padraig Harrington,57,4.8
118,T111,T111,J.J. Henry,92,4.8
119,T111,T111,Matt Jones,89,4.8
120,T111,T111,Joe Ogilvie,99,4.8
121,T111,T111,Tim Petrovic,105,4.8
122,T111,T111,Aron Price,70,4.8
123,T111,T111,Kevin Stadler,86,4.8
124,T111,T111,Boo Weekley,88,4.8
125,T111,T111,Mark Wilson,87,4.8
126,127,127,Derek Lamely,81,4.7
127,T128,T128,Marc Leishman,87,4.6
128,T128,T128,Brett Quigley,96,4.6
129,T128,T128,John Senden,103,4.6
130,T128,T128,Charles Warren,64,4.6
131,T132,T132,Michael Bradley,77,4.5
132,T132,T132,James Driscoll,78,4.5
133,T132,T132,Trevor Immelman,55,4.5
134,T132,T132,Martin Laird,91,4.5
135,T132,T132,Will MacKenzie,72,4.5
136,T132,T132,Scott McCarron,90,4.5
137,T132,T132,Chris Riley,73,4.5
138,T139,T139,Briny Baird,87,4.4
139,T139,T139,Rich Barcelo,70,4.4
140,T139,T139,Martin Flores,75,4.4
141,T139,T139,Alex Prugh,88,4.4
142,T139,T139,Josh Teater,101,4.4
143,T144,T144,Matt Bettencourt,91,4.3
144,T144,T144,John Daly,63,4.3
145,T144,T144,Brent Delahoussaye,57,4.3
146,T144,T144,Mathias Grönberg,61,4.3
147,T144,T144,Jeff Maggert,76,4.3
148,T144,T144,Troy Matteson,84,4.3
149,T144,T144,Phil Mickelson,76,4.3
150,T144,T144,Tom Pernice Jr.,74,4.3
151,T144,T144,Jeev Milkha Singh,59,4.3
152,T144,T144,Mike Weir,59,4.3
153,T154,T154,Cameron Beckman,68,4.2
154,T154,T154,Craig Bowden,56,4.2
155,T154,T154,Ted Purdy,86,4.2
156,T154,T154,Vijay Singh,75,4.2
157,T154,T154,Steve Wheatcroft,74,4.2
158,159,159,Bill Lunde,79,4.1
159,T160,T160,Brad Faxon,58,4.0
160,T160,T160,Lee Janzen,77,4.0
161,T160,T160,John Mallinger,78,4.0
162,T163,T163,Kris Blanks,91,3.9
163,T163,T163,Mark Calcavecchia,50,3.9
164,T163,T163,Brenden Pappas,66,3.9
165,T166,T166,Mathew Goggin,85,3.8
166,T166,T166,Steve Lowery,67,3.8
167,T166,T166,Billy Mayfair,78,3.8
168,T166,T166,Greg Owen,69,3.8
169,T166,T166,Nicholas Thompson,88,3.8
170,T166,T166,Vance Veazey,58,3.8
171,T172,T172,David Lutterus,69,3.7
172,T172,T172,Rocco Mediate,71,3.7
173,T174,T174,Alex Cejka,81,3.6
174,T174,T174,Cliff Kresge,50,3.6
175,T174,T174,Jarrod Lyle,54,3.6
176,T174,T174,Cameron Percy,73,3.6
177,T174,T174,Roland Thatcher,72,3.6
178,T179,T179,Henrik Bjornstad,72,3.5
179,T179,T179,Greg Kraft,52,3.5
180,T179,T179,Garth Mulroy,53,3.5
181,T179,T179,Roger Tambellini,77,3.5
182,T179,T179,Cameron Tringale,55,3.5
183,T184,T184,Daniel Chopra,74,3.4
184,T184,T184,Andrew McLardy,52,3.4
185,186,186,Rod Pampling,77,3.3
186,T187,T187,Jeff Gove,57,3.1
187,T187,T187,Jerod Turner,54,3.1
188,T189,T189,Omar Uresti,74,3.0
189,T189,T189,Chris Wilson,65,3.0
190,191,191,Justin Bolli,55,2.9
191,192,192,Kevin Johnson,62,2.7
