,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,1,1,Steve Stricker,73,7.6
1,2,2,Geoff Ogilvy,62,7.4
2,T3,T3,Robert Allenby,76,7.2
3,T3,T3,Paul Casey,64,7.2
4,T3,T3,Ben Crane,85,7.2
5,T3,T3,Kevin Na,94,7.2
6,7,7,Zach Johnson,93,7.1
7,8,8,Stephen Ames,75,7.0
8,9,9,Charlie Wi,95,6.7
9,T10,T10,Stewart Cink,84,6.6
10,T10,T10,Rory McIlroy,54,6.6
11,12,12,K.J. Choi,82,6.5
12,T13,T13,Luke Donald,71,6.4
13,T13,T13,Tom Gillis,97,6.4
14,T13,T13,Matt Kuchar,97,6.4
15,T13,T13,Bo Van Pelt,104,6.4
16,17,17,Tim Clark,88,6.3
17,T18,T18,Ernie Els,72,6.2
18,T18,T18,Justin Rose,78,6.2
19,T18,T18,Y.E. Yang,72,6.2
20,T21,T21,Aaron Baddeley,94,6.1
21,T21,T21,Retief Goosen,75,6.1
22,T21,T21,Andres Romero,73,6.1
23,T24,T24,Greg Chalmers,93,6.0
24,T24,T24,Michael Connell,89,6.0
25,T24,T24,Jason Day,82,6.0
26,T24,T24,Joe Durant,67,6.0
27,T24,T24,Freddie Jacobson,83,6.0
28,T24,T24,Carl Pettersson,99,6.0
29,T30,T30,Matt Every,60,5.9
30,T30,T30,Jim Furyk,76,5.9
31,T30,T30,Justin Leonard,89,5.9
32,T33,T33,Chad Collins,87,5.8
33,T33,T33,Adam Scott,70,5.8
34,T33,T33,David Toms,86,5.8
35,T36,T36,Brian Gay,101,5.7
36,T36,T36,Kenny Perry,69,5.7
37,T38,T38,Jason Bohn,84,5.6
38,T38,T38,Rickie Fowler,98,5.6
39,T38,T38,Shaun Micheel,70,5.6
40,T38,T38,Bryce Molder,84,5.6
41,T38,T38,Ryan Palmer,84,5.6
42,T43,T43,Bill Haas,87,5.5
43,T43,T43,J.B. Holmes,100,5.5
44,T43,T43,Jeff Overton,89,5.5
45,T43,T43,Paul Stankowski,62,5.5
46,T43,T43,Nick Watney,91,5.5
47,T48,T48,Woody Austin,93,5.4
48,T48,T48,Brendon de Jonge,114,5.4
49,T48,T48,David Duval,71,5.4
50,T48,T48,Nathan Green,86,5.4
51,T48,T48,Charley Hoffman,85,5.4
52,T48,T48,Charles Howell III,103,5.4
53,T48,T48,Dustin Johnson,83,5.4
54,T48,T48,Sean O'Hair,84,5.4
55,T48,T48,Michael Sim,64,5.4
56,T48,T48,Brandt Snedeker,89,5.4
57,T48,T48,Scott Verplank,74,5.4
58,T48,T48,Dean Wilson,54,5.4
59,T60,T60,Ben Curtis,78,5.3
60,T60,T60,Richard Johnson,90,5.3
61,T60,T60,Skip Kendall,58,5.3
62,T60,T60,Ryan Moore,80,5.3
63,T60,T60,Pat Perez,90,5.3
64,T60,T60,Camilo Villegas,78,5.3
65,T60,T60,Brett Wetterich,54,5.3
66,T60,T60,Garrett Willis,82,5.3
67,T68,T68,Ricky Barnes,103,5.2
68,T68,T68,Jonathan Byrd,85,5.2
69,T68,T68,Ángel Cabrera,64,5.2
70,T68,T68,Tim Herron,79,5.2
71,T68,T68,Michael Letzig,84,5.2
72,T68,T68,Steve Marino,81,5.2
73,T68,T68,Troy Merritt,86,5.2
74,T68,T68,Scott Piercy,88,5.2
75,T68,T68,Webb Simpson,98,5.2
76,T68,T68,Heath Slocum,97,5.2
77,T68,T68,Brian Stuard,81,5.2
78,T68,T68,Chris Tidland,77,5.2
79,T80,T80,Robert Garrigus,71,5.1
80,T80,T80,Ryuji Imada,90,5.1
81,T80,T80,Davis Love III,79,5.1
82,T80,T80,John Merrick,109,5.1
83,T80,T80,Johnson Wagner,85,5.1
84,T85,T85,Blake Adams,84,5.0
85,T85,T85,Chris Couch,66,5.0
86,T85,T85,J.P. Hayes,79,5.0
87,T85,T85,Jerry Kelly,99,5.0
88,T85,T85,Spencer Levin,110,5.0
89,T85,T85,Hunter Mahan,85,5.0
90,T85,T85,James Nitties,92,5.0
91,T85,T85,D.A. Points,90,5.0
92,T85,T85,Rory Sabbatini,79,5.0
93,T85,T85,Chris Stroud,90,5.0
94,T85,T85,Kevin Sutherland,86,5.0
95,T85,T85,D.J. Trahan,92,5.0
96,T85,T85,Bubba Watson,77,5.0
97,T85,T85,Jay Williamson,76,5.0
98,T99,T99,Stuart Appleby,101,4.9
99,T99,T99,Brian Davis,101,4.9
