,One-Putt_Percentage_-_Round_5_RANK THIS WEEK,One-Putt_Percentage_-_Round_5_RANK LAST WEEK,One-Putt_Percentage_-_Round_5_PLAYER NAME,One-Putt_Percentage_-_Round_5_%,One-Putt_Percentage_-_Round_5_# OF 1 PUTTS,One-Putt_Percentage_-_Round_5_# OF HOLES
0,1,1,Richard Johnson,77.78,14,18
1,T2,T2,Brian Gay,72.22,13,18
2,T2,T2,David Toms,72.22,13,18
3,T4,T4,Chris Couch,61.11,11,18
4,T4,T4,Pat Perez,61.11,11,18
5,T4,T4,Jeff Quinney,61.11,11,18
6,T7,T7,Chad Collins,55.56,10,18
7,T7,T7,Brian Davis,55.56,10,18
8,T7,T7,Lee Janzen,55.56,10,18
9,T7,T7,Matt Kuchar,55.56,10,18
10,T7,T7,Rod Pampling,55.56,10,18
11,T7,T7,Garrett Willis,55.56,10,18
12,T13,T13,Michael Bradley,50.0,9,18
13,T13,T13,Greg Chalmers,50.0,9,18
14,T13,T13,Billy Mayfair,50.0,9,18
15,T13,T13,George McNeill,50.0,9,18
16,T13,T13,Ryan Moore,50.0,9,18
17,T13,T13,Alex Prugh,50.0,9,18
18,T13,T13,Brandt Snedeker,50.0,9,18
19,T13,T13,Jerod Turner,50.0,9,18
20,T13,T13,Omar Uresti,50.0,9,18
21,T13,T13,Mike Weir,50.0,9,18
22,T13,T13,Chris Wilson,50.0,9,18
23,T24,T24,Matt Bettencourt,44.44,8,18
24,T24,T24,Jason Bohn,44.44,8,18
25,T24,T24,Tim Clark,44.44,8,18
26,T24,T24,Graham DeLaet,44.44,8,18
27,T24,T24,Bob Estes,44.44,8,18
28,T24,T24,Tom Gillis,44.44,8,18
29,T24,T24,Bill Haas,44.44,8,18
30,T24,T24,J.P. Hayes,44.44,8,18
31,T24,T24,Charles Howell III,44.44,8,18
32,T24,T24,Ryuji Imada,44.44,8,18
33,T24,T24,Matt Jones,44.44,8,18
34,T24,T24,Kevin Na,44.44,8,18
35,T24,T24,Joe Ogilvie,44.44,8,18
36,T24,T24,Greg Owen,44.44,8,18
37,T24,T24,Heath Slocum,44.44,8,18
38,T24,T24,Vaughn Taylor,44.44,8,18
39,T24,T24,D.J. Trahan,44.44,8,18
40,T41,T41,Ricky Barnes,38.89,7,18
41,T41,T41,Henrik Bjornstad,38.89,7,18
42,T41,T41,Brendon de Jonge,38.89,7,18
43,T41,T41,Jason Dufner,38.89,7,18
44,T41,T41,Joe Durant,38.89,7,18
45,T41,T41,Martin Flores,38.89,7,18
46,T41,T41,Freddie Jacobson,38.89,7,18
47,T41,T41,John Merrick,38.89,7,18
48,T41,T41,John Senden,38.89,7,18
49,T41,T41,Kevin Stadler,38.89,7,18
50,T41,T41,Roger Tambellini,38.89,7,18
51,T41,T41,Josh Teater,38.89,7,18
52,T41,T41,Bo Van Pelt,38.89,7,18
53,T54,T54,Derek Lamely,33.33,6,18
54,T54,T54,Troy Merritt,33.33,6,18
55,T54,T54,Jeff Overton,33.33,6,18
56,T54,T54,Ryan Palmer,33.33,6,18
57,T54,T54,Brenden Pappas,33.33,6,18
58,T54,T54,Webb Simpson,33.33,6,18
59,T54,T54,Kevin Streelman,33.33,6,18
60,T54,T54,Kevin Sutherland,33.33,6,18
61,T62,T62,Chris DiMarco,27.78,5,18
62,T62,T62,Steve Elkington,27.78,5,18
63,T62,T62,Paul Goydos,27.78,5,18
64,T62,T62,Carl Pettersson,27.78,5,18
65,T62,T62,Michael Sim,27.78,5,18
66,T62,T62,Bubba Watson,27.78,5,18
67,68,68,Brett Quigley,22.22,4,18
68,69,69,Bill Lunde,16.67,3,18
69,70,70,Ben Crane,11.11,2,18
