,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Brian Gay,27.26,518,19
1,2,2,Charley Hoffman,27.39,493,18
2,3,3,Brian Davis,27.5,495,18
3,4,4,Brad Faxon,27.6,138,5
4,T5,T5,Jarrod Lyle,27.71,194,7
5,T5,T5,Ryan Palmer,27.71,388,14
6,7,7,Jeff Quinney,27.8,417,15
7,8,8,Zach Johnson,27.9,586,21
8,9,9,Michael Sim,27.92,335,12
9,T10,T10,Aaron Baddeley,28.0,560,20
10,T10,T10,Padraig Harrington,28.0,308,11
11,12,12,Luke Donald,28.07,421,15
12,T13,T13,Daniel Chopra,28.11,253,9
13,T13,T13,Tim Clark,28.11,534,19
14,15,15,Bryce Molder,28.13,422,15
15,T16,T16,John Mallinger,28.18,310,11
16,T16,T16,Webb Simpson,28.18,479,17
17,T18,T18,Carl Pettersson,28.22,508,18
18,T18,T18,Jeev Milkha Singh,28.22,254,9
19,20,20,Rory Sabbatini,28.23,367,13
20,21,21,J.B. Holmes,28.25,678,24
21,22,22,Ben Crane,28.28,509,18
22,23,23,Joe Ogilvie,28.33,425,15
23,T24,T24,Matt Bettencourt,28.36,312,11
24,T24,T24,Rory McIlroy,28.36,312,11
25,T24,T24,Garrett Willis,28.36,397,14
26,27,27,Greg Chalmers,28.37,539,19
27,28,28,Spencer Levin,28.41,625,22
28,29,29,James Driscoll,28.42,341,12
29,30,30,Kevin Streelman,28.44,455,16
30,T31,T31,Jim Furyk,28.47,484,17
31,T31,T31,Marc Leishman,28.47,484,17
32,T33,T33,K.J. Choi,28.5,513,18
33,T33,T33,Kevin Johnson,28.5,114,4
34,T33,T33,Steve Stricker,28.5,513,18
35,36,36,J.P. Hayes,28.54,371,13
36,37,37,Chris Riley,28.55,314,11
37,T38,T38,Pat Perez,28.56,514,18
38,T38,T38,David Toms,28.56,514,18
39,40,40,Mark Wilson,28.57,400,14
40,T41,T41,Ian Poulter,28.6,286,10
41,T41,T41,Jerod Turner,28.6,143,5
42,T43,T43,Tom Gillis,28.62,601,21
43,T43,T43,Nick Watney,28.62,601,21
44,T45,T45,Jason Bohn,28.63,458,16
45,T45,T45,Scott Verplank,28.63,458,16
46,47,47,Troy Matteson,28.64,401,14
47,T48,T48,Rod Pampling,28.67,344,12
48,T48,T48,Andres Romero,28.67,430,15
49,50,50,Matt Kuchar,28.68,631,22
50,51,51,Kevin Stadler,28.69,373,13
51,52,52,Mike Weir,28.7,287,10
52,53,53,Justin Rose,28.71,488,17
53,54,54,Jimmy Walker,28.75,345,12
54,55,55,Vaughn Taylor,28.76,489,17
55,56,56,Phil Mickelson,28.78,518,18
56,57,57,Stuart Appleby,28.79,547,19
57,T58,T58,Ryan Moore,28.8,432,15
58,T58,T58,Tim Petrovic,28.8,576,20
59,60,60,Blake Adams,28.81,461,16
60,T61,T61,David Duval,28.82,317,11
61,T61,T61,Retief Goosen,28.82,490,17
62,63,63,Brandt Snedeker,28.83,519,18
63,64,64,Chad Campbell,28.85,577,20
64,T65,T65,Craig Bowden,28.86,202,7
65,T65,T65,Chad Collins,28.86,404,14
66,67,67,Ryuji Imada,28.88,462,16
67,68,68,Stewart Cink,28.89,520,18
68,69,69,Kevin Na,28.9,578,20
69,70,70,Paul Goydos,28.93,405,14
70,71,71,Justin Leonard,28.94,521,18
71,72,72,Charles Howell III,28.95,637,22
72,T73,T73,Martin Flores,29.0,290,10
73,T73,T73,Hunter Mahan,29.0,522,18
74,T73,T73,George McNeill,29.0,348,12
75,T73,T73,Sean O'Hair,29.0,464,16
76,T73,T73,Ted Purdy,29.0,348,12
77,78,78,Charlie Wi,29.05,581,20
78,T79,T79,Paul Stankowski,29.09,320,11
79,T79,T79,Brett Wetterich,29.09,320,11
80,81,81,Chris DiMarco,29.11,524,18
81,82,82,Michael Connell,29.12,495,17
82,T83,T83,Stephen Ames,29.13,466,16
83,T83,T83,Rich Barcelo,29.13,233,8
84,T85,T85,Ricky Barnes,29.14,641,22
85,T85,T85,Kris Blanks,29.14,408,14
86,T85,T85,Rickie Fowler,29.14,612,21
87,88,88,Martin Laird,29.16,554,19
88,89,89,Brent Delahoussaye,29.17,175,6
89,90,90,Freddie Jacobson,29.19,467,16
90,91,91,Chris Couch,29.2,292,10
91,92,92,Mathew Goggin,29.21,409,14
92,93,93,Bo Van Pelt,29.22,672,23
93,T94,T94,Steve Flesch,29.23,380,13
94,T94,T94,Johnson Wagner,29.23,380,13
95,T96,T96,Scott McCarron,29.25,468,16
96,T96,T96,Shaun Micheel,29.25,351,12
97,T98,T98,Lee Janzen,29.27,322,11
98,T98,T98,Y.E. Yang,29.27,439,15
99,T100,T100,John Senden,29.29,615,21
100,T100,T100,Steve Wheatcroft,29.29,205,7
101,T102,T102,Justin Bolli,29.33,88,3
102,T102,T102,Steve Lowery,29.33,176,6
103,104,104,Chris Tidland,29.36,411,14
104,T105,T105,Ernie Els,29.38,470,16
105,T105,T105,Nathan Green,29.38,470,16
106,107,107,Steve Marino,29.41,500,17
107,T108,T108,Troy Merritt,29.42,353,12
108,T108,T108,Jay Williamson,29.42,353,12
109,T110,T110,Jason Dufner,29.5,531,18
110,T110,T110,Tim Herron,29.5,413,14
111,T110,T110,David Lutterus,29.5,236,8
112,T110,T110,Dean Wilson,29.5,236,8
113,T114,T114,Robert Allenby,29.53,502,17
114,T114,T114,Vijay Singh,29.53,443,15
115,T116,T116,Bill Haas,29.56,532,18
116,T116,T116,Scott Piercy,29.56,473,16
117,T116,T116,D.J. Trahan,29.56,532,18
118,119,119,Steve Elkington,29.57,414,14
119,T120,T120,Matt Every,29.58,355,12
120,T120,T120,Sergio Garcia,29.58,355,12
121,T120,T120,Geoff Ogilvy,29.58,355,12
122,T120,T120,Josh Teater,29.58,562,19
123,124,124,Chris Wilson,29.6,148,5
124,125,125,Jason Day,29.61,533,18
125,126,126,Will MacKenzie,29.62,385,13
126,T127,T127,Henrik Bjornstad,29.63,237,8
127,T127,T127,Trevor Immelman,29.63,237,8
128,T129,T129,Richard Johnson,29.67,445,15
129,T129,T129,Bill Lunde,29.67,267,9
130,T131,T131,Paul Casey,29.69,386,13
131,T131,T131,D.A. Points,29.69,475,16
132,T133,T133,Jerry Kelly,29.7,594,20
133,T133,T133,Brian Stuard,29.7,297,10
134,T133,T133,Charles Warren,29.7,297,10
135,136,136,Ben Curtis,29.71,416,14
136,137,137,Dustin Johnson,29.74,565,19
137,T138,T138,Matt Jones,29.76,506,17
138,T138,T138,Jeff Overton,29.76,506,17
139,140,140,Heath Slocum,29.77,655,22
140,141,141,John Rollins,29.79,417,14
141,142,142,Alex Prugh,29.8,447,15
142,143,143,Bubba Watson,29.81,477,16
143,T144,T144,Billy Mayfair,29.82,328,11
144,T144,T144,Camilo Villegas,29.82,507,17
145,146,146,Cameron Beckman,29.86,209,7
146,147,147,James Nitties,29.87,448,15
147,T148,T148,Michael Letzig,29.88,478,16
148,T148,T148,Kevin Sutherland,29.88,508,17
149,150,150,Derek Lamely,29.91,329,11
150,151,151,Robert Garrigus,29.92,389,13
151,152,152,Graham DeLaet,29.93,419,14
152,153,153,Woody Austin,29.94,479,16
153,T154,T154,Bob Estes,30.0,360,12
154,T154,T154,Mathias Grönberg,30.0,210,7
155,T154,T154,Skip Kendall,30.0,270,9
156,T154,T154,Adam Scott,30.0,450,15
157,T154,T154,Omar Uresti,30.0,240,8
158,T159,T159,Lucas Glover,30.07,451,15
159,T159,T159,Chris Stroud,30.07,451,15
160,161,161,Alex Cejka,30.08,391,13
161,162,162,Roland Thatcher,30.1,301,10
162,163,163,Cliff Kresge,30.13,241,8
163,164,164,J.J. Henry,30.19,483,16
164,165,165,Jeff Maggert,30.22,272,9
165,T166,T166,Brendon de Jonge,30.23,665,22
166,T166,T166,Nicholas Thompson,30.23,393,13
167,168,168,Brenden Pappas,30.25,242,8
168,169,169,Cameron Percy,30.27,333,11
169,170,170,John Merrick,30.29,636,21
170,171,171,Jonathan Byrd,30.31,485,16
171,172,172,Briny Baird,30.33,455,15
172,173,173,Rocco Mediate,30.36,334,11
173,174,174,Kenny Perry,30.4,456,15
174,175,175,Aron Price,30.42,365,12
175,176,176,Garth Mulroy,30.43,213,7
176,177,177,Joe Durant,30.46,396,13
177,178,178,Brett Quigley,30.47,579,19
178,T179,T179,Andrew McLardy,30.6,153,5
179,T179,T179,Boo Weekley,30.6,459,15
180,181,181,Michael Bradley,30.62,398,13
181,T182,T182,Greg Kraft,30.67,92,3
182,T182,T182,Tom Pernice Jr.,30.67,368,12
183,184,184,Mark Calcavecchia,30.71,215,7
184,185,185,Cameron Tringale,30.75,123,4
185,186,186,Davis Love III,30.8,462,15
186,187,187,Ángel Cabrera,30.85,401,13
187,188,188,Greg Owen,30.89,278,9
188,189,189,Vance Veazey,31.0,155,5
189,190,190,Jeff Gove,31.2,156,5
190,191,191,John Daly,31.25,250,8
191,192,192,Roger Tambellini,31.5,315,10
