,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
0,1,1,Retief Goosen,75,63.55,214,136
1,2,2,Pat Perez,90,63.14,331,209
2,3,3,Zach Johnson,93,62.93,294,185
3,4,4,Greg Chalmers,93,62.84,366,230
4,5,5,Ricky Barnes,103,62.32,345,215
5,6,6,Matt Jones,89,62.24,339,211
6,7,7,Brian Gay,101,62.16,333,207
7,8,8,Paul Casey,64,61.9,168,104
8,9,9,Michael Sim,64,61.75,217,134
9,10,10,Troy Merritt,86,61.72,337,208
10,11,11,George McNeill,79,61.39,303,186
11,12,12,Alex Prugh,88,61.34,344,211
12,13,13,Brandt Snedeker,89,60.91,330,201
13,14,14,Luke Donald,71,60.58,208,126
14,15,15,Chad Collins,87,60.39,308,186
15,16,16,Paul Stankowski,62,60.27,219,132
16,17,17,Matt Kuchar,97,60.26,307,185
17,18,18,Y.E. Yang,72,60.0,260,156
18,19,19,Charlie Wi,95,59.95,382,229
19,20,20,Scott McCarron,90,59.87,319,191
20,21,21,Nathan Green,86,59.82,341,204
21,22,22,Chris Riley,73,59.75,241,144
22,T23,T23,Daniel Chopra,74,59.66,290,173
23,T23,T23,Tim Clark,88,59.66,295,176
24,25,25,Charles Howell III,103,59.52,331,197
25,26,26,J.B. Holmes,100,59.43,387,230
26,27,27,Steve Marino,81,59.4,266,158
27,28,28,Dean Wilson,54,59.38,192,114
28,29,29,Brett Quigley,96,59.24,341,202
29,30,30,Geoff Ogilvy,62,59.07,215,127
30,31,31,Hunter Mahan,85,59.04,293,173
31,32,32,Aaron Baddeley,94,58.87,355,209
32,33,33,Ian Poulter,55,58.78,148,87
33,34,34,Carl Pettersson,99,58.72,327,192
34,35,35,Shaun Micheel,70,58.71,201,118
35,36,36,Matt Bettencourt,91,58.52,311,182
36,37,37,Scott Piercy,88,58.43,344,201
37,38,38,Richard Johnson,90,58.27,254,148
38,39,39,Justin Rose,78,58.22,292,170
39,40,40,Skip Kendall,58,58.12,191,111
40,41,41,Kevin Johnson,62,58.03,193,112
41,42,42,Ángel Cabrera,64,57.89,209,121
42,43,43,Jeff Quinney,91,57.83,351,203
43,44,44,Dustin Johnson,83,57.82,275,159
44,45,45,Trevor Immelman,55,57.76,161,93
45,46,46,Briny Baird,87,57.74,310,179
46,T47,T47,Michael Connell,89,57.73,343,198
47,T47,T47,Brett Wetterich,54,57.73,220,127
48,49,49,Ernie Els,72,57.71,201,116
49,50,50,Ryuji Imada,90,57.67,352,203
50,51,51,David Duval,71,57.58,231,133
51,52,52,John Senden,103,57.54,358,206
52,53,53,Brad Faxon,58,57.51,193,111
53,54,54,Jerod Turner,54,57.49,167,96
54,55,55,Kevin Na,94,57.48,294,169
55,T56,T56,Jim Furyk,76,57.47,221,127
56,T56,T56,Steve Wheatcroft,74,57.47,261,150
57,58,58,Rory Sabbatini,79,57.37,312,179
58,59,59,Andres Romero,73,57.34,293,168
59,60,60,Martin Laird,91,57.3,363,208
60,61,61,Bubba Watson,77,57.14,280,160
61,62,62,James Driscoll,78,57.05,298,170
62,63,63,Ryan Moore,80,57.03,256,146
63,64,64,Jeev Milkha Singh,59,57.01,214,122
64,65,65,Mark Wilson,87,56.95,302,172
65,66,66,Mathew Goggin,85,56.91,311,177
66,67,67,Sean O'Hair,84,56.83,271,154
67,68,68,Brent Delahoussaye,57,56.76,185,105
68,69,69,Steve Stricker,73,56.7,224,127
69,70,70,James Nitties,92,56.68,367,208
70,71,71,Joe Ogilvie,99,56.66,353,200
71,72,72,David Toms,86,56.64,286,162
72,73,73,Chris Stroud,90,56.63,309,175
73,74,74,Aron Price,70,56.57,274,155
74,75,75,Nick Watney,91,56.56,320,181
75,76,76,Robert Garrigus,71,56.47,278,157
76,77,77,Brian Stuard,81,56.43,280,158
77,78,78,Kevin Streelman,90,56.42,335,189
78,79,79,Phil Mickelson,76,56.32,261,147
79,80,80,Ryan Palmer,84,56.31,293,165
80,T81,T81,Marc Leishman,87,56.25,320,180
81,T81,T81,Justin Leonard,89,56.25,272,153
82,83,83,Spencer Levin,110,56.23,393,221
83,84,84,Tim Herron,79,56.14,285,160
84,85,85,John Rollins,81,56.09,312,175
85,86,86,Jeff Overton,89,56.06,330,185
86,87,87,Tim Petrovic,105,55.98,368,206
87,88,88,Bryce Molder,84,55.95,311,174
88,89,89,J.J. Henry,92,55.94,320,179
89,90,90,Stewart Cink,84,55.92,245,137
90,91,91,Paul Goydos,78,55.82,292,163
91,92,92,Freddie Jacobson,83,55.76,321,179
92,93,93,Webb Simpson,98,55.68,361,201
93,T94,T94,Jason Day,82,55.59,304,169
94,T94,T94,Steve Flesch,78,55.59,286,159
95,96,96,John Mallinger,78,55.56,279,155
96,97,97,Ted Purdy,86,55.48,292,162
97,98,98,Jimmy Walker,82,55.36,280,155
98,99,99,Chris Tidland,77,55.35,271,150
99,100,100,Heath Slocum,97,55.25,295,163
100,101,101,K.J. Choi,82,55.1,245,135
101,102,102,Steve Elkington,74,55.07,227,125
102,103,103,Jonathan Byrd,85,55.03,318,175
103,104,104,Blake Adams,84,54.86,257,141
104,105,105,Rich Barcelo,70,54.82,228,125
105,106,106,Tom Gillis,97,54.81,374,205
106,107,107,Garrett Willis,82,54.73,296,162
107,108,108,Garth Mulroy,53,54.72,159,87
108,109,109,Justin Bolli,55,54.6,174,95
109,110,110,Jarrod Lyle,54,54.5,211,115
110,111,111,Brenden Pappas,66,54.46,213,116
111,112,112,Charley Hoffman,85,54.39,342,186
112,113,113,Josh Teater,101,54.38,388,211
113,114,114,Roland Thatcher,72,54.24,295,160
114,115,115,Michael Letzig,84,54.19,334,181
115,116,116,Bob Estes,79,54.17,288,156
116,117,117,Tom Pernice Jr.,74,54.13,242,131
117,118,118,Chris DiMarco,88,54.05,346,187
118,119,119,Vaughn Taylor,87,54.02,361,195
119,120,120,Michael Bradley,77,54.01,287,155
120,121,121,Mark Calcavecchia,50,53.9,141,76
121,122,122,Lucas Glover,75,53.87,271,146
122,123,123,Matt Every,60,53.78,225,121
123,124,124,David Lutterus,69,53.65,233,125
124,125,125,Cameron Percy,73,53.64,220,118
125,126,126,Stuart Appleby,101,53.46,376,201
126,127,127,Lee Janzen,77,53.42,292,156
127,128,128,Andrew McLardy,52,53.37,193,103
128,T129,T129,Stephen Ames,75,53.36,283,151
129,T129,T129,Ben Curtis,78,53.36,253,135
130,131,131,Scott Verplank,74,53.31,242,129
131,132,132,Brian Davis,101,53.3,409,218
132,133,133,Joe Durant,67,53.13,224,119
133,134,134,D.A. Points,90,53.09,356,189
134,135,135,Sergio Garcia,58,53.08,130,69
135,136,136,J.P. Hayes,79,53.04,313,166
136,137,137,Jeff Maggert,76,52.99,251,133
137,138,138,Charles Warren,64,52.94,255,135
138,139,139,Henrik Bjornstad,72,52.89,225,119
139,140,140,Jason Bohn,84,52.86,297,157
140,141,141,Alex Cejka,81,52.83,318,168
141,142,142,Woody Austin,93,52.82,354,187
142,143,143,John Merrick,109,52.75,364,192
143,144,144,Kevin Stadler,86,52.68,298,157
144,145,145,Cameron Beckman,68,52.48,242,127
145,146,146,Bo Van Pelt,104,52.43,391,205
146,147,147,Rickie Fowler,98,52.35,340,178
147,T148,T148,Jason Dufner,87,52.34,256,134
148,T148,T148,Mathias Grönberg,61,52.34,214,112
149,T150,T150,Kenny Perry,69,52.27,264,138
150,T150,T150,Vance Veazey,58,52.27,220,115
151,152,152,Bill Haas,87,52.25,289,151
152,153,153,Will MacKenzie,72,52.23,291,152
153,154,154,Graham DeLaet,88,52.15,303,158
154,155,155,Robert Allenby,76,52.0,225,117
155,156,156,Chad Campbell,94,51.84,326,169
156,157,157,Brendon de Jonge,114,51.76,369,191
157,158,158,Chris Couch,66,51.75,228,118
158,159,159,Rod Pampling,77,51.64,304,157
159,160,160,Chris Wilson,65,51.58,221,114
160,161,161,Troy Matteson,84,51.55,291,150
161,162,162,Mike Weir,59,51.53,163,84
162,163,163,Jerry Kelly,99,51.51,332,171
163,164,164,Camilo Villegas,78,51.38,218,112
164,165,165,Kris Blanks,91,51.3,308,158
165,166,166,Cliff Kresge,50,51.28,195,100
166,167,167,Martin Flores,75,51.26,277,142
167,168,168,Rory McIlroy,54,51.15,174,89
168,169,169,Ben Crane,85,51.11,270,138
169,170,170,Padraig Harrington,57,50.79,189,96
170,171,171,Derek Lamely,81,50.72,276,140
171,172,172,Rocco Mediate,71,50.38,260,131
172,173,173,Kevin Sutherland,86,50.18,273,137
173,T174,T174,John Daly,63,50.0,222,111
174,T174,T174,Steve Lowery,67,50.0,242,121
175,176,176,Boo Weekley,88,49.68,310,154
176,177,177,Jay Williamson,76,49.59,246,122
177,178,178,Craig Bowden,56,49.44,178,88
178,179,179,Johnson Wagner,85,49.16,297,146
179,180,180,Vijay Singh,75,48.97,243,119
180,181,181,D.J. Trahan,92,48.94,329,161
181,182,182,Bill Lunde,79,48.86,264,129
182,183,183,Jeff Gove,57,48.85,174,85
183,184,184,Nicholas Thompson,88,48.64,368,179
184,185,185,Davis Love III,79,48.55,241,117
185,186,186,Roger Tambellini,77,48.24,255,123
186,187,187,Greg Kraft,52,48.08,156,75
187,188,188,Billy Mayfair,78,48.01,302,145
188,189,189,Adam Scott,70,46.58,234,109
189,190,190,Omar Uresti,74,45.35,258,117
190,191,191,Greg Owen,69,44.49,227,101
191,192,192,Cameron Tringale,55,44.05,168,74
