,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,64,4.42,588,133
1,2,2,Jimmy Walker,74,4.43,186,42
2,3,3,Jonathan Byrd,89,4.47,483,108
3,T4,T4,Matt Jones,56,4.49,220,49
4,T4,T4,Martin Laird,72,4.49,395,88
5,T4,T4,Kevin Na,91,4.49,494,110
6,T4,T4,John Senden,100,4.49,445,99
7,T8,T8,George McNeill,82,4.5,387,86
8,T8,T8,Phil Mickelson,66,4.5,387,86
9,T10,T10,Stephen Ames,77,4.51,356,79
10,T10,T10,Carl Pettersson,86,4.51,212,47
11,12,12,Pat Perez,74,4.52,271,60
12,T13,T13,Anthony Kim,76,4.53,471,104
13,T13,T13,Steve Marino,98,4.53,471,104
14,T15,T15,Brian Davis,103,4.54,409,90
15,T15,T15,Ernie Els,70,4.54,445,98
16,T15,T15,Davis Love III,89,4.54,377,83
17,T15,T15,Tag Ridings,50,4.54,159,35
18,T19,T19,Ryan Moore,89,4.55,387,85
19,T19,T19,Charlie Wi,92,4.55,382,84
20,T19,T19,Dean Wilson,81,4.55,241,53
21,22,22,Retief Goosen,74,4.56,442,97
22,T23,T23,Tommy Armour III,58,4.57,247,54
23,T23,T23,Tim Clark,81,4.57,375,82
24,T23,T23,Tom Lehman,55,4.57,242,53
25,T23,T23,Hunter Mahan,94,4.57,548,120
26,T23,T23,Geoff Ogilvy,78,4.57,548,120
27,T23,T23,Tom Pernice Jr.,82,4.57,420,92
28,T23,T23,Kevin Streelman,97,4.57,375,82
29,T23,T23,Steve Stricker,81,4.57,630,138
