,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,John Senden,100,-142,4.54,1550
1,T2,T2,Jonathan Byrd,89,-136,4.55,1510
2,T2,T2,Nick Watney,86,-136,4.52,1405
3,4,4,D.J. Trahan,96,-125,4.59,1515
4,T5,T5,Brian Davis,103,-120,4.61,1540
5,T5,T5,Bo Van Pelt,100,-120,4.62,1565
6,T7,T7,Charles Howell III,99,-119,4.61,1535
7,T7,T7,Steve Marino,98,-119,4.58,1430
8,T9,T9,Kevin Na,91,-118,4.59,1450
9,T9,T9,Scott Piercy,85,-118,4.58,1390
10,11,11,Tim Petrovic,97,-117,4.62,1545
11,12,12,Charley Hoffman,97,-116,4.63,1565
12,13,13,Steve Stricker,81,-115,4.54,1240
13,14,14,Bill Haas,91,-112,4.61,1420
14,T15,T15,Matt Bettencourt,98,-111,4.64,1530
15,T15,T15,Jerry Kelly,90,-111,4.58,1335
16,T15,T15,Mark Wilson,99,-111,4.63,1510
17,18,18,Tiger Woods,64,-110,4.43,960
18,T19,T19,Chris Stroud,88,-109,4.58,1310
19,T19,T19,Kevin Sutherland,96,-109,4.65,1565
20,21,21,Justin Leonard,95,-108,4.61,1370
21,22,22,Davis Love III,89,-107,4.6,1345
22,T23,T23,Dustin Johnson,85,-106,4.61,1365
23,T23,T23,Hunter Mahan,94,-106,4.62,1385
24,T23,T23,Tom Pernice Jr.,82,-106,4.61,1355
25,T26,T26,Zach Johnson,94,-105,4.62,1370
26,T26,T26,Ted Purdy,101,-105,4.66,1545
27,T26,T26,Nicholas Thompson,96,-105,4.66,1565
28,29,29,David Toms,98,-104,4.64,1445
29,T30,T30,Robert Garrigus,83,-103,4.61,1305
30,T30,T30,Nathan Green,104,-103,4.67,1565
31,T32,T32,Stephen Ames,77,-102,4.58,1200
32,T32,T32,Daniel Chopra,89,-102,4.65,1440
33,T32,T32,Lucas Glover,93,-102,4.63,1380
34,T32,T32,Martin Laird,72,-102,4.54,1120
35,T32,T32,Michael Letzig,96,-102,4.66,1510
36,T32,T32,Scott McCarron,91,-102,4.64,1435
37,T38,T38,Ben Crane,93,-100,4.66,1455
38,T38,T38,Retief Goosen,74,-100,4.56,1145
39,T38,T38,Brett Quigley,92,-100,4.66,1450
40,T38,T38,Bubba Watson,73,-100,4.58,1200
41,T42,T42,Brendon de Jonge,90,-99,4.66,1435
42,T42,T42,Harrison Frazar,93,-99,4.64,1365
43,T44,T44,Jeff Overton,92,-98,4.66,1455
44,T44,T44,Kenny Perry,92,-98,4.65,1385
45,T44,T44,John Rollins,92,-98,4.68,1515
46,47,47,Greg Owen,97,-97,4.67,1470
47,T48,T48,Alex Cejka,82,-96,4.63,1305
48,T48,T48,Greg Chalmers,85,-96,4.63,1280
49,T48,T48,Mike Weir,85,-96,4.62,1265
50,T51,T51,Matt Kuchar,82,-95,4.64,1325
51,T51,T51,Pat Perez,74,-95,4.59,1165
52,T51,T51,D.A. Points,99,-95,4.7,1560
53,T51,T51,Vaughn Taylor,88,-95,4.64,1305
54,T51,T51,Y.E. Yang,83,-95,4.64,1305
55,T56,T56,Woody Austin,84,-94,4.65,1340
56,T56,T56,Anthony Kim,76,-94,4.58,1120
57,T56,T56,George McNeill,82,-94,4.61,1210
58,T56,T56,Ryan Moore,89,-94,4.66,1400
59,T56,T56,Kevin Streelman,97,-94,4.67,1425
60,T56,T56,Charlie Wi,92,-94,4.67,1445
61,T62,T62,Briny Baird,89,-93,4.66,1350
62,T62,T62,John Mallinger,90,-93,4.68,1445
63,T62,T62,Geoff Ogilvy,78,-93,4.59,1130
64,T65,T65,Luke Donald,79,-92,4.61,1180
65,T65,T65,Jason Dufner,90,-92,4.67,1415
66,T65,T65,Brian Gay,96,-92,4.67,1380
67,T65,T65,Troy Matteson,95,-92,4.69,1490
68,T65,T65,Dean Wilson,81,-92,4.65,1305
69,T70,T70,Rory Sabbatini,81,-91,4.64,1250
70,T70,T70,Scott Verplank,88,-91,4.64,1255
71,T70,T70,Camilo Villegas,76,-91,4.62,1205
72,T73,T73,Tim Clark,81,-90,4.61,1165
73,T73,T73,Jimmy Walker,74,-90,4.61,1165
74,T75,T75,Chad Campbell,90,-89,4.68,1370
75,T75,T75,Freddie Jacobson,83,-89,4.64,1225
76,T75,T75,Matt Jones,56,-89,4.51,915
77,78,78,Webb Simpson,94,-88,4.7,1485
78,T79,T79,Cameron Beckman,87,-85,4.68,1310
79,T79,T79,Chris DiMarco,97,-85,4.7,1425
80,T81,T81,Jim Furyk,86,-84,4.68,1295
