,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Martin Laird,62.0,62,1
1,2,2,Justin Leonard,63.0,63,1
2,3,3,Joe Durant,65.0,65,1
3,4,4,John Mallinger,65.5,131,2
4,T5,T5,Brian Bateman,66.0,66,1
5,T5,T5,Lucas Glover,66.0,66,1
6,T5,T5,Peter Lonard,66.0,66,1
7,T5,T5,Nicholas Thompson,66.0,132,2
8,T9,T9,Fred Couples,66.5,133,2
9,T9,T9,Brian Gay,66.5,133,2
10,T9,T9,Kent Jones,66.5,133,2
11,T12,T12,Mark Brooks,67.0,67,1
12,T12,T12,Jonathan Byrd,67.0,67,1
13,T12,T12,Luke Donald,67.0,67,1
14,T12,T12,Jason Dufner,67.0,67,1
15,T12,T12,Nathan Green,67.0,201,3
16,T12,T12,Bob Heintz,67.0,67,1
17,T12,T12,Richard Johnson,67.0,134,2
18,T12,T12,Patrick Sheehan,67.0,67,1
19,T12,T12,Brandt Snedeker,67.0,67,1
20,T12,T12,D.J. Trahan,67.0,134,2
21,T22,T22,Joe Ogilvie,67.5,135,2
22,T22,T22,Bubba Watson,67.5,135,2
23,24,24,D.A. Points,67.67,203,3
24,T25,T25,Tommy Armour III,68.0,68,1
25,T25,T25,Rich Beem,68.0,68,1
26,T25,T25,J.B. Holmes,68.0,272,4
27,T25,T25,Bill Lunde,68.0,68,1
28,T25,T25,Jeff Overton,68.0,68,1
29,T25,T25,Ryan Palmer,68.0,136,2
30,T25,T25,Chez Reavie,68.0,68,1
31,T25,T25,Darron Stiles,68.0,68,1
32,T25,T25,Tiger Woods,68.0,68,1
33,34,34,Bart Bryant,68.33,205,3
34,35,35,Daniel Chopra,68.5,137,2
35,36,36,Nick O'Hern,68.67,206,3
36,T37,T37,Briny Baird,69.0,69,1
37,T37,T37,Kris Blanks,69.0,138,2
38,T37,T37,Mark Calcavecchia,69.0,138,2
39,T37,T37,Greg Chalmers,69.0,207,3
40,T37,T37,Tim Clark,69.0,69,1
41,T37,T37,Ben Crane,69.0,207,3
42,T37,T37,Steve Flesch,69.0,69,1
43,T37,T37,Jason Gore,69.0,138,2
44,T37,T37,J.J. Henry,69.0,138,2
45,T37,T37,Charles Howell III,69.0,69,1
46,T37,T37,Jerry Kelly,69.0,69,1
